,inducted
1492,N
6436,N
2620,N
5577,N
333,N
4541,N
6999,N
3536,N
7944,N
7282,N
119,N
2335,N
4799,N
5471,N
5751,N
42,N
2336,N
4224,N
6321,N
5100,N
7027,N
4397,N
3140,N
6057,N
6293,N
1223,N
3073,N
7227,N
6762,N
3053,N
543,N
2556,N
1623,N
2038,N
5547,N
2323,N
2805,N
4722,N
3049,N
5529,N
809,N
3740,N
2087,N
2454,N
1867,N
8716,N
3935,N
6636,N
2491,N
6894,N
8451,N
7103,N
4183,N
8064,N
6581,N
909,N
1788,N
8118,N
5280,N
6656,N
6149,N
4950,N
8203,N
4267,N
3720,N
2892,N
489,N
7064,N
4665,N
621,N
1925,N
8262,N
5760,N
3133,N
1345,N
6908,N
6073,N
8976,Y
4322,N
106,N
417,N
1065,N
8142,N
6567,N
8079,N
9094,N
8906,N
7098,N
2961,N
9085,N
8537,N
8234,N
5076,N
2832,N
2062,N
4040,N
250,N
6045,N
4315,N
5372,N
1171,N
64,N
8425,Y
469,N
3739,N
5487,N
2676,N
8549,N
5980,N
5193,N
7889,N
5450,N
5427,N
487,N
2492,N
5981,N
6672,N
1116,N
5869,N
335,N
6678,N
6034,N
8990,N
7599,N
5656,N
6079,N
4452,N
3150,N
911,N
4242,N
4884,N
7819,N
7554,N
6256,N
1217,N
584,N
5092,N
6049,N
1654,N
5084,N
565,N
6078,N
7203,N
6926,N
8860,N
8913,N
6759,Y
5392,N
483,N
8685,N
1118,N
9012,N
3280,N
7972,N
7293,N
504,N
8138,N
9015,N
605,N
6848,N
5251,N
2729,N
3659,N
3146,N
3810,N
1523,N
6677,N
3820,N
7141,N
8044,N
701,N
8208,N
8194,N
8907,N
3290,N
7578,N
5895,N
3655,N
5836,N
8807,N
4787,N
3944,N
8805,N
3956,N
9208,N
3699,N
4775,N
8270,N
6218,N
5672,N
667,Y
8483,N
3232,N
1112,N
3527,N
4913,N
1990,N
5433,N
6008,N
2819,N
5948,N
138,N
7897,N
6511,N
7747,N
3442,N
4266,N
4974,N
4283,N
7127,N
2956,N
6971,N
3294,N
2541,N
4190,N
3182,N
5952,N
8306,N
1248,N
4121,N
1561,N
4758,N
9025,N
1320,Y
1653,N
7846,N
3990,N
1137,N
3054,N
8368,N
6771,N
4337,N
8469,N
4606,N
3502,N
1311,N
6325,N
5819,N
6416,N
8337,N
1063,N
6934,N
3758,N
8694,N
2303,N
7820,N
8250,N
8827,N
8308,N
1880,N
8147,N
4463,N
6682,N
4833,N
3783,N
8534,N
8083,N
5826,N
9211,N
3552,N
1816,N
3959,N
8512,N
3621,N
4079,N
6475,N
4384,N
3973,N
8050,N
7545,N
5111,N
406,N
2067,N
9163,Y
6917,N
7687,N
8332,N
1536,N
5202,N
1655,N
1240,N
2351,N
2386,N
5501,N
6450,N
3380,N
5835,N
2636,Y
2622,N
2900,N
5629,N
1084,N
3885,N
337,N
6265,N
7768,N
8177,N
1019,N
4362,N
467,N
4548,N
4970,N
3322,N
2240,N
192,N
7108,N
4681,N
1261,N
5318,N
2051,N
947,N
2547,N
5179,N
5959,N
1858,N
3257,N
7250,Y
8681,N
2958,N
3194,N
5730,N
128,N
4403,N
4170,N
5035,N
6705,N
1666,N
4642,N
9159,N
1344,N
4298,N
3115,N
1693,N
1090,N
2359,N
971,N
2643,N
393,N
4158,N
8729,Y
1042,N
2545,N
5553,N
3778,N
7335,N
7870,N
3924,N
2535,N
5027,N
8319,N
2272,N
7926,N
9096,N
3056,N
6952,Y
6022,N
2927,N
8237,N
7842,N
7326,N
2726,N
7950,N
8206,N
4401,N
7259,N
1396,Y
2093,N
3861,N
3453,N
77,N
7620,N
558,N
791,N
1778,N
7546,N
1477,N
6315,N
8339,N
3598,Y
1625,N
1543,N
910,N
7063,N
7391,N
5905,N
6331,N
1030,N
573,N
5014,N
1279,N
3087,N
6319,N
3391,N
1346,N
8460,N
657,N
7105,N
5532,N
1197,N
6731,N
4312,N
2721,N
7207,N
8510,N
3454,N
4584,N
7356,N
3198,N
4627,N
4010,N
5940,N
1401,N
5820,N
2920,N
4261,N
3021,N
5074,N
1743,N
464,N
5695,Y
5164,N
7716,N
7268,N
162,N
6535,N
8556,N
8408,N
2142,N
1230,N
9050,N
1369,N
7359,N
226,N
3079,N
3138,N
8800,N
5666,N
5592,N
8876,N
460,N
5828,N
256,N
7247,N
6662,N
2519,N
7275,N
8945,N
704,N
2194,N
3635,N
3475,N
5467,N
2210,N
3528,N
3967,N
6544,N
343,N
6865,N
7918,N
1296,N
4983,N
1496,N
8406,N
597,N
7886,N
4795,N
1846,N
27,N
1389,N
7775,N
908,N
26,N
6328,N
6101,N
6055,N
783,N
3654,N
1545,N
8765,N
3358,Y
5654,N
5046,N
6010,N
5717,N
745,N
8271,N
6212,N
6135,N
517,N
4826,N
1909,N
282,N
2634,N
872,N
4022,Y
2192,N
142,N
8107,N
636,N
2090,N
4891,N
8987,N
6374,N
8721,N
3212,N
4698,N
1057,N
3002,N
1427,N
1895,N
143,N
3800,N
6867,N
8940,N
7050,N
512,N
4598,N
2339,N
233,N
1220,N
1272,N
5800,N
389,N
2662,N
69,N
6312,N
8029,N
16,N
1780,N
6550,N
7252,N
7653,N
7154,N
3573,N
2287,N
5233,N
7052,N
8309,N
7996,N
6494,N
4557,N
3372,N
4445,N
1191,N
8846,N
3037,N
8610,N
5291,N
6725,N
6307,N
5267,N
1154,N
7938,N
5311,N
9031,N
1218,N
5270,N
3806,N
8453,N
3423,N
9103,N
1377,N
7137,N
7668,N
2151,N
188,N
4837,N
1392,N
3884,N
871,N
2426,N
6638,N
1036,N
6121,N
2938,N
8214,N
4588,N
102,N
1954,N
6175,N
3035,N
5397,N
9039,N
6033,N
4318,N
1133,N
4375,N
7095,N
5696,N
1539,N
7067,N
6294,Y
2866,N
994,N
5099,N
514,N
5566,N
762,Y
6647,N
5434,N
1179,N
2553,N
967,N
7987,N
4697,N
6445,N
2139,N
3949,N
6945,N
5550,N
1950,N
1363,N
3190,N
4047,N
6969,N
4300,N
2148,N
2208,N
4643,N
8190,N
5183,N
2171,N
75,N
2949,Y
1537,N
652,N
5129,Y
7332,N
513,N
6351,N
8205,N
5992,N
8161,N
9010,N
3508,N
1025,Y
8916,N
6584,N
2228,N
5718,N
4352,N
2627,N
4188,N
6195,N
1233,N
6423,N
8944,N
3777,N
2628,N
9037,N
7346,N
5001,N
3876,N
3692,N
1953,N
6306,N
3870,N
3130,N
1941,N
2531,N
6778,N
7476,N
2231,N
7368,N
6857,N
3034,N
3816,N
39,N
3874,N
3172,N
4796,N
3994,N
2916,N
3735,N
4536,N
650,N
6997,N
5662,N
6521,N
255,Y
7096,N
6268,N
7281,N
2909,N
5899,N
1701,N
5711,Y
5085,N
581,N
7323,N
3504,N
6655,N
3069,N
1803,N
2178,N
6347,N
8517,N
9066,N
5721,N
4490,N
5771,N
8290,N
5464,N
6829,N
5570,N
7585,N
2185,N
7177,N
8506,N
7525,N
6326,N
6333,N
7823,N
7678,N
7231,N
3076,N
9051,N
228,N
3111,N
4744,N
4126,N
6188,N
5321,N
4532,N
3979,N
6276,N
1752,N
260,N
3923,N
1580,N
7952,N
8273,N
9191,N
2091,N
2933,N
4800,N
287,Y
6502,N
1416,N
3992,N
6600,N
567,N
7741,N
1406,N
3200,N
3841,N
4704,N
2089,N
5681,N
599,N
3447,N
2157,N
6323,N
1861,N
5975,N
7176,N
5563,N
4897,N
2914,N
2910,N
4959,N
1399,N
4285,Y
1713,N
3859,N
5147,N
7733,N
1144,N
5916,N
1940,N
8421,N
8582,N
7672,N
9210,N
4053,N
7698,N
627,Y
5457,N
8475,N
3660,N
5722,N
5739,N
7392,N
5307,N
8449,N
4828,N
3865,N
7863,N
1900,N
3084,N
5384,N
7915,N
6322,N
2813,N
314,N
3848,Y
4893,N
6133,N
804,N
7595,N
4900,N
424,N
3541,N
3939,N
4418,N
8375,N
3170,N
7734,N
7680,N
7394,N
5762,N
4332,N
5079,N
5837,N
6686,N
5215,N
1704,N
8931,N
4825,N
5277,N
7743,N
8998,N
5330,N
4412,N
5898,N
3619,N
7931,N
3866,N
2487,N
1589,N
7149,N
8565,N
8219,N
9161,N
1833,N
7005,N
5401,N
854,N
7642,N
4237,N
3567,N
4484,N
6585,N
2183,Y
459,N
494,N
6132,N
8168,N
40,N
798,N
6074,N
5022,N
9075,N
4676,N
1542,N
5790,N
431,N
1302,N
6583,N
3714,N
5548,N
8179,N
7347,N
9164,N
4059,N
5832,N
5564,N
5235,N
7327,N
7438,Y
7158,N
2054,N
7399,Y
7023,N
4057,N
4240,N
669,N
2567,N
676,N
5747,N
7657,N
5411,N
1656,N
2747,N
7744,N
7827,N
4458,N
7713,N
2249,N
1301,N
951,N
4696,N
9179,N
8153,N
3231,N
6389,N
7422,N
6546,N
7041,N
5673,N
2837,N
974,N
2578,N
7284,N
9091,N
1690,N
3480,N
7171,N
6037,N
8028,N
2688,N
3147,N
3036,N
7912,N
748,N
1874,N
7120,N
3715,N
1202,N
7000,N
8641,N
5477,N
1558,N
4504,N
3297,N
1478,N
5453,N
1349,N
1873,N
4002,N
2921,N
474,N
3244,N
2032,N
6340,N
6203,N
7805,N
7449,N
1939,N
4669,N
5486,N
7666,N
4612,Y
8636,N
8843,N
7580,N
1640,N
7814,N
569,N
2814,N
2495,N
8433,N
7353,N
5801,N
3241,N
498,N
2919,N
2673,N
8040,N
1450,N
5809,N
5803,N
5187,N
566,N
1602,N
538,N
140,N
6996,N
3070,N
6483,N
4186,N
6116,N
1135,N
5728,N
4103,N
2234,N
3712,N
607,N
9151,N
3446,N
4732,N
8261,N
2355,N
7329,N
1276,Y
3875,N
1709,N
3868,N
4248,N
5791,N
6260,N
7615,N
6190,N
8950,N
2558,N
6040,N
6606,N
7732,N
3795,N
5443,N
3671,N
6137,N
8727,N
6100,N
89,N
2279,N
1337,N
2337,N
4356,N
5255,N
2572,N
196,N
430,N
6080,N
6251,Y
5979,N
4473,N
3772,N
5927,N
6007,N
6490,N
361,Y
5459,N
4660,N
7365,N
563,N
457,N
3719,N
4164,N
4394,N
6959,N
7465,N
8066,N
5096,N
2389,N
2975,N
8266,N
2251,N
2405,N
814,N
3509,N
588,N
6803,N
3752,N
2989,N
3872,N
4231,N
3355,N
6792,N
4499,N
5204,N
6543,N
461,N
1475,N
6748,N
395,N
3343,N
2817,N
5140,N
5155,N
5302,N
2152,N
2580,N
3407,N
2448,N
5970,N
3505,N
7408,N
7132,N
609,N
4994,N
2575,N
4497,N
6903,N
3829,N
2404,N
2033,N
5315,N
5925,N
8880,N
9129,N
9,N
4128,N
6001,N
4569,N
5106,N
7305,N
6744,N
2571,N
3602,N
3375,N
660,N
7248,N
8470,N
244,N
2664,N
4278,N
7982,N
8578,N
1111,N
3554,N
1140,N
5394,N
4719,N
2430,N
3439,N
2504,N
174,N
3516,N
5770,N
8904,N
5256,N
8750,N
5768,N
2395,N
6620,N
4424,N
2005,N
3422,N
8963,N
4769,N
1076,N
3219,N
5864,N
5257,N
7660,N
8852,N
3817,N
8414,N
1051,N
4538,N
828,N
1418,N
2417,N
2774,N
8242,N
2798,Y
3534,N
1180,N
6750,N
3094,N
5503,N
8836,N
8466,N
6747,N
6451,N
7573,N
404,N
4984,N
2333,N
2073,N
349,N
3797,N
5693,N
8644,N
6448,N
915,Y
4129,N
8842,N
289,N
6974,N
8936,N
8764,N
6047,N
1447,N
902,N
7917,N
870,N
3799,N
1017,N
2686,N
2047,N
4395,N
5462,N
2803,N
8113,N
2244,N
4090,N
6850,N
8178,N
6513,N
165,N
6341,N
3561,N
648,N
5652,N
1649,N
8372,N
2907,N
803,N
5723,N
70,N
9112,N
2555,N
780,N
8245,N
3356,N
3096,N
5136,N
3907,N
6275,N
2940,N
6048,N
6182,N
6509,N
1674,N
4822,N
7848,N
3306,N
3075,N
5126,N
4622,N
8953,N
7994,N
2176,N
6560,N
766,N
1809,N
8637,N
7590,N
1533,N
6124,N
5798,Y
608,N
5461,N
3060,N
4045,N
8939,N
7773,N
2894,N
7010,N
6593,N
1997,N
5232,N
6522,N
316,N
7337,N
6369,N
2440,N
236,N
732,N
5247,N
5597,N
895,N
2530,N
2922,N
8640,N
5625,N
5370,N
1091,Y
7665,N
2501,N
4762,N
7855,N
5924,N
9166,N
8432,Y
4417,N
4577,N
7287,N
1634,N
4335,Y
7313,N
5544,N
1041,N
7442,N
2493,N
553,N
3083,N
1945,N
88,N
1651,N
7314,N
1800,N
8624,N
712,N
7112,N
8707,N
3930,N
8479,N
979,N
240,N
4229,N
1166,N
4204,N
7997,N
5960,N
5657,N
797,N
8657,N
7032,N
843,N
8123,N
1576,Y
1616,N
390,N
227,N
7215,N
980,N
379,N
3410,N
3532,N
587,N
2765,N
7271,N
3295,N
5914,N
5349,N
743,N
1286,N
5290,N
6364,N
2414,N
8660,N
7925,N
9071,N
6455,N
1796,N
8730,Y
7784,N
6691,N
3316,N
710,N
1031,N
6466,N
4981,N
5227,N
7434,N
9056,N
3927,N
5222,N
8225,N
8699,N
1430,N
4886,N
4027,N
2170,N
3762,N
7750,N
3370,N
2908,N
6189,N
5386,N
7179,N
8352,N
7836,N
7649,N
2374,N
5359,N
5144,N
7499,N
1234,N
8025,N
8021,N
5989,N
7634,N
8341,N
6130,N
7234,N
2233,N
3329,N
2698,N
4481,N
3312,N
6914,N
3803,N
3477,N
5576,N
7616,N
4102,N
8268,N
4518,N
4540,N
658,N
1541,N
1190,N
4236,N
1414,Y
5893,N
3566,N
391,N
5300,Y
2135,N
4198,N
6689,N
1285,N
4414,N
6679,N
2246,N
330,N
7572,N
5420,N
8426,N
1472,N
6923,N
59,N
694,N
586,N
4387,N
2746,N
3397,N
338,N
1661,N
7607,N
1863,N
2967,N
6985,N
9193,N
2115,N
1652,N
7671,Y
4399,N
2639,N
5533,N
5591,N
8353,N
7003,N
375,N
3098,N
5190,N
