,inducted
8766,N
5680,N
6366,N
4372,N
1176,N
8092,N
98,N
3269,N
1492,N
8398,N
3724,N
7992,N
3085,N
9069,N
3626,N
5795,N
834,N
1396,Y
1440,N
4101,N
5702,N
3254,N
2789,N
9081,N
8248,N
7887,Y
4321,N
4201,Y
8853,Y
6717,N
100,N
553,N
831,Y
759,N
7056,N
2859,N
219,Y
8870,Y
8789,N
1168,N
2499,N
6119,N
1414,Y
3264,Y
1258,N
3612,N
8585,N
2369,N
7565,N
8468,N
4210,N
3150,N
5945,Y
1561,N
5420,N
3472,N
2309,Y
8804,N
3825,N
7490,N
6436,N
2121,N
3606,N
6740,N
5914,N
5287,N
3911,N
6303,N
5193,N
8042,N
6759,Y
8897,N
2292,N
3552,N
7910,N
6762,N
7854,N
2994,N
5433,N
1103,N
3511,N
4969,N
8798,N
3669,N
3691,N
1595,N
6945,N
9022,N
5996,N
2010,N
621,N
8924,N
7916,N
3229,Y
3820,N
5498,N
4065,N
2087,N
632,N
6580,N
645,N
4752,N
7891,N
796,N
1787,N
4567,N
3029,N
2649,N
4526,N
8127,N
3515,Y
8178,N
5355,Y
758,N
5982,N
8627,N
7099,N
1838,N
471,N
5529,N
1745,N
3679,N
175,N
5865,N
8730,Y
4381,N
6778,N
7448,N
9117,N
7001,Y
7231,N
8023,N
4456,Y
6832,N
319,N
7238,N
797,N
2744,N
4562,N
1169,N
509,N
7587,N
929,N
6208,N
1377,N
8342,N
2238,N
3734,N
7928,N
7987,N
6032,N
2956,N
1419,N
7402,N
8577,N
2728,N
5092,N
8212,N
8650,N
8779,N
660,N
5490,Y
3178,N
6447,N
2119,N
8684,N
7426,N
9052,N
320,N
4370,N
361,Y
8914,N
17,N
7352,Y
7439,N
5124,Y
8418,N
3665,N
6649,N
2548,N
2551,N
3740,N
3239,N
8523,N
7671,Y
7032,N
572,N
6342,N
1066,N
6710,Y
287,Y
8976,Y
2688,N
7554,N
6594,N
5032,N
1203,N
1717,N
3391,N
451,N
2473,N
5354,N
1306,N
783,N
3562,N
595,N
9043,N
3969,N
1075,N
8082,N
4202,N
5415,N
6334,N
618,N
6989,N
3848,Y
7318,Y
4320,Y
7920,N
7713,N
6206,N
5361,N
4107,Y
3436,N
3738,N
3580,N
4250,N
5275,N
275,N
5427,N
1463,N
647,N
4919,N
4929,N
6683,N
9167,Y
6110,N
2013,N
458,N
8925,N
7168,N
1002,N
1922,N
541,N
3598,Y
2814,N
521,N
8579,Y
7321,N
9136,N
636,N
2377,N
1177,N
1878,N
4146,N
6522,N
1557,N
919,Y
6092,N
7374,N
5177,N
3865,N
970,Y
179,N
4074,N
6490,N
456,N
132,N
3324,N
7457,N
6960,N
212,Y
954,N
8676,N
5824,N
9196,N
5682,N
1730,N
5547,N
2066,Y
8968,N
1939,N
2750,N
130,Y
4422,Y
4612,Y
5212,N
9115,N
8809,N
8601,N
8012,N
5511,Y
1624,Y
6413,N
7101,Y
5242,N
2670,N
548,N
5239,Y
7924,N
8788,N
7034,N
3791,N
1805,Y
7579,N
6905,N
7695,N
4943,N
3329,N
7444,N
4657,N
7024,Y
5461,N
5576,N
5597,N
6597,N
6529,N
6289,N
3165,Y
7114,N
2275,N
7871,N
8514,N
6724,N
6259,N
8878,N
1998,Y
8285,N
847,N
5579,N
5502,N
6336,N
915,Y
8322,N
7077,N
3822,N
2491,N
5798,Y
8329,N
2354,N
14,N
6932,N
1641,Y
37,N
6174,N
8106,N
4690,N
785,N
8258,N
6713,N
2839,N
4536,N
8665,Y
2364,N
28,N
7964,N
7562,N
4342,N
4057,N
4050,N
2945,N
4216,N
7504,N
4335,Y
8701,N
3099,N
7443,Y
5464,N
5748,N
7498,N
8546,N
5884,N
4705,N
1020,N
2237,N
1649,N
3475,N
3202,N
2534,N
5598,N
119,N
2250,N
5164,N
8871,N
4803,N
2740,Y
2887,N
6417,N
524,Y
6251,Y
6195,N
3289,N
4114,N
9005,Y
4551,N
3294,N
5836,N
6557,N
3811,N
1452,N
9127,N
3395,N
2199,Y
8640,N
477,N
7071,Y
4664,N
4683,N
1174,N
9185,N
4746,N
2068,N
1512,Y
1950,N
7649,N
9163,Y
255,Y
1373,N
2158,Y
2083,N
826,Y
4625,N
419,N
1115,N
9190,N
7736,N
2605,N
8078,N
3586,N
4863,N
662,N
2028,Y
7702,Y
6894,N
941,N
256,N
4622,N
3105,N
8327,N
4610,N
2520,Y
8510,N
3307,Y
7723,Y
5730,N
2949,Y
2647,N
8170,N
1481,N
5953,N
5650,N
2092,N
8613,N
724,N
3296,N
1333,N
2399,N
2593,N
2326,N
7191,N
4641,N
754,N
3483,N
6538,N
5830,N
3585,N
8083,N
5699,N
1399,N
1967,N
5352,N
8254,N
4578,N
7201,N
8366,N
857,N
2169,N
3512,N
1091,Y
903,N
8868,N
4058,Y
3873,N
0,Y
2714,N
4538,N
9113,N
3955,N
1108,N
5297,Y
8729,Y
8323,N
5309,N
7299,N
2694,N
8761,N
2751,N
9141,N
7542,Y
7753,N
885,N
2353,N
4608,N
2667,Y
5220,N
6193,N
6952,Y
4895,Y
8961,N
4234,N
5962,N
2269,N
58,N
2303,N
5757,N
1509,N
8158,N
5532,N
7883,N
6772,Y
5540,N
9025,N
3650,Y
8276,N
4247,N
1657,N
4222,N
8288,N
8226,N
8554,N
6670,N
4155,N
7828,Y
3661,N
3155,N
7452,N
4119,N
2907,N
628,N
3748,N
5933,Y
1219,N
1227,Y
1127,N
8084,N
4149,N
6565,N
2721,N
23,N
1194,N
996,N
4305,N
4652,N
1468,N
1320,Y
7204,Y
5556,N
2203,Y
3831,N
131,N
5314,N
2829,N
5477,N
7058,Y
8956,N
7250,Y
3864,Y
1629,N
8986,N
6844,N
8812,N
6263,N
1179,N
2051,N
6997,N
8357,N
9000,N
7019,N
2792,N
1473,N
5693,N
8713,N
8864,N
7544,N
4412,N
1876,N
7445,N
1351,N
2981,N
1429,N
5659,N
2822,N
5632,N
7797,Y
2830,N
952,Y
2103,N
4035,N
5898,N
4712,Y
