,playerID,num_seasons,G,AB,Runs,Hits,Doubles,Triples,HR,RBI,SB,BB,SO,nameFirst,nameLast,weight,height,bats,throws,pos,category,AVG,OBP,SLG
824,boteda01,0,74,184,23,44,9,2,6,33.0,3.0,19,60.0,David,Bote,210.0,73.0,R,R,1B,N,0.23913043478260898,0.31034482758620696,0.407608695652174
7928,stahlch01,9,1304,5069,858,1546,219,118,36,622.0,189.0,470,270.0,Chick,Stahl,160.0,70.0,L,L,OF,N,0.30499112250937105,0.363964614551363,0.416058394160584
4018,iorgga01,9,931,2450,251,633,125,16,20,238.0,23.0,114,298.0,Garth,Iorg,170.0,71.0,R,R,2B,N,0.258367346938775,0.29134165366614695,0.34693877551020397
3441,hannajo01,0,45,143,14,18,2,1,0,,,6,,John,Hanna,,,,,C,N,0.125874125874126,0.161073825503356,0.153846153846154
621,bernato01,12,1071,3700,523,970,177,30,75,391.0,113.0,428,606.0,Tony,Bernazard,150.0,69.0,B,R,2B,N,0.262162162162162,0.338662790697674,0.387027027027027
4929,lordbr01,8,742,2767,380,707,119,49,13,236.0,74.0,175,,Bris,Lord,185.0,69.0,R,R,OF,N,0.255511384170582,0.29979605710401097,0.34803035778821806
525,beckzi01,5,290,902,75,204,32,16,3,73.0,21.0,58,95.0,Zinn,Beck,160.0,70.0,R,R,3B,N,0.22616407982261602,0.272916666666667,0.30709534368071
4093,jeanete01,6,53,73,15,20,4,0,1,11.0,1.0,7,7.0,Tex,Jeanes,176.0,72.0,R,R,OF,N,0.273972602739726,0.3375,0.36986301369863006
981,brownch02,5,449,1523,164,410,61,6,38,184.0,21.0,120,252.0,Chris,Brown,185.0,72.0,R,R,3B,N,0.269205515430072,0.32258064516129,0.39198949441891
5648,millela02,5,433,1500,166,404,73,8,33,167.0,40.0,104,287.0,Lastings,Milledge,210.0,71.0,R,R,OF,N,0.26933333333333304,0.31670822942643395,0.3946666666666671
4246,jordasc01,0,7,9,0,1,0,0,0,1.0,0.0,0,3.0,Scott,Jordan,175.0,72.0,R,R,OF,N,0.111111111111111,0.111111111111111,0.111111111111111
2294,driscde02,0,7,19,2,3,0,0,0,0.0,,2,5.0,Dennis,Driscoll,,,,,2B,N,0.157894736842105,0.23809523809523803,0.157894736842105
8362,tinkejo01,14,1806,6441,774,1690,263,114,31,783.0,336.0,416,526.0,Joe,Tinker,175.0,69.0,R,R,SS,Player,0.262381617761217,0.30713139857080396,0.35305076851420597
4316,kearnto01,4,27,99,11,20,2,1,0,8.0,,2,14.0,Tom,Kearns,160.0,67.0,R,R,2B,N,0.202020202020202,0.21782178217821804,0.24242424242424201
2084,delmabe01,0,12,28,4,7,0,0,0,0.0,0.0,1,7.0,Bert,Delmas,165.0,71.0,L,R,2B,N,0.25,0.27586206896551696,0.25
2656,flannjo01,0,7,2,1,0,0,0,0,0.0,0.0,1,1.0,John,Flannery,173.0,75.0,R,R,3B,N,0.0,0.33333333333333304,0.0
7403,schapjo01,0,15,50,7,9,1,0,0,,,7,,John,Schappert,170.0,70.0,R,R,1B,N,0.18,0.280701754385965,0.2
6504,petagro01,12,242,366,48,83,17,1,12,54.0,1.0,63,103.0,Roberto,Petagine,172.0,73.0,L,L,1B,N,0.226775956284153,0.34032634032634007,0.377049180327869
7552,shafeti01,4,283,776,138,212,24,14,5,83.0,60.0,105,93.0,Tillie,Shafer,165.0,70.0,B,R,2B,N,0.27319587628866004,0.359818388195233,0.359536082474227
4509,kolbga01,9,293,450,63,94,9,6,6,29.0,10.0,46,104.0,Gary,Kolb,194.0,72.0,L,R,OF,N,0.20888888888888898,0.28225806451612895,0.29555555555555607
7982,steinbi02,13,959,2811,268,751,122,18,44,311.0,16.0,186,413.0,Bill,Stein,170.0,70.0,R,R,3B,N,0.26716471006759196,0.312645979312646,0.370330843116329
6586,pilaral01,5,668,1614,205,413,66,7,22,143.0,41.0,185,150.0,Al,Pilarcik,180.0,70.0,L,L,OF,N,0.255885997521685,0.33240689271817697,0.34634448574969
357,ballji01,1,16,51,4,7,2,0,0,3.0,0.0,3,13.0,Jim,Ball,175.0,71.0,R,R,C,N,0.137254901960784,0.185185185185185,0.17647058823529396
8380,tolesan01,2,96,231,41,66,14,1,8,35.0,2.0,15,49.0,Andrew,Toles,192.0,69.0,L,R,OF,N,0.28571428571428603,0.329268292682927,0.458874458874459
8308,thomair01,9,484,1352,124,327,46,17,3,155.0,20.0,82,,Ira,Thomas,200.0,74.0,R,R,C,N,0.24186390532544397,0.285216178521618,0.307692307692308
3414,hamlike01,9,468,1340,143,323,53,4,11,89.0,17.0,125,146.0,Ken,Hamlin,170.0,70.0,R,R,SS,N,0.24104477611940303,0.30580204778157,0.311194029850746
5633,milleed04,7,138,332,63,79,5,2,1,17.0,49.0,19,71.0,Eddie,Miller,175.0,69.0,B,R,OF,N,0.23795180722891604,0.279202279202279,0.274096385542169
4607,lahaibr01,4,195,535,66,139,26,1,21,56.0,4.0,61,182.0,Bryan,LaHair,245.0,77.0,L,R,1B,N,0.25981308411215,0.33557046979865807,0.42990654205607504
1384,cavarph01,21,2030,6754,990,1977,347,99,95,920.0,65.0,820,598.0,Phil,Cavarretta,175.0,71.0,L,L,1B,N,0.292715427894581,0.36928967520464795,0.415605567071365
2301,duboija01,1,86,210,23,49,12,1,10,29.0,0.0,13,81.0,Jason,Dubois,220.0,77.0,R,R,OF,N,0.23333333333333303,0.278026905829596,0.4428571428571429
5016,machadi01,3,172,458,44,104,21,2,2,37.0,3.0,34,91.0,Dixon,Machado,190.0,73.0,R,R,SS,N,0.22707423580785996,0.28048780487804903,0.294759825327511
1612,coletch01,0,14,30,5,9,1,0,1,7.0,0.0,1,4.0,Chris,Coletta,190.0,71.0,L,L,OF,N,0.3,0.32258064516129,0.4333333333333329
7655,sierrma01,1,76,207,20,47,3,0,0,12.0,5.0,10,53.0,Magneuris,Sierra,160.0,71.0,L,L,OF,N,0.227053140096618,0.26267281105990803,0.241545893719807
5313,mcbriba01,10,1071,3853,548,1153,167,55,63,430.0,183.0,248,457.0,Bake,McBride,190.0,74.0,L,R,OF,N,0.299247339735271,0.341623994147769,0.42019205813651705
6173,oestero01,12,1276,4214,458,1118,190,33,42,344.0,40.0,369,681.0,Ron,Oester,185.0,74.0,B,R,2B,N,0.26530612244898005,0.324459960724416,0.355956336022781
8674,wakefho01,2,113,274,24,68,11,2,1,25.0,6.0,10,36.0,Howard,Wakefield,205.0,73.0,R,R,C,N,0.248175182481752,0.27464788732394396,0.313868613138686
9078,woodrpe01,0,20,61,11,15,1,1,2,7.0,3.0,9,11.0,Pete,Woodruff,,70.0,R,R,1B,N,0.24590163934426199,0.34285714285714297,0.39344262295082005
6689,preslji01,7,959,3546,413,875,181,14,135,495.0,9.0,210,859.0,Jim,Presley,200.0,73.0,R,R,3B,N,0.246756909193457,0.288871139510117,0.41990975747320897
8091,stylele01,12,77,176,14,44,7,2,0,16.0,1.0,16,24.0,Lena,Styles,185.0,73.0,R,R,C,N,0.25,0.3125,0.3125
7707,skafffr01,8,38,75,12,24,3,2,1,11.0,0.0,6,13.0,Frank,Skaff,185.0,70.0,R,R,3B,N,0.32,0.37037037037037,0.4533333333333329
7882,spalddi01,1,131,465,69,139,16,3,0,25.0,5.0,38,44.0,Dick,Spalding,185.0,71.0,L,L,OF,N,0.298924731182796,0.351888667992048,0.34623655913978496
4774,lentiji01,2,95,205,23,54,9,1,1,20.0,3.0,31,38.0,Jim,Lentine,175.0,72.0,R,R,OF,N,0.26341463414634103,0.36016949152542405,0.331707317073171
658,biancto01,0,18,34,6,6,1,0,0,0.0,0.0,3,7.0,Tommy,Bianco,190.0,71.0,B,R,1B,N,0.17647058823529396,0.24324324324324303,0.20588235294117604
1713,coopega01,0,21,2,3,0,0,0,0,0.0,2.0,0,1.0,Gary,Cooper,175.0,75.0,B,R,OF,N,0.0,0.0,0.0
3041,giovaed01,4,218,301,41,65,5,4,1,19.0,4.0,44,49.0,Ed,Giovanola,170.0,70.0,L,R,2B,N,0.215946843853821,0.315942028985507,0.269102990033223
4237,jonnabu01,15,103,235,26,54,7,1,0,20.0,0.0,12,23.0,Bubber,Jonnard,185.0,73.0,R,R,C,N,0.229787234042553,0.267206477732794,0.26808510638297894
6693,prichbo01,0,26,85,8,20,5,0,0,8.0,0.0,19,16.0,Bob,Prichard,195.0,73.0,L,L,1B,N,0.23529411764705901,0.375,0.294117647058824
4321,keenaji01,16,527,1881,254,451,60,36,22,,,177,,Jim,Keenan,186.0,70.0,R,R,C,N,0.23976608187134502,0.30515063168124396,0.34502923976608196
1665,connobu01,0,43,107,12,28,7,1,0,21.0,0.0,23,9.0,Bud,Connolly,154.0,68.0,R,R,3B,N,0.261682242990654,0.392307692307692,0.34579439252336397
9069,woodge01,12,1280,5371,965,1467,228,132,68,601.0,,418,547.0,George,Wood,175.0,70.0,L,R,OF,N,0.273133494693726,0.32561755052686103,0.40271830199217995
5085,malkmbo01,5,268,572,69,123,15,5,8,46.0,3.0,38,90.0,Bobby,Malkmus,175.0,69.0,R,R,2B,N,0.21503496503496497,0.263934426229508,0.300699300699301
2003,davisik01,6,164,609,110,143,32,10,0,65.0,19.0,73,69.0,Ike,Davis,140.0,67.0,R,R,SS,N,0.23481116584564898,0.31671554252199396,0.320197044334975
3256,grievto01,9,670,1907,209,474,76,10,65,254.0,7.0,135,424.0,Tom,Grieve,190.0,74.0,R,R,OF,N,0.248557944415312,0.29823702252693396,0.40115364446775
2778,freesge01,8,61,187,17,48,8,2,3,23.0,1.0,18,22.0,George,Freese,190.0,72.0,R,R,3B,N,0.25668449197861,0.32195121951219496,0.36898395721925104
3656,hernaal01,1,27,71,4,13,3,0,1,5.0,1.0,0,15.0,Alex,Hernandez,190.0,76.0,L,L,1B,N,0.183098591549296,0.183098591549296,0.267605633802817
7019,riverru01,8,662,1586,237,343,67,11,64,203.0,50.0,185,510.0,Ruben,Rivera,195.0,72.0,R,R,OF,N,0.216267339218159,0.29813664596273304,0.39344262295082005
1049,bubelja01,0,11,19,3,2,0,0,0,0.0,1.0,1,4.0,Jaime,Bubela,200.0,73.0,L,R,OF,N,0.10526315789473699,0.15,0.10526315789473699
7223,ruckejo01,6,705,2617,354,711,105,39,21,214.0,35.0,109,248.0,Johnny,Rucker,175.0,74.0,L,R,OF,N,0.271685135651509,0.30080704328686697,0.365685899885365
8172,sweenro01,2,76,298,51,64,12,3,0,,,19,,Rooney,Sweeney,155.0,68.0,,,C,N,0.21476510067114105,0.26182965299684496,0.275167785234899
7731,smallro01,10,872,2644,277,601,103,33,61,305.0,4.0,257,541.0,Roy,Smalley,190.0,75.0,R,R,SS,N,0.22730711043872898,0.295760082730093,0.360438729198185
2689,flynned01,0,7,27,0,5,1,0,0,4.0,3.0,1,7.0,Ed,Flynn,165.0,69.0,L,,3B,N,0.185185185185185,0.214285714285714,0.222222222222222
6486,perezto01,22,2777,9778,1272,2732,505,79,379,1652.0,49.0,925,1867.0,Tony,Perez,175.0,74.0,R,R,1B,Player,0.279402740846799,0.341679902830982,0.463489466148497
6777,ramiral02,2,135,332,38,86,17,3,12,48.0,3.0,15,78.0,Alex,Ramirez,180.0,71.0,R,R,OF,N,0.25903614457831303,0.29106628242074895,0.436746987951807
8466,tuckeol01,1,34,71,6,11,2,0,1,10.0,0.0,11,5.0,Ollie,Tucker,180.0,71.0,L,R,OF,N,0.154929577464789,0.26829268292682895,0.22535211267605604
6386,pasleke01,4,55,122,8,31,7,0,1,9.0,0.0,6,13.0,Kevin,Pasley,185.0,72.0,R,R,C,N,0.254098360655738,0.2890625,0.336065573770492
1453,chismto01,0,6,3,0,0,0,0,0,0.0,0.0,0,0.0,Tom,Chism,195.0,73.0,L,L,1B,N,0.0,0.0,0.0
454,bassljo01,14,811,2319,250,704,99,16,1,318.0,13.0,437,81.0,Johnny,Bassler,170.0,69.0,L,R,C,N,0.303579128934886,0.414005805515239,0.36136265631737796
7495,scutama01,12,1391,4887,683,1355,269,21,77,509.0,55.0,474,570.0,Marco,Scutaro,185.0,70.0,R,R,2B,N,0.27726621649273603,0.341167692594665,0.38817270308983
4226,jonesri02,0,16,33,2,6,2,0,0,4.0,0.0,6,8.0,Ricky,Jones,186.0,75.0,R,R,2B,N,0.18181818181818202,0.307692307692308,0.24242424242424201
2142,diazar01,0,22,33,0,8,1,0,0,2.0,0.0,3,10.0,Argenis,Diaz,190.0,72.0,R,R,SS,N,0.24242424242424201,0.305555555555556,0.272727272727273
5020,macharo01,8,253,636,66,146,36,2,11,61.0,0.0,45,135.0,Robert,Machado,205.0,73.0,R,R,C,N,0.22955974842767302,0.280469897209985,0.34433962264150897
3529,hassebu01,6,929,3517,469,1026,130,40,12,343.0,53.0,209,116.0,Buddy,Hassett,180.0,71.0,L,L,1B,N,0.29172590275803195,0.33145464304884603,0.361671879442707
3875,hosteda01,7,255,818,92,187,23,6,37,124.0,2.0,97,248.0,Dave,Hostetler,215.0,76.0,R,R,1B,N,0.228606356968215,0.31038251366120195,0.40709046454767694
3417,hammoro01,8,182,481,62,122,30,4,12,48.0,6.0,38,99.0,Robby,Hammock,185.0,70.0,R,R,C,N,0.253638253638254,0.308285163776493,0.40748440748440795
1457,choiji01,2,121,317,36,73,19,1,17,49.0,4.0,44,87.0,Ji-Man,Choi,230.0,73.0,L,R,1B,N,0.230283911671924,0.32409972299169,0.45741324921135607
1155,butlejo02,3,375,1251,115,315,48,12,3,146.0,17.0,111,89.0,Johnny,Butler,175.0,72.0,R,R,3B,N,0.25179856115107896,0.31277533039647604,0.316546762589928
4883,loftoke01,16,2103,8120,1528,2428,383,116,130,781.0,622.0,945,1016.0,Kenny,Lofton,180.0,72.0,L,L,OF,N,0.29901477832512297,0.3720904578047439,0.42278325123152705
7573,shaugsh01,3,9,32,2,9,0,0,0,1.0,3.0,2,5.0,Shag,Shaughnessy,185.0,73.0,R,R,OF,N,0.28125,0.323529411764706,0.28125
7070,robinfr02,20,2808,10006,1829,2943,528,72,586,1812.0,204.0,1420,1532.0,Frank,Robinson,183.0,73.0,R,R,OF,Player,0.294123525884469,0.381848415893576,0.5369778133120129
6994,rileybi01,4,51,194,18,28,3,0,0,10.0,,3,27.0,Billy,Riley,160.0,70.0,R,R,OF,N,0.144329896907216,0.157360406091371,0.15979381443298998
636,berryke01,13,1383,4136,422,1053,150,23,58,343.0,45.0,298,569.0,Ken,Berry,175.0,72.0,R,R,OF,N,0.254593810444874,0.30469102390618,0.344052224371373
8260,tekotbl01,2,50,80,5,15,2,1,1,3.0,4.0,7,34.0,Blake,Tekotte,180.0,71.0,L,R,OF,N,0.1875,0.252873563218391,0.275
7398,schalge01,1,52,131,9,33,7,1,2,15.0,0.0,18,31.0,Gene,Schall,190.0,75.0,R,R,1B,N,0.25190839694656497,0.34228187919463104,0.36641221374045796
8705,wallado02,0,23,6,2,0,0,0,0,0.0,0.0,3,2.0,Don,Wallace,165.0,68.0,L,R,1B,N,0.0,0.33333333333333304,0.0
779,bondsbo01,13,1849,7043,1258,1886,302,66,332,1024.0,461.0,914,1757.0,Bobby,Bonds,190.0,73.0,R,R,OF,N,0.267783614936817,0.351891416362951,0.470822092858157
555,belljo01,2,100,272,24,53,7,0,4,22.0,0.0,10,92.0,Josh,Bell,230.0,75.0,B,R,3B,N,0.194852941176471,0.22340425531914898,0.264705882352941
7349,santofr01,0,8,15,2,3,2,0,1,1.0,0.0,0,3.0,Francisco,Santos,170.0,73.0,L,L,1B,N,0.2,0.2,0.5333333333333329
9026,winero01,1,23,41,3,6,2,0,0,0.0,0.0,2,14.0,Robbie,Wine,190.0,74.0,R,R,C,N,0.146341463414634,0.18604651162790697,0.195121951219512
7961,starkma01,3,13,28,0,5,1,0,0,3.0,0.0,1,6.0,Matt,Stark,225.0,76.0,R,R,C,N,0.178571428571429,0.206896551724138,0.214285714285714
5699,moellda01,9,704,2538,379,618,83,43,15,192.0,171.0,302,,Danny,Moeller,165.0,71.0,B,R,OF,N,0.243498817966903,0.323943661971831,0.327817178881009
4173,johnsre02,12,1320,3630,518,1014,215,23,65,408.0,41.0,181,728.0,Reed,Johnson,185.0,70.0,R,R,OF,N,0.27933884297520695,0.313565993177644,0.40495867768595
1550,clemove01,8,474,1271,78,364,56,11,5,140.0,6.0,119,62.0,Verne,Clemons,190.0,69.0,R,R,C,N,0.28638867033831605,0.34748201438848897,0.35955940204563297
945,britobe01,3,40,73,10,16,3,0,5,12.0,0.0,1,27.0,Bernardo,Brito,190.0,73.0,R,R,OF,N,0.219178082191781,0.22972972972973,0.465753424657534
2820,funkli01,4,273,976,134,261,47,16,6,105.0,29.0,73,58.0,Liz,Funk,160.0,68.0,L,L,OF,N,0.26741803278688503,0.318398474737846,0.366803278688525
6472,perezed01,13,754,1800,238,445,88,3,79,294.0,19.0,194,393.0,Eduardo,Perez,215.0,76.0,R,R,1B,N,0.24722222222222198,0.32046138415245695,0.43111111111111106
4589,kutchra01,4,244,448,83,102,25,6,10,40.0,13.0,36,112.0,Randy,Kutcher,170.0,71.0,R,R,3B,N,0.227678571428571,0.285123966942149,0.3772321428571429
7898,spencsh01,6,538,1671,208,438,84,8,59,242.0,13.0,152,357.0,Shane,Spencer,210.0,71.0,R,R,OF,N,0.262118491921005,0.32364234777838696,0.427887492519449
9034,wintema01,0,42,107,14,25,6,0,2,9.0,0.0,14,23.0,Matt,Winters,215.0,75.0,L,R,OF,N,0.23364485981308397,0.32231404958677695,0.34579439252336397
8675,wakelch01,0,10,36,5,9,2,0,2,6.0,0.0,0,13.0,Chris,Wakeland,185.0,72.0,L,L,OF,N,0.25,0.25,0.472222222222222
2062,dejesiv01,14,1371,4602,595,1167,175,48,21,324.0,194.0,466,664.0,Ivan,de Jesus,175.0,71.0,R,R,SS,N,0.25358539765319393,0.322217837411208,0.326162538026945
4264,joycema01,10,1182,3336,483,802,191,15,138,459.0,34.0,489,833.0,Matthew,Joyce,205.0,74.0,L,R,OF,N,0.24040767386091103,0.337516339869281,0.43075539568345295
1960,darnatr01,5,397,1337,150,327,65,5,47,162.0,1.0,110,248.0,Travis,d'Arnaud,210.0,74.0,R,R,C,N,0.244577412116679,0.302004146510021,0.406133133881825
5693,mittege01,11,887,2645,251,623,93,7,76,301.0,14.0,222,607.0,George,Mitterwald,195.0,74.0,R,R,C,N,0.235538752362949,0.294733170561563,0.36219281663516106
6607,pittsga01,1,28,44,5,11,4,0,0,4.0,0.0,5,4.0,Gaylen,Pitts,175.0,73.0,R,R,2B,N,0.25,0.326530612244898,0.340909090909091
5841,mosquju01,9,12,31,2,7,3,0,0,2.0,0.0,0,5.0,Julio,Mosquera,185.0,72.0,R,R,C,N,0.22580645161290303,0.22580645161290303,0.32258064516129
7660,sigaffr01,5,55,134,14,27,3,0,0,13.0,0.0,7,14.0,Frank,Sigafoos,170.0,69.0,R,R,SS,N,0.20149253731343303,0.24113475177305,0.223880597014925
8873,whitedo02,1,143,422,41,98,20,2,1,38.0,2.0,33,28.0,Don,White,195.0,73.0,R,R,3B,N,0.232227488151659,0.287912087912088,0.296208530805687
4773,lennopa01,8,91,189,25,50,14,1,2,22.0,0.0,27,59.0,Pat,Lennon,200.0,74.0,R,R,OF,N,0.264550264550265,0.35648148148148107,0.38095238095238104
8614,veryzto01,11,996,2848,250,687,84,12,14,231.0,9.0,143,329.0,Tom,Veryzer,175.0,73.0,R,R,SS,N,0.24122191011235997,0.277499164159144,0.293890449438202
7058,robinbr01,22,2896,10654,1232,2848,482,68,268,1357.0,28.0,860,990.0,Brooks,Robinson,180.0,73.0,R,R,3B,Player,0.267317439459358,0.322042730588848,0.400788436268068
2434,ellisro01,4,64,166,16,38,4,0,0,10.0,0.0,16,35.0,Rob,Ellis,180.0,71.0,R,R,OF,N,0.22891566265060198,0.29670329670329704,0.25301204819277107
4911,longto01,6,418,1489,148,401,47,49,6,140.0,65.0,79,,Tom,Long,165.0,70.0,R,R,OF,N,0.26930826057756896,0.306122448979592,0.378777703156481
2699,foleyto02,12,1108,2708,248,661,134,20,32,263.0,32.0,232,387.0,Tom,Foley,175.0,73.0,L,R,2B,N,0.244091580502216,0.30374149659863897,0.343796159527326
2922,garrigi01,8,334,872,81,207,14,5,1,51.0,2.0,61,54.0,Gil,Garrido,150.0,69.0,R,R,SS,N,0.23738532110091698,0.287245444801715,0.268348623853211
8883,whiteja02,1,6,7,1,0,0,0,0,0.0,0.0,0,1.0,Jack,White,150.0,67.0,B,R,2B,N,0.0,0.0,0.0
3803,hofmaso01,13,1194,4072,554,1095,162,60,19,495.0,208.0,421,323.0,Solly,Hofman,160.0,72.0,R,R,OF,N,0.268909626719057,0.337413754729579,0.35216110019646396
3839,holmwa01,8,436,1493,207,410,73,26,6,174.0,11.0,100,86.0,Wattie,Holm,160.0,69.0,R,R,OF,N,0.27461486939048896,0.32015065913371,0.370395177494977
