,inducted
5579,N
2047,N
1992,N
8003,N
3598,Y
3934,N
6413,N
4937,N
3569,N
4111,N
2674,N
3451,N
1276,Y
5941,N
4938,N
4283,N
1530,N
2368,N
7128,N
8557,N
5746,N
5532,N
1060,N
8176,N
6390,N
136,N
631,N
3499,N
2216,N
6025,N
7283,N
1662,N
2071,N
6340,N
4152,N
4702,N
7071,Y
35,N
824,N
7928,N
4018,N
3441,N
621,N
4929,N
525,N
4093,N
981,N
5648,N
4246,N
2294,N
8362,Y
4316,N
2084,N
2656,N
7403,N
6504,N
7552,N
4509,N
7982,N
6586,N
357,N
8380,N
8308,N
3414,N
5633,N
4607,N
1384,N
2301,N
5016,N
1612,N
7655,N
5313,N
6173,N
8674,N
9078,N
6689,N
8091,N
7707,N
7882,N
4774,N
658,N
1713,N
3041,N
4237,N
6693,N
4321,N
1665,N
9069,N
5085,N
2003,N
3256,N
2778,N
3656,N
7019,N
1049,N
7223,N
8172,N
7731,N
2689,N
6486,Y
6777,N
8466,N
6386,N
1453,N
454,N
7495,N
4226,N
2142,N
5020,N
3529,N
3875,N
3417,N
1457,N
1155,N
4883,N
7573,N
7070,Y
6994,N
636,N
8260,N
7398,N
8705,N
779,N
555,N
7349,N
9026,N
7961,N
5699,N
4173,N
1550,N
945,N
2820,N
6472,N
4589,N
7898,N
9034,N
8675,N
2062,N
4264,N
1960,N
5693,N
6607,N
5841,N
7660,N
8873,N
4773,N
8614,N
7058,Y
2434,N
4911,N
2699,N
2922,N
8883,N
3803,N
3839,N
2976,N
2794,N
3650,Y
3566,N
8436,N
6677,N
7506,N
1053,N
5778,N
7237,N
8762,N
6706,N
6379,N
1345,N
4573,N
4696,N
1226,N
2134,N
8983,N
3361,N
4513,N
2568,N
2252,N
6205,N
4356,N
7332,N
5062,N
6328,N
9154,N
2454,N
3984,N
7615,N
1478,N
739,N
7862,N
2254,N
566,N
5347,N
2631,N
147,N
820,N
4097,N
3951,N
1877,N
6595,N
3159,N
7230,N
3833,N
1955,N
2353,N
3701,N
5738,N
8553,N
6360,N
6410,N
1781,N
9080,N
4515,N
1328,N
167,N
7921,N
6392,N
3845,N
1534,N
8613,N
5050,N
5544,N
1533,N
4307,N
4848,N
7551,N
7176,N
3458,N
1810,N
8028,N
4353,N
5143,N
4121,N
109,N
4455,N
2367,N
1298,N
4031,N
6863,N
2442,N
2720,N
5598,N
3078,N
3738,N
6237,N
2171,N
1429,N
7399,Y
8016,N
2500,N
2036,N
5580,N
4272,N
7805,N
7763,N
8882,N
7218,N
4849,N
803,N
8414,N
4751,N
7841,N
503,N
8152,N
716,N
3270,N
6496,N
4778,N
287,Y
1919,N
1990,N
20,N
1375,N
5344,N
2506,N
2872,N
5447,N
2575,N
3317,N
8703,N
6144,N
5393,N
5559,N
8086,N
1595,N
3671,N
4613,N
7623,N
1016,N
8080,N
5197,N
3072,N
1804,N
8530,N
6338,N
2441,N
6568,N
1147,N
3897,N
1965,N
872,N
6980,N
3400,N
1959,N
2904,N
743,N
1222,N
4558,N
5503,N
7024,Y
4422,Y
5149,N
3811,N
2962,N
1951,N
1146,N
227,N
7671,Y
804,N
3664,N
520,N
1086,N
339,N
9012,N
8210,N
2112,N
8439,N
6668,N
5109,N
3165,Y
3342,N
3362,N
5168,N
3315,N
2002,N
6344,N
117,N
2469,N
610,N
2122,N
5247,N
8523,N
2234,N
4059,N
8884,N
6257,N
4275,N
3554,N
6078,N
7068,N
8734,N
9013,N
1580,N
2538,N
4583,N
7045,N
4561,N
4657,N
6054,N
4448,N
4104,N
7597,N
2578,N
1725,N
8063,N
4888,N
2224,N
7180,N
5443,N
4148,N
3903,N
5213,N
8866,N
1042,N
8524,N
4484,N
8252,N
4177,N
5496,N
7695,N
3022,N
951,N
7903,N
4234,N
5100,N
8958,N
3266,N
7384,N
2285,N
8700,N
7545,N
3506,N
5725,N
1891,N
5432,N
1448,N
3426,N
1323,N
2602,N
2463,N
1546,N
4631,N
5326,N
6323,N
7018,N
7279,N
103,N
5354,N
693,N
3286,N
2150,N
7107,N
2913,N
2809,N
6456,N
3729,N
5135,Y
5610,N
5499,N
2752,N
845,N
7188,N
5952,N
7101,Y
2813,N
6963,N
7261,N
4834,N
2133,N
7798,N
5703,N
285,N
6055,N
3919,N
1765,N
7192,N
8819,N
3056,N
4822,N
6839,N
3753,N
3720,N
3922,N
5607,N
7985,N
352,N
1600,N
1824,N
5564,N
6873,N
2213,N
1842,N
5178,N
6454,N
1201,N
2836,N
3993,N
5123,N
1862,N
9107,N
2936,N
255,Y
2947,N
9105,N
5516,N
7020,N
7799,N
9147,N
7894,N
8001,N
6101,N
4789,N
4008,N
709,N
6160,N
257,N
764,N
4508,N
7716,N
2721,N
6850,N
8198,N
5006,N
7642,N
810,N
2165,N
2641,N
3332,N
2563,N
138,N
1829,N
1978,N
329,N
3989,N
82,N
2785,N
7701,N
8183,N
8073,N
8040,N
6898,N
9049,N
3296,N
921,N
1873,N
6318,N
3251,N
4593,N
1703,N
6132,N
7204,Y
2320,N
7036,N
284,N
3835,N
4891,N
34,N
6249,N
7785,N
4061,N
1335,N
3638,N
4027,N
549,N
9182,N
9209,N
2179,N
3674,N
5724,N
1477,N
2501,N
7863,N
3048,N
5034,N
9181,N
6937,N
4051,Y
2968,N
7946,N
4852,N
6949,N
911,N
8637,N
6908,N
8377,N
3091,N
2393,N
3494,N
9039,N
112,N
640,N
2173,N
1674,N
4639,N
6772,Y
3702,N
7766,N
6062,N
1639,N
8302,N
6061,N
194,N
8929,N
2428,N
7750,N
5819,N
7829,N
177,N
6639,N
5624,N
4196,N
2081,N
725,N
8296,N
5651,N
2845,N
2679,N
2341,N
3553,N
1197,N
8518,N
4259,N
6018,N
108,N
2571,N
4190,N
179,N
3060,N
6258,N
38,N
3531,N
7269,N
5212,N
5131,N
4945,N
8279,N
2810,N
6556,N
3013,N
7293,N
1221,N
1258,N
1040,N
970,Y
8030,N
3370,N
880,N
5419,N
9116,N
8117,N
4215,N
4908,N
5830,N
734,N
7891,N
5527,N
2369,N
7253,N
8313,N
6890,N
3224,N
1032,N
8730,Y
7479,N
5919,N
9103,N
7812,N
5460,N
8173,N
6422,N
7935,N
6277,N
5820,N
4075,N
3682,N
3098,N
5790,N
6820,N
2345,N
8833,N
3830,N
2238,N
3543,N
3795,N
2664,N
2083,N
2854,N
3812,N
6013,N
7949,N
8752,N
1869,N
1444,N
1413,N
3796,N
5076,N
8031,N
6814,N
1158,N
4968,N
5037,N
7268,N
4398,N
1953,N
5884,N
1214,N
6922,N
6019,N
1184,N
6240,N
1098,N
8774,N
7182,N
5809,N
3549,N
7749,N
6633,N
8851,N
9059,N
5557,N
4218,N
5795,N
5468,N
7510,N
860,N
2744,N
1894,N
196,N
4069,N
2412,N
6765,N
5947,N
6588,N
5772,N
4284,N
7090,N
2305,N
8975,N
8977,N
4066,N
2909,N
5886,N
4935,N
5029,N
2101,N
8332,N
637,N
6636,N
2222,N
6579,N
6320,N
3954,N
1410,N
7779,N
5696,N
6651,N
6807,N
7314,N
8002,N
582,N
8206,N
4738,N
5159,N
4105,N
7298,N
6269,N
2987,N
3846,N
1759,N
838,N
4099,N
2750,N
7845,N
6272,N
5352,N
324,N
2244,N
7943,N
2161,N
6727,N
1887,N
5370,N
4156,N
786,N
1675,Y
4728,N
1840,N
4371,N
2067,N
2184,N
1500,N
930,N
5219,N
4917,N
9051,N
2000,N
8196,N
3478,N
2087,N
4687,N
732,N
7175,N
1963,N
6722,N
8156,N
7724,N
8189,N
5814,N
2421,N
5391,N
4752,N
852,N
1145,N
5366,N
4664,N
7092,N
8569,N
794,N
1036,N
3130,N
7064,N
3337,N
8235,N
1343,N
6912,N
4427,N
4737,N
2405,N
3354,N
3027,N
8212,N
6918,N
5635,N
773,N
5577,N
149,N
3182,N
4140,N
6864,N
2258,N
402,N
9167,Y
8548,N
6821,N
8609,N
6883,N
8374,N
9125,N
783,N
260,N
3970,N
5854,N
6569,N
7169,N
2465,N
3589,N
9114,N
7046,N
372,N
8032,N
431,N
3730,N
5576,N
6684,N
4784,N
513,N
7282,N
5898,N
5195,N
6039,N
6009,N
7305,N
3601,N
2031,N
6059,N
7833,N
1525,N
1934,N
4926,N
7643,N
8779,N
226,N
8474,N
3802,N
5866,N
2013,N
6177,N
4710,N
7881,N
1519,N
3383,N
4609,N
8954,N
3042,N
3967,N
1892,N
2977,N
8997,N
3661,N
3746,N
8559,N
5253,N
1721,N
7632,N
3063,N
1114,N
4219,N
4385,N
9155,N
6488,N
4700,N
4280,N
5043,N
2980,N
3346,N
8500,N
1548,Y
1998,Y
6673,N
2700,N
7994,N
55,N
5409,N
2758,N
3112,N
2042,N
2860,N
3862,N
8076,N
8467,N
2349,N
315,N
244,N
4369,N
7987,N
469,N
2997,N
4663,N
1661,N
5783,N
3940,N
3254,N
1187,N
8655,N
2023,N
161,N
6526,N
6976,N
2705,N
9102,N
5128,N
1822,N
3349,N
5763,N
3008,N
17,N
1514,N
4916,N
5086,N
5260,N
4949,N
1948,N
1543,N
3758,N
4794,N
3489,N
1489,N
4599,N
8011,N
859,N
8864,N
6439,N
1832,N
5754,N
3783,N
7917,N
1011,N
1388,N
2246,N
6690,N
9071,N
7453,N
7817,N
6767,N
5161,N
8399,N
6220,N
6986,N
576,N
8806,N
6781,N
2080,N
7755,N
5774,N
4791,N
7710,N
7302,N
8514,N
2646,N
6083,N
8636,N
5124,Y
4964,N
4646,N
8572,N
2955,N
375,N
3264,Y
1037,N
2257,N
1610,N
8757,N
4731,N
3768,N
7814,N
2321,N
2552,N
6347,N
7694,N
5837,N
726,N
3526,N
8608,N
602,N
7125,N
6573,N
3685,N
2137,N
8409,N
528,N
9036,N
8129,N
5412,N
4749,N
7633,N
5775,N
5230,N
5081,N
4798,N
333,N
579,N
4123,N
4962,N
6956,N
3754,N
3214,N
1095,N
7620,N
3696,N
4437,N
962,N
6283,N
2229,N
3864,Y
8072,N
5537,N
3051,N
7865,N
679,N
8656,N
7303,N
3421,N
3409,N
5184,N
1027,N
3726,N
3904,N
4717,N
4989,N
3572,N
3986,N
2768,N
3683,N
9198,N
2295,N
388,N
6306,N
6124,N
5940,N
1454,N
7083,N
2988,N
4616,N
6567,N
7804,N
1191,N
702,N
2082,N
4516,N
2389,N
8388,N
5024,N
6629,N
4901,N
7800,N
8166,N
6329,N
1923,N
9011,N
854,N
5827,N
1007,N
5277,N
3881,N
4512,N
3259,N
943,N
3168,N
4367,N
3914,N
6501,N
5146,N
6001,N
378,N
6251,Y
4777,N
6847,N
2446,N
1242,N
4389,N
8061,N
1417,N
4611,N
665,N
7052,N
6576,N
2189,N
6897,N
4959,N
7796,N
2877,N
6191,N
8122,N
957,N
5764,N
4257,N
2264,N
4026,N
5314,N
4985,N
7832,N
8784,N
7721,N
8326,N
44,N
1200,N
4997,N
2907,N
8750,N
7727,N
7001,Y
7634,N
1484,N
7200,N
4511,N
1164,N
4149,N
7010,N
5381,N
6630,N
4368,N
2483,N
3560,N
5387,N
4445,N
6477,N
6540,N
7954,N
5491,N
888,N
2637,N
9185,N
3164,N
8953,N
1344,N
5930,N
6377,N
3007,N
7789,N
6233,N
8081,N
8692,N
6033,N
2114,N
7022,N
7390,N
4529,N
2518,Y
2523,N
8250,N
1689,N
8357,N
4022,Y
1424,N
1304,N
8446,N
8731,N
8932,N
4399,N
2724,N
1637,N
8125,N
8244,N
6479,N
1051,N
5179,N
5692,N
37,N
8737,N
4551,N
9083,N
7557,N
8006,N
1153,N
2215,N
4979,N
212,Y
7966,N
1361,N
90,N
5526,N
3040,N
3046,N
6721,N
9006,N
2956,N
3935,N
7598,N
592,N
952,Y
8386,N
2580,N
6122,N
1700,N
2829,N
7350,N
5981,N
7476,N
1816,N
7669,N
5843,N
1588,N
7500,N
8066,N
1249,N
8654,N
6969,N
2377,N
8092,N
733,N
298,N
767,N
5787,N
3902,N
1062,N
4590,N
4550,N
620,N
8449,N
4869,N
3307,Y
6664,N
2261,N
7965,N
4967,N
3533,N
6176,N
7246,N
3355,N
5279,N
1905,N
4569,N
6369,N
809,N
875,N
2589,Y
3931,N
6322,N
6350,N
1938,N
2912,N
5054,N
3444,N
1337,N
3071,N
3455,N
916,N
6782,N
6081,N
5418,N
4670,N
5769,N
269,N
8633,N
3652,N
4128,N
5861,N
2529,N
2060,N
9079,N
8360,N
9118,N
3198,N
6669,N
266,N
360,N
7588,N
488,N
2844,N
8027,N
5097,N
684,N
12,N
1267,N
2763,N
4239,N
3004,N
3180,N
5252,N
7278,N
