,inducted
7994,N
6747,N
2858,N
609,N
2602,N
8471,N
1360,N
3576,N
7887,Y
1769,N
2449,N
2354,N
1087,N
4499,N
8331,Y
8261,N
151,N
3246,N
5934,N
971,N
5823,N
7838,N
1647,N
925,N
6544,N
1359,N
8374,N
933,N
1898,N
3472,N
213,N
7475,N
2997,N
6384,N
8974,N
7765,N
1265,N
8875,N
8334,N
5775,N
915,Y
8581,N
1800,N
6914,N
2244,N
7281,N
2302,N
3025,N
2992,N
5179,N
6155,N
5870,N
119,N
2383,N
2518,Y
1252,N
2776,N
3252,N
2935,N
4457,N
5116,N
8703,N
8217,N
4269,N
2330,N
1142,N
2547,N
2969,N
5117,N
3395,N
3629,N
3874,N
130,Y
8865,N
8301,N
3482,N
6238,N
1396,Y
2573,N
2856,N
8403,N
9092,N
5538,N
8817,N
9205,N
83,N
7374,N
4874,N
3103,N
2309,Y
2588,N
7398,N
8121,N
708,N
8954,N
2667,Y
616,N
533,N
8921,N
584,N
37,N
664,N
7615,N
5865,N
1962,N
786,N
2063,N
1148,N
6086,N
4995,N
3054,N
3788,N
4493,N
5205,N
1015,N
5240,N
3779,N
8137,N
2734,N
7806,N
6986,N
4366,N
9111,N
4974,N
3390,N
6626,N
5159,N
3369,N
1257,N
6182,N
6713,N
6486,Y
723,N
3336,N
5043,N
2788,N
8715,N
2062,N
6691,N
8485,N
9118,N
3238,N
5453,N
7171,N
3293,N
6461,N
3989,N
5267,N
2509,N
7577,N
5987,N
4526,N
3814,N
8888,N
1772,N
6157,N
5918,N
7961,N
8478,N
866,N
4524,N
3684,N
2919,N
96,N
1323,N
1734,N
1768,N
3896,N
6413,N
7958,N
3421,N
3718,N
3463,N
6037,N
6050,N
6328,N
4285,Y
8205,N
5432,N
8145,N
2229,N
6496,N
4546,N
5319,N
3003,N
4671,N
7394,N
4300,N
1489,N
3041,N
1787,N
7928,N
6602,N
1851,N
1001,N
2350,N
2000,N
2175,N
7104,N
8983,N
3908,N
4050,N
1081,N
5857,N
6506,N
5009,N
4768,N
6296,N
6064,N
2267,N
1671,N
25,N
4275,N
8195,N
4158,N
8470,N
6700,N
1801,N
2520,Y
8840,N
3614,N
3945,N
4489,N
4752,N
6047,N
5951,N
1834,N
7527,N
2333,N
8570,N
2960,N
1198,N
5757,N
8156,N
3637,N
4855,N
7569,N
6105,N
5742,N
7376,N
453,N
4983,N
2327,N
4153,N
3020,N
4054,N
8297,N
1390,N
8132,N
8708,N
6287,N
8754,N
2342,N
8909,N
8615,N
421,N
3172,N
3552,N
8398,N
7107,N
4417,N
8166,N
7642,N
2375,N
7168,N
4730,N
5698,N
2989,N
4024,N
2921,N
8766,N
4163,N
7227,N
2792,N
5558,N
6595,N
8428,N
7174,N
1969,N
8285,N
359,N
7223,N
1316,N
8797,N
5249,N
342,N
3500,N
8172,N
2719,N
7121,N
7985,N
7270,N
7926,N
4097,N
1764,N
7093,N
936,N
2873,N
1802,N
191,N
1816,N
4597,N
635,N
8623,N
1039,N
9031,N
7986,N
1711,N
9199,N
8794,N
6321,N
1664,N
1408,N
4774,N
88,N
6823,N
3535,N
8767,N
8988,N
1283,N
1000,N
8586,N
6340,N
6044,N
5430,N
8101,N
4091,N
6792,N
4234,N
3497,N
1722,N
2564,N
1303,N
7510,N
4588,N
7290,N
5335,N
1460,N
8724,N
7881,N
3653,N
3408,N
6636,N
6936,N
682,N
6706,N
9132,N
6219,N
5048,N
4552,N
6794,N
5565,N
3738,N
9117,N
2756,N
5194,N
2676,N
1531,N
770,N
2764,N
5195,N
3547,N
6201,N
40,N
7352,Y
5487,N
7056,N
2098,N
1610,N
9071,N
7496,N
5367,N
8686,N
4638,N
5289,N
3288,N
3623,N
1723,N
9007,N
6725,N
7680,N
136,N
3151,Y
506,N
8451,N
509,N
3161,N
1520,N
474,N
29,N
5673,N
4685,N
6142,N
4555,N
2005,N
8565,N
3720,N
8986,N
5981,N
4529,N
6073,N
3291,N
5975,N
7514,N
8080,N
536,N
7072,N
6756,N
9114,N
6987,N
2217,N
5998,N
8569,N
908,N
2846,N
1366,N
1410,N
5163,N
2223,N
4252,N
3305,N
1752,N
5860,N
1269,N
7237,N
8455,N
6107,N
5727,N
8150,N
6765,N
2497,N
4386,N
757,N
5451,N
4479,N
4620,N
6347,N
7472,N
3879,N
3705,N
8083,N
8118,N
3599,N
5253,N
413,N
753,N
6286,N
3136,N
7603,N
5777,N
5650,N
7799,N
6552,N
1990,N
965,N
4976,N
4851,N
2059,N
3276,N
8190,N
552,N
3967,N
758,N
2951,N
2623,N
3761,N
2225,N
6196,N
7490,N
1615,N
8681,N
7395,N
7991,N
6206,N
3551,N
2642,N
4788,N
7477,N
3284,N
384,N
4159,N
8948,N
3280,N
9138,N
2159,N
7102,N
7779,N
4594,N
6156,N
5642,N
5723,N
2028,Y
4831,N
2211,N
8918,N
165,N
4124,N
4066,N
8838,N
3464,N
5784,N
8727,N
137,N
4760,N
6280,N
2256,N
4830,N
4537,N
6456,N
2907,N
63,N
1152,N
3616,N
6788,N
8941,N
8762,N
5395,N
4331,N
3285,N
1380,N
6264,N
8234,N
5755,N
899,N
1292,N
3819,N
3355,N
8614,N
8399,N
4130,N
2068,N
7953,N
2978,N
658,N
2914,N
6290,N
5783,N
7006,N
1792,N
3377,N
7301,N
1685,N
1154,N
1708,N
6391,N
2364,N
6160,N
3564,N
5702,N
8663,N
5915,N
4044,N
8821,N
4207,N
1860,N
4461,N
3671,N
380,N
7336,N
8014,N
164,N
1444,N
1488,N
6972,N
5165,N
7515,N
817,N
1098,N
7133,N
4542,N
9193,N
5747,N
9065,N
2519,N
9040,N
4115,N
6994,N
7940,N
3337,N
4609,N
1727,N
7119,N
4315,N
4099,N
8897,N
7780,N
7703,N
4756,N
2123,N
4177,N
5133,N
23,N
3914,N
1791,N
5333,N
5086,N
554,N
8046,N
183,N
2539,N
1589,N
3040,N
3702,N
3488,N
1617,N
5227,N
9105,N
4692,N
881,N
5132,N
2702,N
7993,N
4888,N
8745,N
5102,N
4406,N
911,N
6334,N
5898,N
16,N
3416,N
4848,N
6559,N
6518,N
3990,N
1682,N
8474,N
4242,N
1090,N
3642,N
2954,N
2970,N
8915,N
116,N
5547,N
7345,N
2320,N
648,N
249,N
1637,N
4236,N
2803,N
1055,N
2514,N
1233,N
8809,N
7485,N
3036,N
8758,N
3249,N
2210,N
6861,Y
4719,N
5452,N
6308,N
105,N
2592,N
74,N
7952,N
6398,N
2038,N
250,N
8488,N
9099,N
5060,N
460,N
1909,N
727,N
2816,N
8144,N
4407,N
6705,N
5366,N
4362,N
162,N
6762,N
6243,N
6487,N
7266,N
2473,N
7782,N
3548,N
846,N
5928,N
8599,N
6279,N
7447,N
3082,N
999,N
1170,N
1986,N
4503,N
7540,N
3594,N
9180,N
353,N
8717,N
1755,N
8411,N
778,N
4884,N
2222,N
1793,N
2013,N
3830,N
8117,N
8871,N
9198,N
1865,N
5329,N
9190,N
3947,N
5212,N
1310,N
5362,N
3204,N
1641,Y
5197,N
7702,Y
5201,N
802,N
2589,Y
7213,N
5977,N
4400,N
6814,N
8894,N
1174,N
7542,Y
1674,N
4314,N
8819,N
8169,N
4272,N
4325,N
5064,N
1118,N
1437,N
8010,N
8464,N
1454,N
6447,N
2949,Y
4433,N
8808,N
2204,N
4581,N
3511,N
7710,N
5314,N
4330,Y
7384,N
2554,N
654,N
1579,N
5595,N
2682,N
1177,N
4035,N
6793,N
8007,N
8910,N
8853,Y
6610,N
7880,N
5634,N
5121,N
7688,N
7594,N
6607,N
4160,N
6965,N
773,N
1951,N
1362,N
8015,N
235,N
236,N
6822,N
3726,N
226,N
8021,N
963,N
4658,N
128,N
4156,N
761,N
8222,N
1588,N
8501,N
5596,N
185,N
7566,N
4723,N
7058,Y
6067,N
2075,N
2376,N
8108,N
7285,N
8520,N
1204,N
81,N
4583,N
8208,N
5861,N
6752,N
1382,N
7300,N
2187,N
6422,N
1540,N
5771,N
5338,N
8380,N
3882,N
6108,N
3875,N
343,N
3680,N
1580,N
6436,N
2717,N
7055,N
2968,N
7663,N
6246,N
2158,Y
6039,N
3834,N
2990,N
2127,N
7304,N
2668,N
7131,N
5620,N
3746,N
2470,N
3966,N
3286,N
8157,N
6291,N
4958,N
424,N
8961,N
935,N
1728,N
2485,N
2274,N
5668,N
1334,N
4988,N
696,N
7660,N
9021,N
5053,N
1091,Y
6844,N
9113,N
582,N
7813,N
8114,N
8532,N
563,N
6583,N
5749,N
8280,N
3888,N
1537,N
742,N
4849,N
737,N
2812,N
4718,N
4802,N
558,N
1760,N
3587,N
6693,N
