,playerID,num_seasons,G,AB,Runs,Hits,Doubles,Triples,HR,RBI,SB,BB,SO,nameFirst,nameLast,weight,height,bats,throws,pos,category,AVG,OBP,SLG
7513,segurje01,6,901,3559,484,1020,154,36,64,316.0,171.0,184,523.0,Jean,Segura,205.0,70.0,R,R,SS,N,0.286597358808654,0.321667111942292,0.40404608035965206
476,battsma01,9,546,1605,163,432,95,11,26,220.0,6.0,143,163.0,Matt,Batts,200.0,71.0,R,R,C,N,0.269158878504673,0.328947368421053,0.39065420560747705
5845,mossle01,12,824,2234,210,552,75,4,63,276.0,1.0,282,316.0,Les,Moss,205.0,71.0,R,R,C,N,0.24709042076991897,0.33147853736089,0.36884512085944504
5239,matheed01,16,2391,8537,1509,2315,354,72,512,1453.0,68.0,1444,1487.0,Eddie,Mathews,190.0,73.0,L,R,3B,Player,0.271172543047909,0.376615569582206,0.509429541993675
5555,merceor01,13,1391,3998,564,1108,229,28,103,585.0,57.0,487,661.0,Orlando,Merced,180.0,72.0,B,R,OF,N,0.277138569284642,0.355629877369008,0.425712856428214
7270,saboch01,8,911,3354,494,898,214,17,116,426.0,120.0,274,460.0,Chris,Sabo,185.0,71.0,R,R,3B,N,0.267740011926058,0.32304299889746396,0.44543828264758506
3635,henlibu01,10,740,2101,258,611,96,21,40,268.0,18.0,192,156.0,Butch,Henline,175.0,70.0,R,R,C,N,0.29081389814374103,0.35019624945486305,0.413612565445026
2949,gehrilo01,16,2164,8001,1888,2721,534,163,493,1995.0,102.0,1508,790.0,Lou,Gehrig,200.0,72.0,L,L,1B,Player,0.340082489688789,0.444736565359133,0.6324209473815771
8045,stonejo01,10,1200,4494,739,1391,268,105,77,707.0,45.0,463,352.0,John,Stone,178.0,73.0,L,R,OF,N,0.30952380952381,0.374016542263466,0.46728971962616794
4666,larkiba01,18,2180,7937,1329,2340,441,76,198,960.0,379.0,939,817.0,Barry,Larkin,185.0,72.0,R,R,SS,Player,0.29482172105329496,0.369423163587201,0.444374448784175
1675,connoro01,17,1998,7797,1620,2467,441,233,138,1323.0,,1002,455.0,Roger,Connor,220.0,75.0,B,L,1B,Player,0.31640374503014,0.39424934651665,0.485827882518918
2181,dilonmi01,11,800,2000,314,530,67,25,6,129.0,267.0,142,197.0,Miguel,Dilone,160.0,72.0,B,R,OF,N,0.265,0.313725490196078,0.3325
4369,kendafr01,11,877,2576,170,603,86,11,31,244.0,5.0,189,240.0,Fred,Kendall,185.0,73.0,R,R,C,N,0.234083850931677,0.28643761301989196,0.31211180124223603
881,bragggl01,6,692,2336,308,601,102,16,70,321.0,58.0,211,472.0,Glenn,Braggs,210.0,75.0,R,R,OF,N,0.257277397260274,0.318806438947782,0.404537671232877
6932,reynoha01,11,1374,4782,640,1233,230,53,21,353.0,250.0,480,417.0,Harold,Reynolds,165.0,71.0,B,R,2B,N,0.257841907151819,0.325541619156214,0.341279799247177
2803,frymatr01,12,1698,6481,895,1776,345,40,223,1022.0,72.0,602,1369.0,Travis,Fryman,180.0,73.0,R,R,3B,N,0.27403178521833,0.33573344627982504,0.44283289615800003
1881,cuddymi01,14,1536,5488,809,1522,333,42,197,794.0,75.0,527,1101.0,Michael,Cuddyer,220.0,74.0,R,R,1B,N,0.27733236151603496,0.34064837905236894,0.46100583090379
5711,molitpa01,20,2683,10835,1782,3319,605,114,234,1307.0,504.0,1094,1244.0,Paul,Molitor,185.0,72.0,R,R,3B,Player,0.30632210429164697,0.36993880459384704,0.44799261652053496
3331,guzmacr01,11,1406,5382,727,1459,238,89,62,467.0,125.0,265,783.0,Cristian,Guzman,180.0,72.0,B,R,SS,N,0.271088814567075,0.3052948468213211,0.382943143812709
314,baileed01,13,1212,3581,432,915,128,15,155,540.0,17.0,545,577.0,Ed,Bailey,205.0,74.0,L,R,C,N,0.25551521921251,0.353853611245759,0.429488969561575
9102,wrighgl01,11,1119,4153,584,1219,203,76,94,723.0,38.0,209,407.0,Glenn,Wright,170.0,71.0,R,R,SS,N,0.293522754635203,0.32737276478679495,0.446905851191909
4184,johnsti01,6,516,1269,116,283,27,13,0,84.0,18.0,88,231.0,Tim,Johnson,170.0,73.0,L,R,SS,N,0.22301024428684,0.273397199705232,0.264775413711584
5255,matthga02,11,1281,4103,612,1056,225,29,108,484.0,95.0,454,849.0,Gary,Matthews,200.0,75.0,B,R,OF,N,0.257372654155496,0.33135834979153006,0.405313185474043
8132,sundbji01,15,1962,6021,621,1493,243,36,95,624.0,20.0,699,963.0,Jim,Sundberg,190.0,72.0,R,R,C,N,0.24796545424348101,0.32619047619047603,0.347616674970935
4031,izturce01,12,1310,4350,441,1103,177,34,17,312.0,110.0,226,431.0,Cesar,Izturis,180.0,69.0,B,R,SS,N,0.253563218390805,0.29042832167832205,0.32160919540229904
7585,sheanda01,13,630,2167,225,495,59,23,6,166.0,66.0,155,188.0,Dave,Shean,175.0,71.0,R,R,2B,N,0.22842639593908604,0.279931093884582,0.28518689432395
6160,oconnja01,23,1452,5383,714,1418,201,66,19,738.0,219.0,302,,Jack,O'Connor,170.0,70.0,R,R,C,N,0.26342188370797,0.302550571679859,0.335872190228497
7448,schoojo01,5,681,2484,322,640,130,2,110,333.0,7.0,98,597.0,Jonathan,Schoop,225.0,73.0,R,R,2B,N,0.25764895330112697,0.2858249419055,0.444444444444444
8752,warnejo01,13,1074,3497,348,870,81,35,6,302.0,83.0,181,248.0,Jack,Warner,165.0,71.0,L,R,C,N,0.248784672576494,0.28575312669929304,0.297111810122963
2667,flickel01,12,1483,5597,950,1752,268,164,48,756.0,330.0,597,567.0,Elmer,Flick,168.0,69.0,L,R,OF,Player,0.313024834732893,0.37923797223119105,0.445238520636055
2369,dykstle01,11,1278,4559,802,1298,281,43,81,404.0,285.0,640,503.0,Lenny,Dykstra,160.0,70.0,L,L,OF,N,0.284711559552533,0.37276399307559105,0.418512831761351
7224,rudijo01,15,1547,5556,684,1468,287,39,179,810.0,25.0,369,870.0,Joe,Rudi,200.0,74.0,R,R,OF,N,0.264218862491001,0.31004219409282696,0.42656587473002205
2647,flackma01,11,1411,5252,783,1461,212,72,35,391.0,200.0,474,253.0,Max,Flack,148.0,67.0,L,L,OF,N,0.278179741051028,0.337932238910234,0.3659558263518661
8790,webstle01,11,587,1450,157,368,73,2,33,176.0,1.0,140,209.0,Lenny,Webster,185.0,69.0,R,R,C,N,0.253793103448276,0.319496855345912,0.37517241379310295
7399,schalra01,17,1762,5306,579,1345,199,49,11,594.0,177.0,638,,Ray,Schalk,165.0,69.0,R,R,C,Player,0.253486618921975,0.333613728129206,0.315680361854504
1296,carrach01,9,1325,4644,568,1199,172,25,55,474.0,31.0,491,467.0,Chico,Carrasquel,170.0,72.0,R,R,SS,N,0.258182601205857,0.329113924050633,0.34151593453919
3876,hotalpe01,9,840,3492,590,931,148,63,9,371.0,,224,,Pete,Hotaling,166.0,68.0,L,R,OF,N,0.266609392898053,0.31081808396124894,0.352806414662085
6110,northji01,11,1392,4692,603,1254,218,42,153,610.0,39.0,449,635.0,Jim,Northrup,190.0,75.0,L,R,OF,N,0.26726342710997397,0.33125851001750606,0.4294543904518329
213,anthoer01,8,682,1999,249,462,81,8,78,269.0,24.0,217,491.0,Eric,Anthony,195.0,74.0,L,L,OF,N,0.23111555777888898,0.30640794223826695,0.3966983491745871
7091,rodrial01,22,2784,10566,2021,3115,548,31,696,2086.0,329.0,1338,2287.0,Alex,Rodriguez,230.0,75.0,R,R,SS,N,0.294813552905546,0.37407594086021506,0.5501608934317621
8936,willibe02,15,2076,7869,1366,2336,449,55,287,1257.0,147.0,1069,1212.0,Bernie,Williams,180.0,74.0,B,R,OF,N,0.296861100521032,0.380957708659655,0.477316050324056
8946,williea02,7,889,3058,361,756,115,6,138,457.0,2.0,298,574.0,Earl,Williams,215.0,75.0,R,R,1B,N,0.24722040549378702,0.314064362336114,0.424133420536298
3151,gordojo01,12,1566,5707,914,1530,264,52,253,975.0,89.0,759,702.0,Joe,Gordon,180.0,70.0,R,R,2B,Player,0.26809181706676005,0.3540055675842871,0.465568599964955
2131,devliar01,9,1313,4412,603,1185,164,57,10,505.0,285.0,576,345.0,Art,Devlin,175.0,72.0,R,R,3B,N,0.268585675430644,0.353047313552526,0.33839528558476895
5818,morriji01,11,1089,3375,371,876,170,16,112,435.0,50.0,213,521.0,Jim,Morrison,175.0,71.0,R,R,3B,N,0.25955555555555604,0.30351170568561897,0.418962962962963
524,becklja01,19,2392,9551,1603,2938,473,244,87,1581.0,315.0,616,526.0,Jake,Beckley,200.0,70.0,L,L,1B,Player,0.307611768401215,0.349562309432478,0.435556486231808
7070,robinfr02,20,2808,10006,1829,2943,528,72,586,1812.0,204.0,1420,1532.0,Frank,Robinson,183.0,73.0,R,R,OF,Player,0.294123525884469,0.381848415893576,0.5369778133120129
3253,grichbo01,16,2008,6890,1033,1833,320,47,224,864.0,104.0,1087,1278.0,Bobby,Grich,180.0,74.0,R,R,2B,N,0.266037735849057,0.36605240065187394,0.42365747460087105
3024,gillepe01,7,714,2927,450,809,108,45,10,351.0,,106,218.0,Patrick,Gillespie,178.0,73.0,L,R,OF,N,0.27639221045439,0.301681503461919,0.354287666552784
6004,neisbe01,7,677,1825,297,496,84,18,25,210.0,46.0,201,186.0,Bernie,Neis,160.0,67.0,B,R,OF,N,0.271780821917808,0.344027640671273,0.37863013698630105
2997,gilbe01,10,604,1610,158,381,75,12,32,171.0,24.0,102,448.0,Benji,Gil,210.0,74.0,R,R,SS,N,0.23664596273291896,0.28212616822429903,0.35776397515528
8627,vinafe01,11,1148,4240,627,1196,194,49,40,343.0,116.0,288,292.0,Fernando,Vina,170.0,69.0,L,R,2B,N,0.28207547169811303,0.32773851590106,0.37924528301886795
7875,sotoge01,12,797,2522,308,619,146,4,108,361.0,3.0,311,673.0,Geovany,Soto,225.0,73.0,R,R,C,N,0.245440126883426,0.32827391457818605,0.434972244250595
4803,lewisbu01,14,1349,5261,830,1563,249,93,71,607.0,83.0,573,303.0,Buddy,Lewis,175.0,73.0,L,R,3B,N,0.297091807641133,0.366129585190264,0.420262307546094
6900,rendoan01,5,770,2879,454,820,201,12,102,420.0,40.0,329,524.0,Anthony,Rendon,200.0,73.0,R,R,3B,N,0.284821118443904,0.35816708229426397,0.46926015977770097
1169,byrnebo01,10,1283,4831,667,1225,186,60,10,329.0,176.0,456,401.0,Bobby,Byrne,145.0,67.0,R,R,3B,N,0.25357068929828197,0.31794968791375106,0.323121506934382
2433,ellisma01,12,1435,5117,690,1343,257,25,105,550.0,82.0,438,801.0,Mark,Ellis,190.0,70.0,R,R,2B,N,0.26245847176079695,0.320612061206121,0.38401407074457705
219,applilu01,20,2422,8856,1319,2749,440,102,45,1116.0,179.0,1302,528.0,Luke,Appling,183.0,70.0,R,R,SS,Player,0.310411020776874,0.398798976176413,0.398373983739837
1053,bucheji01,11,554,1792,242,474,66,19,17,193.0,19.0,91,113.0,Jim,Bucher,170.0,71.0,L,R,2B,N,0.264508928571429,0.30005310674455704,0.35100446428571397
2518,eversjo01,27,1784,6137,919,1659,216,70,12,538.0,324.0,778,293.0,Johnny,Evers,125.0,69.0,L,R,2B,Player,0.27032752159035395,0.352422270426609,0.334202379012547
3395,hallme01,15,1276,4237,568,1171,229,25,134,620.0,31.0,267,575.0,Mel,Hall,185.0,72.0,L,L,OF,N,0.27637479348595695,0.319271758436945,0.43710172291715793
2774,freemfr01,8,1188,4356,685,1275,285,20,189,684.0,37.0,559,1041.0,Freddie,Freeman,220.0,77.0,L,R,1B,N,0.292699724517906,0.373143438453713,0.497474747474747
5944,muserto01,9,663,1268,123,329,41,9,7,117.0,14.0,95,138.0,Tony,Muser,180.0,74.0,L,L,1B,N,0.259463722397476,0.311078503301541,0.322555205047319
7360,sassema01,8,534,1189,103,317,69,7,16,156.0,1.0,55,104.0,Mackey,Sasser,190.0,73.0,L,R,C,N,0.266610597140454,0.29903536977491996,0.37678721614802396
1182,cabreor01,14,1985,7562,985,2055,459,32,123,854.0,216.0,514,745.0,Orlando,Cabrera,195.0,70.0,R,R,SS,N,0.271753504363925,0.318103021297672,0.389711716477122
8635,virgioz02,10,739,2258,258,549,84,6,98,307.0,4.0,248,453.0,Ozzie,Virgil,180.0,73.0,R,R,C,N,0.24313551815766202,0.31803671189146,0.41585473870682
7095,rodriel01,8,775,2173,220,533,76,6,16,203.0,17.0,332,291.0,Ellie,Rodriguez,185.0,71.0,R,R,C,N,0.245283018867925,0.345309381237525,0.30786930510814503
8710,wallide01,17,1271,2945,372,799,142,30,49,380.0,44.0,308,316.0,Denny,Walling,180.0,72.0,L,R,OF,N,0.271307300509338,0.340301260375038,0.38981324278438
366,bankser01,18,2528,9421,1305,2583,407,90,512,1636.0,50.0,763,1236.0,Ernie,Banks,180.0,73.0,R,R,1B,Player,0.27417471605986604,0.32855459544383303,0.49952234370024395
7658,sievero01,16,1887,6387,945,1703,292,42,318,1147.0,14.0,841,920.0,Roy,Sievers,195.0,73.0,R,R,1B,N,0.266635353060905,0.351964582180409,0.4748708313762329
9140,youngba01,12,728,2403,320,656,121,17,79,415.0,9.0,274,161.0,Babe,Young,185.0,74.0,L,L,1B,N,0.272992093216812,0.347403810235338,0.4361215147732
5865,muelldo01,11,1245,4364,499,1292,139,37,65,520.0,11.0,167,146.0,Don,Mueller,185.0,72.0,L,R,OF,N,0.296058661778185,0.32200397263297303,0.38955087076077
2981,giambja01,19,2260,7267,1227,2010,405,9,440,1441.0,20.0,1366,1572.0,Jason,Giambi,240.0,75.0,L,R,1B,N,0.276592816843264,0.391057569790339,0.5164441998073479
681,bishoma01,11,1338,4494,966,1216,236,35,41,379.0,43.0,1153,452.0,Max,Bishop,165.0,68.0,L,R,2B,N,0.270582999554962,0.419514786612361,0.366043613707165
7498,seageky01,7,1155,4362,542,1124,249,12,175,603.0,45.0,398,840.0,Kyle,Seager,210.0,72.0,L,R,3B,N,0.257679963319578,0.319747899159664,0.440623567171022
5024,mackape01,8,548,1570,161,355,63,12,30,141.0,27.0,76,290.0,Pete,Mackanin,190.0,74.0,R,R,3B,N,0.226114649681529,0.261846901579587,0.33885350318471297
1759,coughbi01,9,1049,3854,481,972,133,39,15,380.0,159.0,203,400.0,Bill,Coughlin,140.0,69.0,R,R,3B,N,0.252205500778412,0.28962287404486103,0.318629994810586
6192,oldriru01,13,1239,4690,616,1268,205,76,27,471.0,197.0,206,,Rube,Oldring,186.0,70.0,R,R,OF,N,0.270362473347548,0.301062091503268,0.36375266524520294
4482,knoblch01,11,1632,6366,1132,1839,322,64,98,615.0,407.0,804,730.0,Chuck,Knoblauch,175.0,69.0,R,R,2B,N,0.28887841658812397,0.368619246861925,0.40574929311969804
6027,nevinph01,11,1217,4188,584,1131,209,6,208,743.0,18.0,449,1019.0,Phil,Nevin,180.0,74.0,R,R,1B,N,0.270057306590258,0.3407375458270431,0.471824259789876
7866,sommejo01,10,920,3675,617,911,109,42,11,,,238,,Joe,Sommer,165.0,71.0,R,R,OF,N,0.247891156462585,0.293636595962177,0.30938775510204103
928,bridgro01,10,919,2272,245,562,80,11,16,187.0,10.0,205,229.0,Rocky,Bridges,170.0,68.0,R,R,SS,N,0.247359154929577,0.30964876867178004,0.313380281690141
4330,kellejo01,17,1853,7006,1421,2220,358,194,65,1194.0,443.0,911,430.0,Joe,Kelley,190.0,71.0,R,R,OF,Player,0.31687125321153303,0.39547808513325805,0.451184698829575
2812,fullesh01,8,964,3678,651,863,96,43,6,349.0,260.0,444,,Shorty,Fuller,157.0,66.0,R,R,SS,N,0.23463839042958104,0.31707908782144606,0.28901576943991303
6214,olsoniv01,13,1574,6111,730,1575,191,69,13,446.0,156.0,285,,Ivy,Olson,175.0,70.0,R,R,SS,N,0.257731958762887,0.29080675422138796,0.317951235477009
5659,millewa02,8,769,2244,322,623,79,35,8,221.0,128.0,318,244.0,Ward,Miller,177.0,71.0,L,R,OF,N,0.277629233511586,0.367291178766589,0.354723707664884
9005,wilsoha01,11,1348,4760,884,1461,266,67,244,1063.0,52.0,674,713.0,Hack,Wilson,190.0,66.0,R,R,OF,Player,0.30693277310924394,0.39289657710710296,0.544747899159664
2112,derosma01,15,1241,3633,538,975,196,12,100,494.0,23.0,358,707.0,Mark,DeRosa,215.0,73.0,R,R,2B,N,0.268373245251858,0.33400150338261103,0.411505642719516
8529,vailmi01,9,665,1604,146,447,71,11,34,219.0,3.0,81,317.0,Mike,Vail,180.0,73.0,R,R,OF,N,0.278678304239401,0.313353115727003,0.400249376558603
8985,wilmowa01,10,962,3988,727,1100,152,92,58,594.0,383.0,350,233.0,Walt,Wilmot,165.0,69.0,B,R,OF,N,0.27582748244734195,0.334255417242969,0.403711133400201
521,beckfr02,6,635,2130,191,536,78,27,33,251.0,31.0,122,233.0,Fred,Beck,180.0,73.0,L,L,1B,N,0.251643192488263,0.29218472468916495,0.36009389671361497
571,bemisha01,8,704,2229,214,569,92,29,5,234.0,49.0,79,263.0,Harry,Bemis,155.0,66.0,R,R,C,N,0.255271422162405,0.280762564991335,0.32929564827276797
4391,kerinjo01,6,557,2227,392,561,72,51,20,,,165,,John,Kerins,177.0,70.0,R,R,C,N,0.25190839694656497,0.30351170568561897,0.356982487651549
2808,fukudko01,4,596,1929,264,498,111,13,42,195.0,29.0,307,402.0,Kosuke,Fukudome,200.0,72.0,L,R,OF,N,0.258164852255054,0.36001788908765703,0.394504924831519
58,aguaylu01,9,568,1104,142,260,43,10,37,109.0,7.0,94,220.0,Luis,Aguayo,173.0,69.0,R,R,SS,N,0.23550724637681197,0.295492487479132,0.393115942028986
4342,kellydo01,9,585,1098,148,252,28,9,23,98.0,16.0,92,171.0,Don,Kelly,215.0,76.0,L,R,1B,N,0.22950819672131098,0.28907563025210103,0.334244080145719
2183,dimagjo01,15,1736,6821,1390,2214,389,131,361,1537.0,30.0,790,369.0,Joe,DiMaggio,193.0,74.0,R,R,OF,Player,0.324585837853687,0.394691893312311,0.5788007623515611
2972,gerutjo01,7,574,1804,246,472,107,13,59,226.0,30.0,159,261.0,Jody,Gerut,190.0,72.0,L,L,OF,N,0.261640798226164,0.32144676515537396,0.43348115299334794
2455,englecl01,7,836,2822,373,748,101,39,12,318.0,128.0,271,,Clyde,Engle,190.0,70.0,R,R,OF,N,0.265060240963855,0.32945360491432296,0.34124734231041803
9136,yosted01,18,2109,7346,1215,1863,337,56,139,683.0,72.0,1614,920.0,Eddie,Yost,170.0,70.0,R,R,3B,N,0.253607405390689,0.38805803571428604,0.371494690988293
2652,flahery01,6,533,1303,148,281,50,5,37,141.0,10.0,112,353.0,Ryan,Flaherty,220.0,75.0,L,R,2B,N,0.21565617805065196,0.27773851590105997,0.34689178818112
7702,sislege01,15,2055,8267,1284,2812,425,164,102,1175.0,375.0,472,327.0,George,Sisler,170.0,71.0,L,L,1B,Player,0.34014757469456897,0.375786703284129,0.46824724809483503
8770,wathajo01,9,860,2505,305,656,90,25,21,261.0,105.0,199,265.0,John,Wathan,205.0,74.0,R,R,1B,N,0.26187624750499,0.31619822485207105,0.34291417165668703
4632,lampkto01,14,777,1796,224,422,78,8,56,236.0,23.0,193,286.0,Tom,Lampkin,180.0,71.0,L,R,C,N,0.23496659242761703,0.30920060331825,0.380846325167038
1468,chrisma01,11,911,3081,294,781,113,23,19,348.0,17.0,219,179.0,Mark,Christman,175.0,71.0,R,R,3B,N,0.25348912690684805,0.303030303030303,0.32359623498864004
8305,thomage01,14,685,1688,203,430,71,9,46,202.0,13.0,138,343.0,George,Thomas,190.0,75.0,R,R,OF,N,0.254739336492891,0.311062431544359,0.38921800947867297
7216,roystje01,15,1428,4208,552,1049,165,33,40,352.0,189.0,411,534.0,Jerry,Royster,165.0,72.0,R,R,3B,N,0.249287072243346,0.316085732842607,0.332699619771863
8432,traynpi01,17,1941,7559,1183,2416,371,164,58,1273.0,158.0,472,278.0,Pie,Traynor,170.0,72.0,R,R,3B,Player,0.31961899722185494,0.35960652471672294,0.435110464347136
7911,spilbry01,6,619,1561,222,424,86,12,42,218.0,31.0,172,328.0,Ryan,Spilborghs,200.0,73.0,R,R,OF,N,0.271620755925689,0.343912290825159,0.422805893657912
3558,hayesja02,13,1091,4040,494,1069,196,33,20,493.0,34.0,309,241.0,Jackie,Hayes,165.0,70.0,R,R,2B,N,0.26460396039604,0.31685444929868894,0.34430693069306895
2665,fletcel01,15,1415,4879,723,1323,228,58,79,616.0,32.0,851,495.0,Elbie,Fletcher,180.0,72.0,L,L,1B,N,0.27116212338594003,0.37940663176265293,0.390243902439024
193,andreed01,7,774,3233,602,830,117,26,12,278.0,,194,245.0,Ed,Andrews,160.0,68.0,R,R,OF,N,0.256727497680173,0.298803618325066,0.320136096504794
3696,hershmi01,10,1150,3572,398,900,150,22,26,344.0,74.0,319,311.0,Mike,Hershberger,175.0,70.0,R,R,OF,N,0.25195968645016803,0.31328707273194606,0.32810750279955203
5849,motama01,20,1536,3779,496,1149,125,52,31,438.0,50.0,289,320.0,Manny,Mota,160.0,70.0,R,R,OF,N,0.304048690129664,0.353490658800393,0.389256417041545
8143,suttoez01,17,1263,5360,994,1574,227,97,25,672.0,,169,182.0,Ezra,Sutton,153.0,68.0,R,R,3B,N,0.29365671641790997,0.315246880086815,0.386194029850746
3480,harrebu01,15,1533,4744,539,1120,136,45,7,267.0,127.0,633,653.0,Bud,Harrelson,160.0,71.0,B,R,SS,N,0.236087689713322,0.326018225776455,0.28815345699831396
9058,wolteha01,10,588,1907,286,514,69,42,12,167.0,95.0,268,,Harry,Wolter,175.0,70.0,L,R,OF,N,0.26953329837441004,0.35954022988505696,0.36864184583114795
6273,ortizju01,12,749,1894,142,484,71,4,5,186.0,8.0,121,222.0,Junior,Ortiz,174.0,71.0,R,R,C,N,0.255543822597677,0.30024813895781605,0.305174234424498
5788,morelmi01,8,1046,3408,429,857,182,7,147,501.0,10.0,318,811.0,Mitch,Moreland,230.0,74.0,L,L,1B,N,0.25146713615023497,0.315351583467526,0.438380281690141
7467,schumsk01,10,1149,3252,416,905,169,13,28,284.0,26.0,280,476.0,Skip,Schumaker,185.0,70.0,L,R,OF,N,0.278290282902829,0.335503963759909,0.364083640836408
1055,buckldi01,7,524,1833,213,449,72,14,26,216.0,25.0,98,188.0,Dick,Buckley,195.0,70.0,R,R,C,N,0.244953627932351,0.283272915587778,0.34206219312602304
3525,haselbi01,13,589,1606,185,416,94,3,47,210.0,9.0,114,300.0,Bill,Haselman,205.0,75.0,R,R,C,N,0.259028642590286,0.30813953488372103,0.409090909090909
1512,clarkfr01,21,2246,8584,1622,2678,361,220,67,1015.0,509.0,875,511.0,Fred,Clarke,165.0,70.0,L,R,OF,Player,0.31197576887232104,0.37562110159636297,0.428704566635601
3329,guttedo01,12,1151,4202,586,1075,200,64,39,391.0,95.0,309,444.0,Don,Gutteridge,165.0,70.0,R,R,3B,N,0.255830556877677,0.306805586344491,0.36173250832936704
2798,friscfr01,18,2311,9112,1532,2880,466,138,105,1244.0,419.0,728,272.0,Frankie,Frisch,165.0,71.0,B,R,2B,Player,0.316066725197542,0.3666666666666671,0.43206760316066706
7930,stahlla01,9,730,1721,167,400,58,19,36,163.0,22.0,142,357.0,Larry,Stahl,175.0,72.0,L,L,OF,N,0.232423009877978,0.29092860976918894,0.350958744915747
2395,edmonji01,17,2011,6858,1251,1949,437,25,393,1199.0,67.0,998,1729.0,Jim,Edmonds,190.0,73.0,L,L,OF,N,0.28419364246135903,0.375127291242363,0.527121609798775
1000,brownje01,9,982,3190,431,866,135,25,23,288.0,73.0,393,325.0,Jerry,Browne,140.0,70.0,B,R,2B,N,0.271473354231975,0.35138152386268495,0.351097178683386
3144,goodwi01,13,749,2364,324,609,84,44,9,187.0,104.0,190,347.0,Wilbur,Good,180.0,71.0,L,L,OF,N,0.25761421319797,0.312842599843383,0.34179357021996604
3667,hernaja01,8,618,1480,153,308,37,9,12,121.0,25.0,93,324.0,Jackie,Hernandez,165.0,71.0,R,R,SS,N,0.208108108108108,0.25492689129052803,0.269594594594595
9163,youngro01,9,1211,4627,812,1491,236,93,42,592.0,153.0,550,390.0,Ross,Youngs,162.0,68.0,L,R,OF,Player,0.322239031770045,0.394243770523469,0.440674303004106
7260,ryanja01,24,616,2192,245,476,69,29,4,189.0,32.0,85,,Jack,Ryan,165.0,70.0,R,R,C,N,0.21715328467153303,0.246376811594203,0.28056569343065696
5798,morgajo02,21,2649,9277,1650,2517,449,96,268,1133.0,689.0,1865,1015.0,Joe,Morgan,160.0,67.0,L,R,2B,Player,0.271316158240811,0.393286663076647,0.42707771909022296
915,bresnro01,18,1446,4481,682,1252,218,71,26,530.0,212.0,714,403.0,Roger,Bresnahan,200.0,69.0,R,R,C,Player,0.279401919214461,0.37844080846968203,0.37714795804507895
7797,smithoz01,18,2573,9396,1257,2460,402,69,28,793.0,580.0,1072,589.0,Ozzie,Smith,150.0,71.0,B,R,SS,Player,0.261813537675607,0.33740924722965193,0.32822477650063897
6294,ottme01,21,2730,9456,1859,2876,488,72,511,1860.0,89.0,1708,896.0,Mel,Ott,170.0,69.0,L,R,OF,Player,0.30414551607445,0.410605517735579,0.533100676818951
