,playerID,num_seasons,G,AB,Runs,Hits,Doubles,Triples,HR,RBI,SB,BB,SO,nameFirst,nameLast,weight,height,bats,throws,pos,category,AVG,OBP,SLG
4126,johnsal01,12,1322,4623,550,1331,180,33,78,525.0,113.0,244,626.0,Alex,Johnson,205.0,72.0,R,R,OF,N,0.287908284663638,0.323607972056708,0.391736967337227
0,aaronha01,22,3298,12364,2174,3771,624,98,755,2297.0,240.0,1402,1383.0,Hank,Aaron,180.0,72.0,R,R,OF,Player,0.304998382400518,0.37578090948714205,0.554513102555807
4026,isbelfr01,11,1119,4219,501,1056,158,62,13,455.0,253.0,190,352.0,Frank,Isbell,190.0,71.0,L,R,2B,N,0.250296278739038,0.282603765026083,0.326380658923916
8642,vizquom01,23,2968,10586,1445,2877,456,77,80,951.0,404.0,1028,1087.0,Omar,Vizquel,180.0,69.0,B,R,SS,N,0.271774041186473,0.33623213363182397,0.352068770073682
218,aparilu01,17,2601,10230,1335,2677,394,92,83,791.0,506.0,736,742.0,Luis,Aparicio,160.0,69.0,R,R,SS,Player,0.261681329423265,0.311234725515229,0.342521994134897
2088,demaejo01,10,1121,3441,322,813,114,23,49,281.0,15.0,168,511.0,Joe,DeMaestri,170.0,72.0,R,R,SS,N,0.23626852659110698,0.271820448877805,0.32548677709968
7481,scottev01,12,1654,5837,552,1455,208,58,20,551.0,69.0,243,282.0,Everett,Scott,148.0,68.0,R,R,SS,N,0.249271886242933,0.279276315789474,0.315059105704985
212,ansonca01,26,2524,10281,1999,3435,582,142,97,2075.0,,984,330.0,Cap,Anson,227.0,72.0,R,R,1B,Player,0.334111467756055,0.39227696404793605,0.446649158642155
2589,ferreri01,18,1884,6028,687,1692,324,45,28,734.0,29.0,931,277.0,Rick,Ferrell,160.0,70.0,R,R,C,Player,0.280690112806901,0.376921971547636,0.363304578633046
2090,demarfr02,12,1155,4144,578,1241,190,36,72,591.0,33.0,359,269.0,Frank,Demaree,185.0,71.0,R,R,OF,N,0.299469111969112,0.35531867643793,0.414816602316602
3921,hrbekke01,13,1747,6192,903,1749,312,18,293,1086.0,37.0,838,798.0,Kent,Hrbek,200.0,76.0,L,R,1B,N,0.282461240310078,0.367994310099573,0.48062015503876
1414,chancfr01,16,1288,4299,798,1274,200,79,20,596.0,403.0,556,320.0,Frank,Chance,190.0,72.0,R,R,1B,Player,0.296347987904164,0.37693099897013393,0.393579902302861
762,boggswa01,17,2440,9180,1513,3010,578,61,118,1014.0,24.0,1412,745.0,Wade,Boggs,190.0,74.0,L,R,3B,Player,0.327886710239651,0.41748489425981894,0.44270152505446597
1359,castipe01,7,545,1670,205,426,62,11,24,150.0,10.0,103,126.0,Pete,Castiglione,175.0,71.0,R,R,3B,N,0.255089820359281,0.29836435420191804,0.34850299401197604
7597,shelbjo01,10,1036,3090,389,739,128,24,70,313.0,98.0,182,671.0,John,Shelby,175.0,73.0,B,R,OF,N,0.23915857605177998,0.281479217603912,0.36407766990291296
7230,ruizca01,11,1137,3539,405,935,223,7,71,415.0,25.0,403,499.0,Carlos,Ruiz,215.0,70.0,R,R,C,N,0.264198926250353,0.339421613394216,0.39135348968635203
5564,mertesa01,10,1190,4405,695,1227,188,108,40,721.0,396.0,422,378.0,Sam,Mertes,185.0,70.0,R,R,OF,N,0.278547105561862,0.341620053863683,0.39750283768444894
8362,tinkejo01,14,1806,6441,774,1690,263,114,31,783.0,336.0,416,526.0,Joe,Tinker,175.0,69.0,R,R,SS,Player,0.262381617761217,0.30713139857080396,0.35305076851420597
1227,camparo01,9,1215,4205,627,1161,178,18,242,856.0,25.0,533,501.0,Roy,Campanella,190.0,69.0,R,R,C,Player,0.276099881093936,0.35753482482059906,0.499643281807372
5865,muelldo01,11,1245,4364,499,1292,139,37,65,520.0,11.0,167,146.0,Don,Mueller,185.0,72.0,L,R,OF,N,0.296058661778185,0.32200397263297303,0.38955087076077
3612,heltoto01,16,2247,7962,1401,2519,592,37,369,1406.0,37.0,1335,1175.0,Todd,Helton,220.0,74.0,L,L,1B,N,0.316377794523989,0.41454232548133796,0.5390605375533789
2435,ellisru01,3,555,1985,279,517,66,30,13,199.0,58.0,216,246.0,Rube,Ellis,170.0,72.0,L,L,OF,N,0.260453400503778,0.33303044070876897,0.343576826196474
9140,youngba01,12,728,2403,320,656,121,17,79,415.0,9.0,274,161.0,Babe,Young,185.0,74.0,L,L,1B,N,0.272992093216812,0.347403810235338,0.4361215147732
5355,mccovwi01,21,2588,8197,1229,2211,353,46,521,1555.0,26.0,1345,1550.0,Willie,McCovey,198.0,76.0,L,L,1B,Player,0.269732829083811,0.372668203730874,0.514700500182994
7579,shawtr01,3,506,1742,251,444,101,3,92,294.0,20.0,199,436.0,Travis,Shaw,230.0,76.0,L,R,1B,N,0.2548794489093,0.33127253992787203,0.474741676234214
2743,foxxji01,20,2317,8134,1751,2646,458,125,534,1922.0,87.0,1452,1311.0,Jimmie,Foxx,195.0,72.0,R,R,1B,Player,0.325301204819277,0.42749843521802594,0.6092943201376939
5945,musiast01,22,3026,10972,1949,3630,725,177,475,1951.0,78.0,1599,696.0,Stan,Musial,175.0,72.0,L,L,OF,Player,0.330842143638352,0.41595736218280205,0.559059423988334
5427,mcgwima01,15,1874,6187,1167,1626,252,6,583,1414.0,12.0,1317,1596.0,Mark,McGwire,215.0,77.0,R,R,1B,N,0.26280911588815303,0.39219083155650303,0.5881687409083559
4201,jonesch06,19,2499,8984,1619,2726,549,38,468,1623.0,150.0,1512,1409.0,Chipper,Jones,210.0,76.0,B,R,3B,Player,0.303428317008014,0.403772865853659,0.5292742653606409
8093,suareeu01,4,640,2242,319,591,100,9,98,327.0,23.0,238,605.0,Eugenio,Suarez,213.0,71.0,R,R,3B,N,0.263603925066905,0.33427419354838694,0.447368421052632
4162,johnslo01,9,677,2049,244,529,97,14,48,232.0,50.0,110,320.0,Lou,Johnson,170.0,71.0,R,R,OF,N,0.258174719375305,0.295970356646596,0.38945827232796504
4667,larkige01,6,758,2321,275,618,131,12,32,266.0,23.0,268,278.0,Gene,Larkin,195.0,75.0,B,R,1B,N,0.266264541146058,0.34221707222866,0.37440758293838894
1568,coangi01,10,918,2877,384,731,98,44,39,278.0,83.0,232,384.0,Gil,Coan,180.0,72.0,L,R,OF,N,0.254084115397984,0.309745899002895,0.359402155022593
7498,seageky01,7,1155,4362,542,1124,249,12,175,603.0,45.0,398,840.0,Kyle,Seager,210.0,72.0,L,R,3B,N,0.257679963319578,0.319747899159664,0.440623567171022
7711,skinnbo01,12,1381,4318,642,1198,197,58,103,531.0,67.0,485,646.0,Bob,Skinner,190.0,76.0,L,R,OF,N,0.27744326076887393,0.35040599625234203,0.421491431218157
4229,jonesru01,11,1331,4415,643,1103,215,38,147,579.0,143.0,534,817.0,Ruppert,Jones,170.0,70.0,L,L,OF,N,0.249830124575311,0.330773893715902,0.41562853907134795
5982,navada01,7,589,1701,224,452,103,2,29,206.0,10.0,196,387.0,Daniel,Nava,195.0,70.0,B,L,OF,N,0.265726043503821,0.341591987348445,0.37977660199882396
2470,erstada01,13,1654,6024,913,1697,316,33,124,699.0,179.0,475,939.0,Darin,Erstad,195.0,74.0,L,L,OF,N,0.281706507304117,0.3342052623480539,0.406872509960159
2275,doziebr01,6,1002,3885,609,954,211,21,172,511.0,102.0,426,863.0,Brian,Dozier,200.0,71.0,R,R,2B,N,0.245559845559846,0.320111343075852,0.44350064350064294
899,braunst01,14,1425,3650,466,989,155,19,52,388.0,45.0,579,433.0,Steve,Braun,180.0,70.0,L,R,OF,N,0.27095890410958895,0.370773232442658,0.36657534246575296
8976,willite01,21,2292,7706,1798,2654,525,71,521,1839.0,24.0,2021,709.0,Ted,Williams,205.0,75.0,L,R,OF,Player,0.344406955618998,0.480620951989308,0.633791850506099
8158,swarted01,11,725,2880,608,863,120,63,14,,,325,,Ed,Swartwood,198.0,71.0,L,R,OF,N,0.29965277777777805,0.37067082683307295,0.39965277777777797
8614,veryzto01,11,996,2848,250,687,84,12,14,231.0,9.0,143,329.0,Tom,Veryzer,175.0,73.0,R,R,SS,N,0.24122191011235997,0.277499164159144,0.293890449438202
1356,castilu01,14,1720,6510,1001,1889,194,59,28,443.0,370.0,800,850.0,Luis,Castillo,145.0,71.0,B,R,2B,N,0.290168970814132,0.367852257181943,0.35099846390169004
2829,gagliph01,11,702,1411,150,336,50,7,14,159.0,5.0,163,184.0,Phil,Gagliano,180.0,73.0,R,R,2B,N,0.238128986534373,0.31702668360864,0.313253012048193
3610,helmsto01,13,1435,4997,414,1342,223,21,34,477.0,33.0,231,301.0,Tommy,Helms,165.0,70.0,R,R,2B,N,0.268561136682009,0.300879877582249,0.342005203121873
5598,michaja01,10,1031,2332,332,613,140,10,59,299.0,22.0,243,496.0,Jason,Michaels,215.0,72.0,R,R,OF,N,0.26286449399656897,0.332427184466019,0.40737564322470005
3661,hernace02,5,671,2303,330,636,82,24,32,182.0,71.0,280,520.0,Cesar,Hernandez,160.0,70.0,B,R,2B,N,0.276161528441164,0.354626403406891,0.374294398610508
2667,flickel01,12,1483,5597,950,1752,268,164,48,756.0,330.0,597,567.0,Elmer,Flick,168.0,69.0,L,R,OF,Player,0.313024834732893,0.37923797223119105,0.445238520636055
1120,burrepa01,11,1640,5503,767,1393,299,16,292,976.0,7.0,932,1564.0,Pat,Burrell,235.0,76.0,R,R,OF,N,0.253134653825186,0.361305361305361,0.47246956205706
3811,hoilech01,9,894,2820,415,739,122,2,151,449.0,5.0,435,616.0,Chris,Hoiles,195.0,72.0,R,R,C,N,0.26205673758865194,0.36067588325652794,0.46737588652482304
4478,knighjo02,8,767,2664,301,636,96,24,14,270.0,86.0,211,,John,Knight,180.0,74.0,R,R,3B,N,0.23873873873873896,0.294608695652174,0.30855855855855896
1328,casanpa01,9,859,2786,214,627,87,12,50,252.0,2.0,101,430.0,Paul,Casanova,180.0,76.0,R,R,C,N,0.22505384063173,0.25216487703498397,0.318736539842067
5336,mccarto01,12,1273,5120,1066,1493,191,53,44,,,536,,Tommy,McCarthy,170.0,67.0,R,R,OF,Player,0.2916015625,0.358734087694484,0.375390625
4625,lambja01,4,500,1742,257,430,88,19,75,272.0,17.0,219,505.0,Jake,Lamb,215.0,75.0,L,R,3B,N,0.24684270952927698,0.33095359510453803,0.44833524684271
630,berroge01,11,779,2506,379,692,113,9,101,382.0,19.0,276,510.0,Geronimo,Berroa,165.0,72.0,R,R,OF,N,0.27613727055067794,0.3479511143062539,0.449321628092578
3934,hudlere01,14,774,1767,261,461,96,10,56,169.0,107.0,77,325.0,Rex,Hudler,180.0,73.0,R,R,2B,N,0.26089417091114897,0.29175704989153994,0.42161856253537106
7101,rodriiv01,20,2543,9592,1354,2844,572,51,311,1332.0,127.0,513,1474.0,Ivan,Rodriguez,205.0,69.0,R,R,C,Player,0.29649708090075105,0.332211776348342,0.464032527105922
7335,sanguma01,13,1448,5062,566,1500,205,57,65,585.0,35.0,223,331.0,Manny,Sanguillen,193.0,72.0,R,R,C,N,0.29632556301857005,0.326017029328288,0.39786645594626596
9027,winfida01,22,2973,11003,1669,3110,540,88,465,1833.0,223.0,1216,1686.0,Dave,Winfield,220.0,78.0,R,R,OF,Player,0.28265018631282396,0.354038792045176,0.474506952649277
146,altuvjo01,7,1119,4485,645,1419,272,25,97,464.0,248.0,319,541.0,Jose,Altuve,165.0,66.0,R,R,2B,N,0.31638795986622104,0.361781848459617,0.45306577480490506
5556,merklfr01,19,1638,5782,720,1580,290,82,61,733.0,272.0,454,645.0,Fred,Merkle,190.0,73.0,R,R,1B,N,0.273261847111726,0.326170622193714,0.38343133863715
9050,wockejo01,11,795,2072,267,543,73,11,86,310.0,5.0,277,278.0,John,Wockenfuss,190.0,72.0,R,R,C,N,0.262065637065637,0.34908471690080894,0.432432432432432
5746,moorech02,14,1334,4033,456,1052,187,43,36,408.0,51.0,346,470.0,Charlie,Moore,180.0,71.0,R,R,C,N,0.26084800396727,0.319250970541219,0.35531862137366704
8853,wheatza01,18,2410,9106,1289,2884,476,172,132,1248.0,205.0,650,572.0,Zack,Wheat,170.0,70.0,L,R,OF,Player,0.31671425433779904,0.36223862238622395,0.450252580716011
7871,sorrepa01,10,1093,3412,454,876,176,5,166,565.0,8.0,426,844.0,Paul,Sorrento,195.0,74.0,L,R,1B,N,0.256740914419695,0.339239187076602,0.457209847596717
8003,stephri01,13,1310,4508,714,1515,321,54,63,773.0,53.0,494,247.0,Riggs,Stephenson,185.0,70.0,R,R,OF,N,0.33606921029281295,0.401639344262295,0.473158828748891
2021,davissp01,17,1458,4255,388,1312,244,22,77,647.0,6.0,386,326.0,Spud,Davis,197.0,73.0,R,R,C,N,0.30834312573443,0.36586942469295397,0.43031727379553497
6538,phelped01,11,633,1832,186,460,45,20,3,205.0,31.0,163,203.0,Ed,Phelps,185.0,71.0,R,R,C,N,0.251091703056769,0.312280701754386,0.302401746724891
361,bancrda01,15,1913,7182,1048,2004,320,77,32,591.0,145.0,827,487.0,Dave,Bancroft,160.0,69.0,B,R,SS,Player,0.279030910609858,0.353477337994756,0.358395989974937
1726,corcoti01,9,509,1050,120,283,46,4,12,128.0,4.0,130,102.0,Tim,Corcoran,175.0,71.0,L,L,1B,N,0.269523809523809,0.35,0.355238095238095
6710,puckeki01,11,1783,7244,1071,2304,414,57,207,1085.0,134.0,450,965.0,Kirby,Puckett,178.0,68.0,R,R,OF,Player,0.318056322473771,0.3579412529243571,0.47667034787410295
8329,thompro01,10,1304,4612,671,1187,238,39,119,458.0,103.0,439,987.0,Robby,Thompson,165.0,71.0,R,R,2B,N,0.25737207285342606,0.32191645218768605,0.40329575021682595
3269,griffto01,12,1401,4947,589,1383,208,72,52,619.0,70.0,351,262.0,Tommy,Griffith,175.0,70.0,L,R,OF,N,0.279563371740449,0.327293318233296,0.382251869820093
915,bresnro01,18,1446,4481,682,1252,218,71,26,530.0,212.0,714,403.0,Roger,Bresnahan,200.0,69.0,R,R,C,Player,0.279401919214461,0.37844080846968203,0.37714795804507895
9150,younger01,14,1730,6119,996,1731,327,46,79,543.0,465.0,660,462.0,Eric,Young,180.0,69.0,R,R,2B,N,0.28288936100670004,0.35270688892167,0.3900964209838211
925,brickfr01,7,501,1448,221,407,54,23,6,131.0,19.0,106,121.0,Fred,Brickell,160.0,67.0,L,R,OF,N,0.281077348066298,0.33011583011583,0.362569060773481
627,berrayo01,19,2120,7555,1175,2150,321,49,358,1430.0,30.0,704,414.0,Yogi,Berra,185.0,67.0,L,R,C,Player,0.28457974851092,0.345562416757477,0.48219722038385204
8377,tolanbo01,14,1282,4238,572,1121,173,34,86,497.0,193.0,258,587.0,Bobby,Tolan,170.0,71.0,L,L,OF,N,0.264511562057574,0.30671708185053403,0.38225578102878705
9022,wilsowi02,18,2154,7731,1169,2207,281,147,41,585.0,668.0,425,1144.0,Willie,Wilson,190.0,75.0,B,R,OF,N,0.285474065450783,0.32270720941638104,0.37575992756435106
1137,bushodo01,15,672,2397,287,514,58,13,2,184.0,,124,,Doc,Bushong,165.0,71.0,R,R,C,N,0.21443471005423398,0.253074176913923,0.251981643721318
3969,hunnebi01,5,511,1664,230,452,75,9,9,144.0,67.0,117,111.0,Bill,Hunnefield,165.0,70.0,B,R,2B,N,0.271634615384615,0.319483436271757,0.34375
1441,chaveer01,16,1615,5518,816,1477,318,24,260,902.0,50.0,639,1079.0,Eric,Chavez,215.0,73.0,L,R,3B,N,0.26766944545125,0.343673867143089,0.47535338890902507
2028,dawsoan01,20,2627,9927,1373,2774,503,98,438,1591.0,314.0,589,1509.0,Andre,Dawson,180.0,75.0,R,R,OF,Player,0.27943991135287605,0.31979840243438595,0.48222020751485795
5798,morgajo02,21,2649,9277,1650,2517,449,96,268,1133.0,689.0,1865,1015.0,Joe,Morgan,160.0,67.0,L,R,2B,Player,0.271316158240811,0.393286663076647,0.42707771909022296
3229,greenha01,17,1394,5193,1051,1628,379,71,331,1276.0,58.0,852,844.0,Hank,Greenberg,210.0,75.0,R,R,1B,Player,0.313498940881956,0.41025641025640996,0.605045253225496
1560,clinety01,11,892,1834,251,437,53,25,6,125.0,22.0,153,262.0,Ty,Cline,170.0,72.0,L,L,OF,N,0.23827699018538698,0.296930045294414,0.30425299890948704
524,becklja01,19,2392,9551,1603,2938,473,244,87,1581.0,315.0,616,526.0,Jake,Beckley,200.0,70.0,L,L,1B,Player,0.307611768401215,0.349562309432478,0.435556486231808
1376,catalfr01,13,1265,3824,562,1113,262,37,84,457.0,45.0,331,492.0,Frank,Catalanotto,170.0,72.0,L,R,OF,N,0.291056485355649,0.3475330926594461,0.44482217573221794
7270,saboch01,8,911,3354,494,898,214,17,116,426.0,120.0,274,460.0,Chris,Sabo,185.0,71.0,R,R,3B,N,0.267740011926058,0.32304299889746396,0.44543828264758506
4702,lawru01,8,749,2421,379,656,101,37,18,199.0,228.0,184,210.0,Rudy,Law,165.0,73.0,L,L,OF,N,0.270962412226353,0.32245681381957797,0.365551425030979
2806,fuentti01,13,1499,5566,610,1491,211,46,45,438.0,80.0,298,561.0,Tito,Fuentes,175.0,71.0,B,R,2B,N,0.267876392382321,0.305081855388813,0.34656845131153396
8911,widgech01,11,613,1826,180,435,104,7,55,222.0,10.0,141,384.0,Chris,Widger,195.0,75.0,R,R,C,N,0.238225629791895,0.292831723436706,0.393209200438116
8696,walkene01,9,1173,4207,569,1127,216,21,141,568.0,29.0,417,841.0,Neil,Walker,210.0,75.0,B,R,2B,N,0.267886855241265,0.333910034602076,0.4297599239362971
6952,ricesa01,19,2404,9269,1514,2987,498,184,34,1078.0,351.0,708,275.0,Sam,Rice,150.0,69.0,L,R,OF,Player,0.322256985651095,0.37035180916106997,0.42669112094077
1048,bryest01,8,697,1997,237,515,97,13,30,193.0,16.0,144,276.0,Steve,Brye,190.0,72.0,R,R,OF,N,0.257886830245368,0.307800093414292,0.364546820230346
2949,gehrilo01,16,2164,8001,1888,2721,534,163,493,1995.0,102.0,1508,790.0,Lou,Gehrig,200.0,72.0,L,L,1B,Player,0.340082489688789,0.444736565359133,0.6324209473815771
6791,ramosdo01,12,507,1086,109,261,34,2,8,85.0,6.0,92,138.0,Domingo,Ramos,154.0,70.0,R,R,SS,N,0.24033149171270698,0.299660441426146,0.297421731123389
8061,stransa01,12,903,2933,479,790,112,28,16,253.0,216.0,464,394.0,Sammy,Strang,160.0,68.0,B,R,2B,N,0.269348789635186,0.369149249337651,0.34299352199113503
7204,roushed01,18,1967,7363,1099,2376,339,182,68,981.0,268.0,484,260.0,Edd,Roush,170.0,71.0,L,L,OF,Player,0.322694553850333,0.364470498279597,0.445878038842863
985,browndi01,8,636,1866,175,455,62,3,62,223.0,7.0,119,356.0,Dick,Brown,176.0,74.0,R,R,C,N,0.24383708467309803,0.289168765743073,0.37995712754555205
1696,cookedu01,8,608,1745,324,489,109,28,24,229.0,32.0,290,276.0,Dusty,Cooke,205.0,73.0,L,R,OF,N,0.280229226361032,0.38280098280098296,0.416045845272206
8395,torrean02,11,650,1910,277,462,113,29,32,174.0,77.0,205,476.0,Andres,Torres,195.0,70.0,B,R,OF,N,0.24188481675392698,0.31536643026004696,0.38167539267015704
5628,milledu01,10,656,2561,445,771,139,51,22,421.0,206.0,174,,Dusty,Miller,170.0,71.0,L,R,OF,N,0.301054275673565,0.345521023765996,0.42092932448262393
2197,dobbsgr01,10,959,2097,204,548,106,9,46,274.0,14.0,132,402.0,Greg,Dobbs,205.0,73.0,L,R,1B,N,0.261325703385789,0.305069537909376,0.386266094420601
954,brodist01,12,1438,5703,886,1728,191,89,25,900.0,289.0,420,233.0,Steve,Brodie,180.0,71.0,L,R,OF,N,0.302998421883219,0.350808427241548,0.38085218306154706
2900,garcino01,13,1434,5586,927,1747,370,52,229,936.0,95.0,403,554.0,Nomar,Garciaparra,165.0,72.0,R,R,SS,N,0.312746151092016,0.358991484388045,0.520587182241318
6361,parkeda01,18,2466,9358,1272,2712,526,75,339,1493.0,154.0,683,1537.0,Dave,Parker,230.0,77.0,L,R,OF,N,0.289805513998718,0.33811373369186304,0.47072023936738594
5349,mccorfr01,14,1534,5723,722,1711,334,26,128,951.0,27.0,399,189.0,Frank,McCormick,205.0,76.0,R,R,1B,N,0.298969072164948,0.344658608297942,0.43351389131574297
5193,martijc01,13,908,2189,189,487,82,12,32,230.0,9.0,201,299.0,J. C.,Martin,188.0,74.0,L,R,C,N,0.22247601644586604,0.287866108786611,0.31475559616263105
1440,chaveen01,13,1151,3149,385,849,140,34,30,266.0,106.0,180,356.0,Endy,Chavez,170.0,71.0,L,L,OF,N,0.269609399809463,0.309101832382097,0.36424261670371505
5693,mittege01,11,887,2645,251,623,93,7,76,301.0,14.0,222,607.0,George,Mitterwald,195.0,74.0,R,R,C,N,0.235538752362949,0.294733170561563,0.36219281663516106
2104,denorch01,10,808,2162,289,587,103,17,41,196.0,56.0,187,408.0,Chris,Denorfia,195.0,72.0,R,R,OF,N,0.271507863089732,0.32950191570881204,0.391766882516189
5977,nashbi01,14,1553,5867,1080,1616,271,87,60,,,805,,Billy,Nash,167.0,68.0,R,R,3B,N,0.2754388955173,0.36285971223021596,0.38196693369694895
8940,willida03,6,517,1785,235,450,61,10,32,163.0,6.0,164,144.0,Davey,Williams,160.0,70.0,R,R,2B,N,0.252100840336134,0.315033350436121,0.35126050420168103
6098,nordhwa01,7,502,1423,147,401,77,8,39,205.0,1.0,54,162.0,Wayne,Nordhagen,205.0,74.0,R,R,OF,N,0.281799016163036,0.308056872037915,0.42937456078707004
7859,solarya01,4,642,2334,273,605,119,6,74,300.0,6.0,185,310.0,Yangervis,Solarte,205.0,71.0,B,R,2B,N,0.259211653813196,0.313616514489877,0.41045415595544105
5322,mccanbr01,13,1670,5790,714,1521,285,5,270,973.0,25.0,609,1001.0,Brian,McCann,225.0,75.0,L,R,C,N,0.262694300518135,0.3328645100797,0.453540587219344
8773,watkige01,6,894,3207,490,925,192,42,73,420.0,61.0,246,382.0,George,Watkins,175.0,72.0,L,R,OF,N,0.288431555971313,0.33912539820445997,0.442781415653259
1967,daubeja01,14,2014,7673,1117,2326,250,165,56,722.0,251.0,623,489.0,Jake,Daubert,160.0,70.0,L,L,1B,N,0.30314088361788105,0.355472516875603,0.4006255701811551
6921,reyesjo01,15,1877,7552,1180,2138,387,131,145,719.0,517.0,589,914.0,Jose,Reyes,195.0,72.0,B,R,SS,N,0.283103813559322,0.33497113376735,0.42664194915254205
4059,jacobba01,12,1472,5507,787,1714,328,94,83,821.0,86.0,355,410.0,Baby Doll,Jacobson,215.0,75.0,R,R,OF,N,0.311240239694934,0.35295121119072,0.45015434901034995
4004,iannech01,12,1145,3419,429,788,171,11,135,481.0,11.0,558,970.0,Chris,Iannetta,230.0,72.0,R,R,C,N,0.230476747587014,0.33844606487302004,0.405381690552793
6680,pradoma01,12,1354,5128,638,1485,307,27,98,594.0,40.0,373,635.0,Martin,Prado,215.0,72.0,R,R,3B,N,0.289586583463339,0.337756771496092,0.41731669266770705
2772,freembu01,16,1126,4208,588,1235,199,131,82,713.0,92.0,272,388.0,Buck,Freeman,169.0,69.0,L,L,OF,N,0.293488593155894,0.33638392857142896,0.46150190114068396
5983,navardi01,12,1009,3207,322,802,142,6,77,367.0,14.0,265,518.0,Dioner,Navarro,215.0,69.0,B,R,C,N,0.25007795447458697,0.307315668202765,0.370127845338322
1209,callani01,19,923,3295,442,901,135,46,11,394.0,186.0,159,,Jimmy,Callahan,180.0,70.0,R,R,OF,N,0.27344461305007606,0.306890561667632,0.352352048558422
6350,paquecr01,10,814,2591,304,620,128,10,99,377.0,27.0,120,620.0,Craig,Paquette,190.0,72.0,R,R,3B,N,0.239289849478966,0.27296200663961606,0.411038209185643
2389,eckstda01,9,1311,5041,701,1414,232,20,35,392.0,123.0,376,418.0,David,Eckstein,170.0,66.0,R,R,SS,N,0.280499900813331,0.33044120361823903,0.35528664947431104
2359,duvalad01,4,500,1660,225,382,92,9,87,277.0,13.0,126,497.0,Adam,Duvall,215.0,73.0,R,R,1B,N,0.23012048192771103,0.28443449048152303,0.45361445783132504
6759,radboch01,11,653,2487,308,585,64,11,9,259.0,,158,244.0,Old Hoss,Radbourn,168.0,69.0,R,R,OF,Player,0.23522316043425798,0.28090737240075603,0.28065942903096097
8896,whitffr01,8,817,2284,242,578,93,8,108,356.0,7.0,139,371.0,Fred,Whitfield,190.0,73.0,L,L,1B,N,0.253064798598949,0.295914156004953,0.44264448336252205
8956,williji01,10,1457,5485,780,1508,242,138,49,796.0,151.0,474,531.0,Jimmy,Williams,175.0,69.0,R,R,2B,N,0.27493163172288104,0.332606141970129,0.39617137648131295
4943,lowelmi01,12,1601,5813,771,1619,394,7,223,952.0,30.0,548,817.0,Mike,Lowell,195.0,76.0,R,R,3B,N,0.278513676242904,0.340669706021066,0.46378806124204397
