,playerID,num_seasons,G,AB,Runs,Hits,Doubles,Triples,HR,RBI,SB,BB,SO,nameFirst,nameLast,weight,height,bats,throws,pos,category,AVG,OBP,SLG
3362,haguejo01,5,430,1195,141,286,41,10,40,163.0,4.0,177,222.0,Joe,Hague,195.0,72.0,L,L,1B,N,0.23933054393305397,0.337463556851312,0.39079497907949795
7193,rossijo01,0,55,145,14,32,0,1,1,6.0,1.0,20,20.0,Joe,Rossi,205.0,73.0,R,R,C,N,0.22068965517241396,0.315151515151515,0.255172413793103
1097,burkma01,2,16,2,3,1,0,0,0,0.0,0.0,0,1.0,Mack,Burk,180.0,76.0,R,R,C,N,0.5,0.5,0.5
8375,toddal01,11,863,2785,286,768,119,29,35,366.0,18.0,104,243.0,Al,Todd,198.0,73.0,R,R,C,N,0.27576301615798904,0.301834544825199,0.3770197486535011
3955,huletti01,12,720,2128,245,529,90,13,48,220.0,14.0,145,438.0,Tim,Hulett,185.0,72.0,R,R,2B,N,0.24859022556391,0.296524417069952,0.370770676691729
1058,budasma01,3,13,36,3,6,2,0,0,2.0,0.0,5,12.0,Mark,Budaska,180.0,72.0,B,L,OF,N,0.166666666666667,0.26829268292682895,0.222222222222222
5975,narrosa01,8,24,28,0,8,0,0,0,1.0,0.0,1,2.0,Sam,Narron,180.0,70.0,R,R,C,N,0.28571428571428603,0.31034482758620696,0.28571428571428603
5492,mcquaje01,0,7,16,2,1,0,0,0,1.0,0.0,2,4.0,Jerry,McQuaig,183.0,71.0,R,R,OF,N,0.0625,0.166666666666667,0.0625
4643,lanech01,2,114,426,52,86,16,7,4,,,8,,Chappy,Lane,165.0,,R,,1B,N,0.2018779342723,0.21658986175115197,0.300469483568075
7055,robidbi01,5,173,468,43,98,21,0,5,43.0,1.0,71,106.0,Billy Jo,Robidoux,200.0,73.0,L,R,1B,N,0.209401709401709,0.313543599257885,0.28632478632478603
7140,rolliri01,9,1002,3303,419,887,125,20,77,399.0,17.0,266,410.0,Rich,Rollins,185.0,70.0,R,R,3B,N,0.268543748107781,0.32305968058279605,0.38843475628216795
5006,lyonspa01,0,11,38,2,2,1,0,0,1.0,0.0,4,4.0,Pat,Lyons,155.0,67.0,R,R,2B,N,0.0526315789473684,0.14285714285714302,0.0789473684210526
1286,carlycl01,0,95,278,31,65,12,8,1,28.0,4.0,36,40.0,Cleo,Carlyle,170.0,72.0,L,R,OF,N,0.23381294964028798,0.321656050955414,0.345323741007194
1848,crossla01,20,2277,9084,1338,2651,411,136,47,1378.0,303.0,466,217.0,Lave,Cross,155.0,68.0,R,R,3B,N,0.291831792162043,0.326387434554974,0.382540730955526
1420,chapmca01,1,111,272,41,72,8,3,1,25.0,7.0,20,24.0,Calvin,Chapman,160.0,69.0,L,R,2B,N,0.264705882352941,0.31506849315068497,0.327205882352941
7555,shaffri01,1,51,122,16,26,9,0,5,10.0,0.0,15,50.0,Richie,Shaffer,230.0,75.0,R,R,1B,N,0.21311475409836103,0.299270072992701,0.409836065573771
1444,chervpa01,1,42,75,1,11,0,1,0,5.0,0.0,5,16.0,Paul,Chervinko,185.0,68.0,R,R,C,N,0.146666666666667,0.2,0.17333333333333303
4446,kirkped01,15,1311,3467,411,824,143,18,85,424.0,34.0,456,518.0,Ed,Kirkpatrick,195.0,71.0,L,R,OF,N,0.23766945486010999,0.326280907468774,0.36284972598788595
1775,coxda02,0,15,25,2,6,1,0,1,2.0,0.0,0,5.0,Darron,Cox,205.0,73.0,R,R,C,N,0.24,0.24,0.4
5955,myershe01,3,76,322,44,56,3,0,0,,,12,,Henry,Myers,159.0,69.0,R,R,SS,N,0.17391304347826098,0.20359281437125698,0.183229813664596
4017,iorgda01,9,743,1647,149,455,103,11,14,216.0,5.0,107,180.0,Dane,Iorg,180.0,72.0,L,R,OF,N,0.276259866423801,0.320410490307868,0.37765634486946004
8480,turnest01,0,37,82,4,11,3,0,2,7.0,0.0,5,22.0,Stuart,Turner,220.0,74.0,R,R,C,N,0.134146341463415,0.18390804597701102,0.24390243902439002
6838,redmobi01,3,70,281,29,62,11,0,0,25.0,,11,21.0,Billy,Redmond,,,L,L,SS,N,0.220640569395018,0.25,0.259786476868327
7470,schwabi01,1,31,110,14,26,4,0,1,,,3,,Bill,Schwartz,195.0,73.0,R,R,C,N,0.23636363636363603,0.256637168141593,0.3
5270,maxvida01,13,1423,3443,302,748,79,24,6,252.0,7.0,370,538.0,Dal,Maxvill,157.0,71.0,R,R,SS,N,0.21725239616613395,0.293207448203514,0.259366831251815
4682,latimta01,4,27,86,5,19,3,0,0,7.0,1.0,2,5.0,Tacks,Latimer,160.0,72.0,R,R,C,N,0.22093023255814,0.23863636363636398,0.255813953488372
6542,phillad01,8,649,1875,270,463,86,21,59,173.0,82.0,251,485.0,Adolfo,Phillips,175.0,73.0,R,R,OF,N,0.24693333333333303,0.335841956726246,0.4096
1890,culleti01,6,700,1761,155,387,57,9,9,134.0,10.0,147,219.0,Tim,Cullen,185.0,73.0,R,R,2B,N,0.21976149914821103,0.27987421383647804,0.27768313458262395
6905,renteed01,15,2152,8142,1200,2327,436,29,140,923.0,294.0,718,1182.0,Edgar,Renteria,200.0,73.0,R,R,SS,N,0.28580201424711404,0.34367945823927804,0.398059444853844
5217,martito01,3,73,175,13,30,5,0,0,10.0,2.0,6,26.0,Tony,Martinez,165.0,70.0,R,R,SS,N,0.17142857142857096,0.198895027624309,0.2
6105,norride01,5,610,1967,242,453,98,4,63,247.0,26.0,195,541.0,Derek,Norris,235.0,72.0,R,R,C,N,0.23029994916115898,0.299722479185939,0.380274529740722
6485,perezti01,7,603,1671,187,449,91,10,26,185.0,23.0,92,159.0,Timo,Perez,180.0,69.0,L,L,OF,N,0.268701376421305,0.306863301191151,0.38180730101735494
3702,hevinjo01,12,399,985,103,261,37,12,1,90.0,4.0,65,59.0,Johnnie,Heving,175.0,72.0,R,R,C,N,0.26497461928934,0.31047619047619,0.32994923857868
3582,heathmi02,13,1325,4212,462,1061,173,27,86,469.0,54.0,278,616.0,Mike,Heath,180.0,71.0,R,R,C,N,0.25189933523266894,0.29821826280623603,0.3670465337132
6466,peralda01,4,571,2047,281,599,103,32,73,273.0,29.0,159,427.0,David,Peralta,210.0,73.0,L,L,OF,N,0.29262335124572497,0.3436083408884861,0.48119198827552506
823,bosweke01,10,930,2517,266,625,91,19,31,244.0,27.0,240,239.0,Ken,Boswell,170.0,72.0,L,R,2B,N,0.248311481922924,0.313746826260428,0.336511720301947
8851,wheatma01,6,225,602,34,123,23,5,4,35.0,7.0,19,102.0,Mack,Wheat,167.0,71.0,R,R,C,N,0.20431893687707603,0.22866344605475,0.27906976744186
6107,norrile01,1,270,962,109,252,51,7,20,112.0,7.0,60,132.0,Leo,Norris,165.0,71.0,R,R,2B,N,0.26195426195426197,0.305283757338552,0.39189189189189205
600,bergda01,6,582,1600,190,430,91,6,21,163.0,8.0,133,308.0,Dave,Berg,185.0,71.0,R,R,2B,N,0.26875,0.324870167339873,0.3725
5900,murdowi01,0,27,62,5,16,3,0,0,5.0,4.0,3,4.0,Wilbur,Murdoch,,,,R,OF,N,0.258064516129032,0.29230769230769205,0.30645161290322603
7099,rodrihe02,10,950,3031,389,784,176,9,160,523.0,10.0,276,803.0,Henry,Rodriguez,180.0,73.0,L,L,OF,N,0.25866050808314106,0.320532204414878,0.48102936324645296
3217,grebecr01,11,752,1988,239,518,116,8,19,187.0,4.0,228,274.0,Craig,Grebeck,160.0,68.0,R,R,SS,N,0.26056338028168996,0.336642599277978,0.355633802816901
3636,hennele01,0,14,22,2,3,0,0,0,0.0,2.0,3,6.0,Les,Hennessy,190.0,72.0,R,R,2B,N,0.136363636363636,0.24,0.136363636363636
2213,dominma01,5,362,1272,123,294,48,2,42,152.0,0.0,66,249.0,Matt,Dominguez,220.0,74.0,R,R,3B,N,0.231132075471698,0.269058295964126,0.371069182389937
5740,mooreal01,1,30,89,12,19,4,0,0,10.0,2.0,6,9.0,Al,Moore,174.0,70.0,R,R,OF,N,0.213483146067416,0.263157894736842,0.258426966292135
7066,robindr01,1,95,216,31,44,8,0,9,22.0,2.0,30,99.0,Drew,Robinson,200.0,73.0,L,R,2B,N,0.203703703703704,0.300813008130081,0.36574074074074103
3598,heilmha01,18,2148,7787,1291,2660,542,151,183,1539.0,113.0,856,550.0,Harry,Heilmann,195.0,73.0,R,R,OF,Player,0.341594965968923,0.4068031933356471,0.520482856042122
4436,kingsge01,7,211,533,65,134,17,5,3,53.0,15.0,39,96.0,Gene,Kingsale,190.0,75.0,B,R,OF,N,0.25140712945591,0.302447552447552,0.31894934333958697
6958,richada02,2,79,231,35,53,11,3,6,18.0,2.0,17,43.0,Danny,Richar,205.0,73.0,L,R,2B,N,0.22943722943722897,0.28225806451612895,0.38095238095238104
6727,pytlafr01,14,795,2399,316,677,100,36,7,272.0,56.0,247,97.0,Frankie,Pytlak,160.0,67.0,R,R,C,N,0.28220091704877,0.349206349206349,0.36265110462692796
4042,jacksda03,14,960,2629,311,676,114,15,80,317.0,43.0,131,480.0,Darrin,Jackson,185.0,72.0,R,R,OF,N,0.257131989349563,0.292391304347826,0.403195131228604
2880,garciad01,2,244,896,104,239,45,0,29,110.0,7.0,36,151.0,Adonis,Garcia,205.0,69.0,R,R,3B,N,0.266741071428571,0.295064377682403,0.4140625
66,akejo01,0,13,52,1,10,0,1,0,2.0,,0,,John,Ake,180.0,73.0,R,R,3B,N,0.19230769230769199,0.19230769230769199,0.23076923076923103
7937,stallge02,0,21,85,14,23,1,3,3,12.0,1.0,5,6.0,George,Staller,190.0,71.0,L,L,OF,N,0.270588235294118,0.311111111111111,0.458823529411765
5134,mappege01,1,12,33,3,6,0,1,0,0.0,,2,,George,Mappes,200.0,68.0,,,2B,N,0.18181818181818202,0.22857142857142898,0.24242424242424201
4606,lagarju01,5,583,1702,189,443,85,18,20,152.0,40.0,84,362.0,Juan,Lagares,215.0,73.0,R,R,OF,N,0.26028202115158605,0.295072788353863,0.36662749706228004
4696,lawinga01,0,10,15,2,2,0,0,0,0.0,0.0,0,5.0,Garland,Lawing,180.0,73.0,R,R,OF,N,0.133333333333333,0.133333333333333,0.133333333333333
10,abercre01,2,180,386,65,86,20,2,9,34.0,18.0,21,123.0,Reggie,Abercrombie,215.0,75.0,R,R,OF,N,0.22279792746114,0.262899262899263,0.354922279792746
3619,hemphfr01,3,14,43,0,3,0,0,0,2.0,1.0,9,6.0,Frank,Hemphill,165.0,71.0,R,R,OF,N,0.0697674418604651,0.23076923076923103,0.0697674418604651
874,bradsge01,0,10,23,3,5,2,0,0,6.0,0.0,1,2.0,George,Bradshaw,185.0,74.0,R,R,C,N,0.21739130434782603,0.25,0.304347826086957
3932,hudgeda01,0,6,7,0,1,0,0,0,0.0,0.0,0,3.0,Dave,Hudgens,210.0,74.0,L,L,1B,N,0.14285714285714302,0.14285714285714302,0.14285714285714302
8797,weeksje01,5,260,955,121,243,45,18,4,62.0,41.0,78,155.0,Jemile,Weeks,170.0,69.0,B,R,2B,N,0.254450261780105,0.310745401742498,0.351832460732984
2482,escobyu01,10,1434,5315,689,1501,258,12,90,519.0,34.0,509,686.0,Yunel,Escobar,215.0,74.0,R,R,SS,N,0.282408278457197,0.3451236263736261,0.386265286923801
7146,romanto01,0,7,3,1,0,0,0,0,0.0,0.0,0,1.0,Tom,Romano,170.0,70.0,R,R,OF,N,0.0,0.0,0.0
7339,santaan01,0,6,2,0,0,0,0,0,1.0,0.0,0,0.0,Andres,Santana,160.0,71.0,B,R,SS,N,0.0,0.0,0.0
6447,penaca01,13,1493,4949,745,1146,231,26,286,818.0,29.0,817,1577.0,Carlos,Pena,225.0,74.0,L,L,1B,N,0.23156193170337397,0.34044398196323306,0.46211355829460504
8595,velazan01,0,13,10,3,3,1,0,0,0.0,1.0,1,3.0,Andrew,Velazquez,160.0,70.0,B,R,2B,N,0.3,0.36363636363636404,0.4
2115,derryru01,5,187,553,68,124,17,7,17,73.0,2.0,78,124.0,Russ,Derry,180.0,73.0,L,R,OF,N,0.22423146473779398,0.32012678288431107,0.37251356238697997
6322,paddode01,0,47,157,26,45,5,3,1,14.0,9.0,23,,Del,Paddock,165.0,69.0,L,R,2B,N,0.286624203821656,0.377777777777778,0.37579617834394896
7243,russebi01,17,2181,7318,796,1926,293,57,46,627.0,167.0,483,667.0,Bill,Russell,175.0,72.0,R,R,SS,N,0.263186663022684,0.30880656326112,0.337660562995354
3832,hollyed01,9,276,971,92,224,29,7,1,78.0,33.0,63,122.0,Ed,Holly,165.0,70.0,R,R,SS,N,0.23069001029866099,0.27756286266924607,0.278063851699279
2230,donohjo01,0,6,22,2,7,1,0,0,2.0,0.0,1,3.0,Alexander,Donoghue,165.0,68.0,,L,OF,N,0.31818181818181795,0.34782608695652195,0.36363636363636404
1815,crespfe01,5,262,445,46,109,22,4,10,68.0,9.0,50,101.0,Felipe,Crespo,195.0,71.0,B,R,2B,N,0.244943820224719,0.321212121212121,0.379775280898876
6614,plaweke01,3,237,703,68,153,33,2,14,75.0,1.0,76,175.0,Kevin,Plawecki,210.0,74.0,R,R,C,N,0.217638691322902,0.293966623876765,0.330014224751067
5360,mccrato01,12,1468,3956,484,972,149,42,75,404.0,143.0,332,544.0,Tommy,McCraw,183.0,72.0,L,L,1B,N,0.245702730030334,0.30410447761194004,0.361476238624874
6475,perezfe01,1,41,94,22,22,2,0,3,10.0,5.0,8,27.0,Fernando,Perez,195.0,73.0,B,R,OF,N,0.23404255319148898,0.294117647058824,0.351063829787234
4666,larkiba01,18,2180,7937,1329,2340,441,76,198,960.0,379.0,939,817.0,Barry,Larkin,185.0,72.0,R,R,SS,Player,0.29482172105329496,0.369423163587201,0.444374448784175
7845,snydeji01,0,25,103,16,30,2,3,0,11.0,0.0,0,1.0,Jim,Snyder,130.0,67.0,,,C,N,0.29126213592233,0.29126213592233,0.368932038834951
6151,obriera01,0,16,57,5,12,3,2,0,3.0,0.0,1,14.0,Ray,O'Brien,175.0,69.0,L,L,OF,N,0.21052631578947398,0.224137931034483,0.33333333333333304
8023,stewaji01,10,777,1420,164,336,45,14,8,112.0,38.0,139,218.0,Jimmy,Stewart,165.0,72.0,B,R,2B,N,0.23661971830985895,0.30468248877485604,0.304929577464789
1681,conrowi01,10,1374,5061,605,1257,176,82,22,452.0,262.0,345,,Wid,Conroy,158.0,69.0,R,R,3B,N,0.24836988737403698,0.296337402885683,0.328591187512349
2498,ethiean01,11,1455,4800,641,1367,303,34,162,687.0,29.0,519,938.0,Andre,Ethier,210.0,74.0,L,L,OF,N,0.284791666666667,0.354577928181989,0.46333333333333293
2492,estalbo02,8,310,904,126,195,49,5,48,147.0,6.0,130,290.0,Bobby,Estalella,200.0,73.0,R,R,C,N,0.21570796460177,0.31431334622824,0.440265486725664
1378,catesel01,0,40,59,5,11,1,1,0,3.0,0.0,6,14.0,Eli,Cates,175.0,69.0,R,R,2B,N,0.18644067796610198,0.261538461538462,0.23728813559321998
1787,craftha01,5,566,2104,237,533,85,25,44,267.0,14.0,110,203.0,Harry,Craft,185.0,73.0,R,R,OF,N,0.253326996197719,0.29042457091237606,0.3802281368821289
7668,silveke01,12,102,203,26,44,11,1,5,25.0,0.0,31,41.0,Ken,Silvestri,200.0,73.0,B,R,C,N,0.21674876847290603,0.32051282051282104,0.354679802955665
3522,harveke01,4,271,998,102,273,54,1,27,126.0,3.0,60,200.0,Ken,Harvey,240.0,74.0,R,R,1B,N,0.273547094188377,0.314744801512287,0.410821643286573
2104,denorch01,10,808,2162,289,587,103,17,41,196.0,56.0,187,408.0,Chris,Denorfia,195.0,72.0,R,R,OF,N,0.271507863089732,0.32950191570881204,0.391766882516189
4577,kuennha01,14,1833,6913,951,2092,356,56,87,671.0,68.0,594,404.0,Harvey,Kuenn,187.0,74.0,R,R,OF,N,0.302618255460726,0.357799387238577,0.408071748878924
3413,hamilto01,1,67,66,9,13,3,0,0,6.0,0.0,8,12.0,Tom,Hamilton,213.0,76.0,L,R,1B,N,0.196969696969697,0.283783783783784,0.24242424242424201
7133,rojasmi02,4,511,1245,137,317,51,3,15,119.0,10.0,83,172.0,Miguel,Rojas,195.0,71.0,R,R,2B,N,0.254618473895582,0.301204819277108,0.33654618473895603
8197,tannech01,7,396,885,98,231,39,5,21,105.0,2.0,82,93.0,Chuck,Tanner,185.0,72.0,L,L,OF,N,0.261016949152542,0.323681489141675,0.38757062146892696
7166,rosaram01,1,200,719,92,183,30,12,13,61.0,31.0,32,168.0,Amed,Rosario,189.0,74.0,R,R,SS,N,0.25452016689847,0.28628495339547305,0.3838664812239221
6062,niemabo01,11,1113,3452,455,1018,180,32,125,544.0,10.0,435,512.0,Bob,Nieman,195.0,71.0,R,R,OF,N,0.294901506373117,0.37381013635194205,0.47421784472769396
6699,princjo01,0,8,8,3,1,1,0,0,0.0,0.0,1,1.0,Josh,Prince,180.0,72.0,R,R,3B,N,0.125,0.222222222222222,0.25
6523,pettibo01,4,96,387,62,93,8,7,7,40.0,25.0,22,31.0,Bob,Pettit,160.0,69.0,L,R,OF,N,0.24031007751938,0.281173594132029,0.35142118863049104
243,armstbo01,0,12,49,9,11,2,1,0,5.0,0.0,0,1.0,Robert,Armstrong,160.0,74.0,,,OF,N,0.224489795918367,0.224489795918367,0.306122448979592
4646,laneja01,12,500,1211,165,292,64,7,61,189.0,10.0,123,258.0,Jason,Lane,225.0,74.0,R,L,OF,N,0.2411230388109,0.31109445277361303,0.456647398843931
2612,fimplja01,4,92,197,21,45,9,1,2,28.0,1.0,19,53.0,Jack,Fimple,185.0,74.0,R,R,C,N,0.22842639593908604,0.296296296296296,0.314720812182741
4047,jacksjo01,12,1332,4981,873,1772,307,168,54,785.0,202.0,519,,Shoeless Joe,Jackson,200.0,73.0,L,R,OF,N,0.35575185705681606,0.41654545454545505,0.5173659907649071
6782,ramirju01,6,84,96,15,16,1,1,1,11.0,2.0,5,36.0,Julio,Ramirez,195.0,71.0,R,R,OF,N,0.166666666666667,0.20792079207920802,0.229166666666667
2699,foleyto02,12,1108,2708,248,661,134,20,32,263.0,32.0,232,387.0,Tom,Foley,175.0,73.0,L,R,2B,N,0.244091580502216,0.30374149659863897,0.343796159527326
8841,westdi01,5,119,299,30,66,10,2,3,35.0,6.0,12,42.0,Dick,West,180.0,74.0,R,R,C,N,0.220735785953177,0.25080385852090004,0.297658862876254
1463,chrisjo01,7,638,1667,224,434,68,17,29,173.0,29.0,157,277.0,Joe,Christopher,175.0,70.0,R,R,OF,N,0.260347930413917,0.324013157894737,0.37372525494901
3460,haresh01,4,64,109,9,19,4,1,0,9.0,0.0,12,22.0,Shawn,Hare,190.0,74.0,L,L,OF,N,0.174311926605505,0.25619834710743805,0.229357798165138
4701,lawribr01,5,588,2217,266,578,112,13,71,253.0,41.0,153,487.0,Brett,Lawrie,210.0,72.0,R,R,3B,N,0.26071267478574695,0.308438818565401,0.419034731619305
6356,pariske01,6,92,212,20,46,6,0,3,14.0,8.0,15,39.0,Kelly,Paris,175.0,72.0,R,R,3B,N,0.21698113207547198,0.268722466960352,0.28773584905660404
5544,mendoma01,8,686,1337,106,287,33,9,4,101.0,12.0,52,219.0,Mario,Mendoza,170.0,71.0,R,R,SS,N,0.214659685863874,0.24406047516198698,0.261780104712042
7481,scottev01,12,1654,5837,552,1455,208,58,20,551.0,69.0,243,282.0,Everett,Scott,148.0,68.0,R,R,SS,N,0.249271886242933,0.279276315789474,0.315059105704985
7586,shearjo01,5,46,188,16,41,1,2,0,16.0,9.0,5,21.0,John,Shearon,,,,R,OF,N,0.21808510638297895,0.23834196891191697,0.24468085106383
3226,greenga01,6,106,180,19,40,9,0,0,11.0,1.0,9,38.0,Gary,Green,175.0,75.0,R,R,SS,N,0.222222222222222,0.25925925925925897,0.272222222222222
5437,mckayco01,2,37,77,7,19,2,0,0,8.0,0.0,2,15.0,Cody,McKay,212.0,72.0,L,R,C,N,0.24675324675324697,0.265822784810127,0.272727272727273
2185,dimmemi01,2,39,8,11,1,0,0,0,0.0,1.0,0,1.0,Mike,Dimmel,180.0,72.0,R,R,OF,N,0.125,0.125,0.125
587,benneik01,0,55,211,25,39,11,5,1,,,8,,Ike,Benners,175.0,,L,,OF,N,0.184834123222749,0.214611872146119,0.298578199052133
5848,motajo01,4,19,38,4,8,0,0,0,2.0,0.0,2,7.0,Jose,Mota,155.0,69.0,B,R,2B,N,0.21052631578947398,0.25,0.21052631578947398
8242,tayloli01,7,67,257,32,56,8,1,0,,,7,,Live Oak,Taylor,170.0,69.0,,,OF,N,0.21789883268482502,0.23863636363636398,0.256809338521401
2329,duncave01,2,311,1100,170,307,39,12,4,97.0,32.0,121,98.0,Vern,Duncan,155.0,69.0,L,R,OF,N,0.279090909090909,0.350532350532351,0.34727272727272696
5169,martean01,9,308,854,86,186,45,6,21,99.0,1.0,67,180.0,Andy,Marte,205.0,73.0,R,R,3B,N,0.217798594847775,0.274701411509229,0.358313817330211
1346,casteal01,1,24,41,5,7,1,1,2,4.0,0.0,0,13.0,Alex,Castellanos,200.0,72.0,R,R,OF,N,0.17073170731707302,0.17073170731707302,0.390243902439024
61,ahmedni01,4,455,1458,169,334,69,13,36,149.0,17.0,97,297.0,Nick,Ahmed,195.0,74.0,R,R,SS,N,0.229080932784636,0.277170418006431,0.36831275720164597
3884,housefr03,11,653,1994,202,494,64,11,47,235.0,6.0,151,147.0,Frank,House,190.0,73.0,L,R,C,N,0.24774322968906698,0.300699300699301,0.361584754262788
6063,niemabu01,2,332,1050,147,269,46,14,37,167.0,20.0,129,119.0,Butch,Nieman,195.0,74.0,L,L,OF,N,0.256190476190476,0.337574215436811,0.43238095238095203
