,inducted
2462,N
8291,N
911,N
4747,N
7706,N
1703,N
2320,N
6495,N
7911,N
4580,N
8713,N
5791,N
1402,N
165,N
919,Y
5296,N
6669,N
5057,N
5892,N
2437,N
6930,N
5604,N
2954,N
7287,N
1148,N
3794,N
1068,N
5657,N
6650,N
6728,N
5979,N
7879,N
6448,N
3362,N
7193,N
1097,N
8375,N
3955,N
1058,N
5975,N
5492,N
4643,N
7055,N
7140,N
5006,N
1286,N
1848,N
1420,N
7555,N
1444,N
4446,N
1775,N
5955,N
4017,N
8480,N
6838,N
7470,N
5270,N
4682,N
6542,N
1890,N
6905,N
5217,N
6105,N
6485,N
3702,N
3582,N
6466,N
823,N
8851,N
6107,N
600,N
5900,N
7099,N
3217,N
3636,N
2213,N
5740,N
7066,N
3598,Y
4436,N
6958,N
6727,N
4042,N
2880,N
66,N
7937,N
5134,N
4606,N
4696,N
10,N
3619,N
874,N
3932,N
8797,N
2482,N
7146,N
7339,N
6447,N
8595,N
2115,N
6322,N
7243,N
3832,N
2230,N
1815,N
6614,N
5360,N
6475,N
4666,Y
7845,N
6151,N
8023,N
1681,N
2498,N
2492,N
1378,N
1787,N
7668,N
3522,N
2104,N
4577,N
3413,N
7133,N
8197,N
7166,N
6062,N
6699,N
6523,N
243,N
4646,N
2612,N
4047,N
6782,N
2699,N
8841,N
1463,N
3460,N
4701,N
6356,N
5544,N
7481,N
7586,N
3226,N
5437,N
2185,N
587,N
5848,N
8242,N
2329,N
5169,N
1346,N
61,N
3884,N
6063,N
6758,N
7641,N
6908,N
3931,N
1251,N
5918,N
4945,N
3334,N
3361,N
6794,N
1786,N
1379,N
7690,N
6512,N
5204,N
4900,N
4702,N
3237,N
1296,N
5119,N
917,N
9136,N
720,N
4479,N
1600,N
3202,N
6381,N
8730,Y
8669,N
1907,N
5097,N
1576,Y
3273,N
7601,N
6264,N
5721,N
7483,N
6979,N
6177,N
3015,N
4770,N
6219,N
7764,N
4804,N
3607,N
5143,N
6644,N
9157,N
6126,N
4674,N
3384,N
7456,N
6707,N
2855,N
3847,N
4723,N
517,N
2443,N
9172,N
446,N
1446,N
6468,N
1352,N
4332,N
2200,N
215,N
8831,N
8388,N
2318,N
6046,N
4401,N
6127,N
129,N
9138,N
6857,N
1897,N
3840,N
815,N
1384,N
8809,N
442,N
5985,N
5274,N
7732,N
2433,N
8441,N
1566,N
1094,N
1214,N
6422,N
3709,N
8718,N
8860,N
3570,N
4350,Y
7501,N
6401,N
4141,N
7967,N
5612,N
3645,N
8582,N
3584,N
454,N
3099,N
5796,N
384,N
5228,N
1860,N
5339,N
2152,N
4341,N
9177,N
73,N
3311,N
3398,N
1660,N
5640,N
6352,N
4614,N
1053,N
2397,N
8013,N
840,N
8897,N
7368,N
1708,N
8657,N
5249,N
3523,N
738,N
8160,N
2763,N
857,N
1845,N
7128,N
1851,N
6178,N
7399,Y
2844,N
5815,N
5161,N
95,N
2374,N
834,N
4562,N
8786,N
2384,N
338,N
8293,N
6703,N
4051,Y
9049,N
5825,N
2805,N
2261,N
988,N
5033,N
5083,N
1872,N
5086,N
7014,N
7202,N
4670,N
552,N
1273,N
6464,N
3160,N
3731,N
2775,N
5632,N
5054,N
9130,N
4508,N
2502,N
6253,N
4572,N
7682,N
6496,N
4421,N
3637,N
5788,N
1425,N
8787,N
3063,N
5253,N
639,N
4408,N
8108,N
7636,N
1226,N
5313,N
535,N
1750,N
4915,N
2661,N
4032,N
2476,N
7406,N
7347,N
6234,N
6083,N
4767,N
5343,N
3230,N
2264,N
2356,N
6427,N
8515,N
2038,N
282,N
2231,N
5675,N
3663,N
5241,N
630,N
2785,N
5421,N
1548,Y
4718,N
2687,N
8413,N
9202,N
366,Y
2787,N
1603,N
6624,N
2979,N
927,N
6293,N
3101,N
1132,N
4517,N
7707,N
288,N
8233,N
7175,N
2717,N
5851,N
184,N
7718,N
6565,N
791,N
4206,N
2262,N
3034,N
3543,N
6866,N
4733,N
9186,N
4313,N
5590,N
1108,N
3806,N
8596,N
6914,N
6257,N
1397,N
7147,N
2414,N
5145,N
5469,N
2654,N
3417,N
1341,N
9113,N
5783,N
2190,N
7596,N
6111,N
3402,N
2430,N
3850,N
6157,N
1650,N
5579,N
372,N
1618,N
8934,N
7398,N
8783,N
4018,N
4392,N
3163,N
6775,N
2780,N
3556,N
2364,N
241,N
3753,N
7267,N
8145,N
778,N
3986,N
3496,N
5614,N
5567,N
1198,N
8089,N
5882,N
6259,N
1778,N
1396,Y
1476,N
941,N
3717,N
3284,N
1817,N
8558,N
6429,N
4075,N
6025,N
2053,N
8971,N
7367,N
8807,N
2046,N
6739,N
8067,N
2369,N
1377,N
4952,N
1626,N
6171,N
1266,N
2182,N
7685,N
412,N
8911,N
9010,N
6345,N
1421,N
3006,N
5760,N
353,N
3040,N
110,N
831,Y
4165,N
117,N
686,N
1413,N
5482,N
7701,N
4822,N
5619,N
4409,N
3797,N
6583,N
301,N
7024,Y
4135,N
5394,N
3814,N
643,N
8412,N
4448,N
190,N
2088,N
489,N
6017,N
7488,N
450,N
8958,N
5306,N
7882,N
7089,N
8663,N
5061,N
8849,N
7746,N
8109,N
7115,N
7291,N
2300,N
8873,N
7516,N
2497,N
142,N
84,N
3474,N
7234,N
5696,N
5350,N
8113,N
4743,N
3996,N
6124,N
1764,N
8597,N
6950,Y
8502,N
938,N
4596,N
5156,N
6738,N
7131,N
3511,N
4544,N
9155,N
483,N
8832,N
8009,N
5521,N
5139,N
1667,N
8296,N
468,N
4241,N
4366,N
8562,N
7312,N
3213,N
1405,N
6612,N
946,N
1165,N
5990,N
5778,N
4310,N
2483,N
5046,N
5877,N
2758,N
4039,N
3325,N
8096,N
7677,N
3349,N
6508,N
4955,N
8615,N
5422,N
5558,N
7774,N
8964,N
4537,N
1993,N
7269,N
8202,N
2736,N
6325,N
3686,N
1850,N
8682,N
2014,N
1228,N
1306,N
1041,N
2490,N
5419,N
1217,N
4137,N
1903,N
850,N
4090,N
3019,N
932,N
1856,N
5644,N
7628,N
6730,N
8315,N
5211,N
7168,N
8776,N
3494,N
5180,N
6484,N
4520,N
8320,N
2292,N
1121,N
244,N
870,N
4837,N
7237,N
6998,N
5910,N
4903,N
1675,Y
8501,N
122,N
1511,N
4207,N
8661,N
6187,N
8092,N
3700,N
299,N
1512,Y
2422,N
2645,N
8001,N
3542,N
5553,N
7622,N
5399,N
5485,N
8495,N
2512,N
3266,N
3839,N
1604,N
8431,N
8639,N
6605,N
6751,N
5223,N
3925,N
2047,N
7664,N
716,N
4788,N
3615,N
7742,N
3016,N
1575,N
3056,N
4689,N
6896,N
1763,N
2616,N
1013,N
7568,N
7469,N
7165,N
1735,N
2348,N
1784,N
1990,N
899,N
7236,N
8953,N
5643,N
5244,N
7273,N
2746,N
3813,N
523,N
3147,N
3122,N
8727,N
8796,N
6354,N
1592,N
1256,N
3167,N
5073,N
6941,N
896,N
6029,N
2238,N
6231,N
7403,N
3190,N
6004,N
6297,N
