,inducted
2798,Y
5385,N
1848,N
857,N
7152,N
1053,N
5579,N
7933,N
6967,N
8173,N
594,N
6195,N
9060,N
9027,Y
3024,N
4568,N
4033,N
5524,N
5400,N
312,Y
190,N
7969,N
8892,N
2956,N
1396,Y
6950,Y
6591,N
5253,N
6361,N
2955,N
3165,Y
3624,Y
2554,N
4612,Y
7703,N
8903,N
5300,Y
7506,N
911,N
5255,N
6909,N
8732,N
7294,N
3768,N
8222,N
5178,N
4915,N
9115,N
5177,N
7005,N
7930,N
5933,Y
20,N
977,N
7250,Y
8432,Y
3873,N
1934,N
8017,N
4275,N
4051,Y
8300,N
3696,N
2432,N
4008,N
667,Y
5962,N
4652,N
5881,N
1481,N
8907,N
4538,N
3281,N
3339,Y
1073,N
4320,Y
2001,N
2816,N
4640,N
5195,N
513,N
8916,N
5674,N
1362,N
2254,N
7840,N
8178,N
7265,N
2636,Y
7619,N
6084,N
255,Y
991,N
8395,N
5996,N
3308,N
3876,N
8729,Y
8516,N
8097,N
279,N
8946,N
1720,N
8323,N
1696,N
5798,Y
2285,N
770,N
8940,N
3820,N
7321,N
8084,N
4706,N
5137,N
6130,N
3767,N
2118,N
6159,N
2028,Y
5914,N
2262,N
4022,Y
7683,N
5942,N
2291,N
1193,N
4107,Y
130,Y
7650,N
3338,N
2051,N
9121,Y
6587,N
4076,N
4833,N
8468,N
1168,N
4526,N
6874,N
1227,Y
1398,N
8147,N
2589,Y
7833,N
9064,N
4793,N
4852,N
4642,N
4422,Y
7956,N
3841,N
8746,N
3537,N
7702,Y
3150,N
3650,Y
6323,N
7657,N
618,N
2004,N
5898,N
6761,N
6811,N
8523,N
2369,N
3864,Y
3459,N
5846,N
1632,N
4999,N
1065,N
5908,N
1717,N
632,N
7445,N
8752,N
2577,N
9101,N
1950,N
2948,Y
2440,N
7704,N
320,N
8698,N
8327,N
5050,N
7196,N
1548,Y
5710,N
4131,N
574,Y
6234,N
5129,Y
9081,N
7136,N
5029,N
8347,N
3625,N
6456,N
5007,N
1860,N
3965,N
994,N
808,N
7185,N
7549,N
6803,N
9178,N
1641,Y
4289,N
2753,N
6231,N
7352,Y
660,N
2951,N
5548,N
2087,N
2682,N
735,N
3067,N
7756,N
3307,Y
3505,N
423,N
826,Y
1821,N
2088,N
8382,N
8670,N
3105,N
889,N
8418,N
5836,N
3326,N
7723,Y
712,N
3974,N
9022,N
2752,N
5864,N
7920,N
1890,N
5342,N
8730,Y
1298,N
8353,N
1092,N
9040,N
3231,N
1534,N
3008,N
2275,N
3640,N
2041,N
3406,Y
7347,N
4775,N
2495,N
8642,N
6661,N
4234,N
2740,Y
1649,N
7916,N
9086,N
2250,N
8702,Y
7939,N
2366,N
5484,N
8937,Y
5626,N
8263,N
2920,N
4265,N
7443,Y
3668,N
494,N
8101,N
6544,N
6619,N
6294,Y
9080,N
8036,N
4613,N
322,N
7797,Y
4141,N
1905,N
928,N
3367,N
3391,N
5711,Y
9025,N
7182,N
8867,N
2701,N
3598,Y
6945,N
5811,N
6671,N
0,Y
6529,N
3220,N
8835,N
5612,N
6366,N
7117,N
9129,N
7040,N
4456,Y
1111,N
2683,N
4472,N
615,N
5011,N
3358,Y
7468,N
6759,Y
1572,Y
8133,N
8667,N
2378,N
2460,N
3304,N
5439,N
4666,Y
4428,N
8303,Y
2184,N
2092,N
2429,N
7645,N
4653,N
1716,N
2986,N
4026,N
8003,N
5352,N
4947,N
5302,N
7090,N
3440,N
4299,N
1297,N
308,N
4834,N
8316,Y
94,N
4296,N
5816,N
1209,N
1351,N
7070,Y
5124,Y
8448,N
2747,N
1373,N
5913,N
7411,N
57,N
956,N
6406,N
1301,N
8581,N
8471,N
3628,N
8357,N
2830,N
6740,N
7204,Y
4908,N
5358,N
1170,N
8606,N
8696,N
9062,N
7715,N
4353,N
4288,N
6500,N
9015,N
2884,N
1414,Y
3585,N
6677,N
8527,N
2918,N
6892,N
6804,N
218,Y
8738,Y
6577,N
4132,N
2504,N
407,N
6781,N
970,Y
882,N
6717,N
1384,N
4895,Y
6165,N
6245,N
134,N
6937,N
2143,N
2024,N
3198,N
2500,N
2579,N
8362,Y
554,N
8314,N
1946,N
1015,N
6898,N
1276,Y
2945,N
8500,N
2161,N
3106,N
6968,N
1182,N
3408,N
8788,N
5334,N
4562,N
3255,N
3588,N
3594,N
6251,Y
4929,N
5164,N
2694,N
2103,N
336,N
6632,N
7159,N
298,N
8366,N
5959,N
3197,N
2066,Y
9049,N
3525,N
8914,N
3621,N
8956,N
5857,N
8264,N
7223,N
952,Y
8329,N
737,N
5438,N
3184,N
209,N
3483,N
5212,N
9167,Y
7959,Y
1302,N
4047,N
470,N
679,N
6110,N
4478,N
1274,Y
8061,N
8770,N
1335,N
9160,N
3775,N
2571,N
6710,Y
610,N
2727,N
1279,N
3822,N
6861,Y
2944,N
4572,N
4321,N
8257,N
4662,N
6391,N
2733,N
6492,N
4412,N
5383,N
1526,N
3840,N
2222,N
5490,Y
7828,Y
5259,N
8274,Y
4090,N
4534,N
4943,N
58,N
42,N
8305,N
3048,N
8986,N
1440,N
1560,N
5695,Y
4919,N
6772,Y
4869,N
595,N
2158,Y
3884,N
2667,Y
4827,N
7226,N
4216,N
6145,N
4732,N
5109,N
8789,N
8331,Y
7224,N
6927,N
2379,N
4657,N
7970,N
3837,N
3229,Y
5058,N
629,N
7671,Y
6333,N
7014,N
3254,N
4058,Y
6656,N
1229,N
6559,N
7283,N
2812,N
4143,N
6035,N
5272,N
9113,N
1624,Y
8255,N
2821,N
6564,N
4576,N
2083,N
1583,N
136,N
8138,N
8761,N
3305,N
6302,N
8665,Y
2309,Y
420,N
6917,N
950,N
1866,N
1963,N
8554,N
7133,N
8766,N
7896,N
7091,N
7467,N
9114,N
1485,N
1102,N
6731,N
8930,N
1863,N
8984,N
7438,Y
2414,N
2780,N
1998,Y
707,N
6041,N
4932,N
5553,N
5793,N
123,N
8206,N
7831,N
7678,N
8708,N
5818,N
8451,N
581,N
8280,N
484,N
5166,N
4553,N
