,playerID,num_seasons,G,AB,Runs,Hits,Doubles,Triples,HR,RBI,SB,BB,SO,nameFirst,nameLast,weight,height,bats,throws,pos,category,AVG,OBP,SLG
9163,youngro01,9,1211,4627,812,1491,236,93,42,592.0,153.0,550,390.0,Ross,Youngs,162.0,68.0,L,R,OF,Player,0.322239031770045,0.394243770523469,0.440674303004106
3472,harpebr01,16,1001,3151,339,931,186,7,63,428.0,8.0,133,188.0,Brian,Harper,195.0,74.0,R,R,C,N,0.295461758172009,0.323995127892814,0.41891463027610293
1848,crossla01,20,2277,9084,1338,2651,411,136,47,1378.0,303.0,466,217.0,Lave,Cross,155.0,68.0,R,R,3B,N,0.291831792162043,0.326387434554974,0.382540730955526
2292,driesda01,14,1732,5479,746,1464,282,23,153,763.0,154.0,761,719.0,Dan,Driessen,187.0,71.0,L,R,1B,N,0.267202044168644,0.35657051282051294,0.410841394415039
620,bernaro01,6,548,1323,159,312,56,8,28,121.0,59.0,121,315.0,Roger,Bernadina,210.0,74.0,L,L,OF,N,0.23582766439909303,0.29986149584487504,0.35374149659863896
3731,highhu01,5,516,1546,176,386,54,21,3,123.0,56.0,212,168.0,Hugh,High,155.0,67.0,L,L,OF,N,0.24967658473479898,0.340159271899886,0.31759379042690805
5420,mcguide01,28,1781,6291,770,1750,300,79,45,,,515,,Deacon,McGuire,185.0,73.0,R,R,C,N,0.278175170879034,0.33279459300617104,0.37243681449689997
549,bellhma01,10,731,2107,324,484,113,13,69,246.0,30.0,346,723.0,Mark,Bellhorn,195.0,73.0,B,R,2B,N,0.229710488846701,0.338361190379128,0.393925011865211
8420,tracych01,9,938,2706,317,741,172,9,86,358.0,11.0,233,473.0,Chad,Tracy,205.0,73.0,L,R,1B,N,0.273835920177384,0.331405239877509,0.43939393939393895
135,alouje01,16,1380,4345,448,1216,170,26,32,377.0,31.0,138,267.0,Jesus,Alou,190.0,74.0,R,R,OF,N,0.27986191024165696,0.30202989069819297,0.35304948216340604
7014,riverju01,11,1058,3471,425,950,182,4,132,539.0,17.0,253,448.0,Juan,Rivera,220.0,74.0,R,R,OF,N,0.27369634111207103,0.323039742212675,0.44252376836646506
5140,marisro01,11,1463,5101,826,1325,195,42,275,851.0,21.0,652,733.0,Roger,Maris,197.0,72.0,L,R,OF,N,0.25975298960988,0.343646792977577,0.47618114095275393
6545,phillbr01,16,1902,7378,1005,2029,368,35,211,951.0,209.0,420,1092.0,Brandon,Phillips,211.0,72.0,R,R,2B,N,0.27500677690430997,0.314054885868171,0.420168067226891
6173,oestero01,12,1276,4214,458,1118,190,33,42,344.0,40.0,369,681.0,Ron,Oester,185.0,74.0,B,R,2B,N,0.26530612244898005,0.324459960724416,0.355956336022781
5891,munozpe01,6,517,1708,203,467,75,8,67,252.0,11.0,100,418.0,Pedro,Munoz,170.0,71.0,R,R,OF,N,0.273419203747073,0.313606194690265,0.44437939110070296
2814,fullich01,8,590,1855,305,548,92,14,12,167.0,46.0,132,113.0,Chick,Fullis,170.0,69.0,R,R,OF,N,0.295417789757412,0.342224458983392,0.379514824797844
3241,greento02,10,536,1573,181,397,82,3,71,217.0,5.0,67,332.0,Todd,Greene,195.0,70.0,R,R,C,N,0.252383979656707,0.28292682926829305,0.443738080101716
1103,burnije01,13,1694,5710,917,1447,298,29,315,981.0,74.0,739,1376.0,Jeromy,Burnitz,190.0,72.0,L,R,OF,N,0.25341506129597197,0.33896728174910806,0.481260945709282
3586,hechaad01,6,811,2809,270,714,101,35,28,238.0,32.0,145,490.0,Adeiny,Hechavarria,195.0,72.0,R,R,SS,N,0.254182983268067,0.29079214624238303,0.344962620149519
7933,staintu01,12,817,2261,284,585,90,14,17,204.0,27.0,64,213.0,Tuck,Stainback,175.0,71.0,R,R,OF,N,0.258735072976559,0.279139784946237,0.333480760725343
131,alomasa01,14,1481,4760,558,1168,126,19,13,282.0,227.0,302,482.0,Sandy,Alomar,140.0,69.0,B,R,2B,N,0.24537815126050402,0.29039905175819797,0.288025210084034
7507,seeryem01,8,916,3547,695,893,152,68,27,,,471,,Emmett,Seery,145.0,67.0,L,R,OF,N,0.251762052438681,0.33947237431557997,0.355793628418382
373,barajro01,13,1114,3460,396,812,187,1,136,480.0,2.0,207,638.0,Rod,Barajas,250.0,74.0,R,R,C,N,0.234682080924855,0.27788382874284195,0.407225433526012
6522,petrori01,13,1553,5390,653,1352,237,22,210,773.0,10.0,661,926.0,Rico,Petrocelli,175.0,72.0,R,R,3B,N,0.250834879406308,0.332672285572633,0.41985157699443393
7896,spencji01,14,1553,4908,541,1227,179,27,146,599.0,11.0,407,582.0,Jim,Spencer,195.0,74.0,L,L,1B,N,0.25,0.307431796801505,0.3867155664221679
363,bandosa01,15,2019,7060,982,1790,289,38,242,1039.0,75.0,1031,923.0,Sal,Bando,195.0,72.0,R,R,3B,N,0.253541076487252,0.348659003831418,0.408073654390935
8579,vaughar01,16,1817,6622,1173,2103,356,128,96,926.0,118.0,937,276.0,Arky,Vaughan,175.0,70.0,L,R,SS,Player,0.317577771066143,0.40216959915332706,0.4534883720930229
1515,clarkho01,9,1272,4813,548,1230,150,23,27,304.0,151.0,365,362.0,Horace,Clarke,175.0,69.0,B,R,2B,N,0.25555786411801396,0.30803398995751297,0.313110326199875
281,austiji01,20,1580,5388,661,1328,174,76,13,390.0,244.0,592,,Jimmy,Austin,155.0,67.0,B,R,3B,N,0.246473645137342,0.321070234113712,0.314216778025241
5618,millebi02,15,1820,6212,946,1934,389,96,116,992.0,127.0,383,340.0,Bing,Miller,185.0,72.0,R,R,OF,N,0.31133290405666497,0.351326762699014,0.46088216355441103
3534,hatchbi01,11,1233,4339,586,1146,210,30,54,399.0,218.0,267,476.0,Billy,Hatcher,175.0,69.0,R,R,OF,N,0.264116155796266,0.306773773339123,0.36367826688177
6917,reverda01,4,557,1832,205,486,83,16,62,234.0,2.0,148,240.0,Dave,Revering,210.0,76.0,L,R,1B,N,0.26528384279476,0.32020202020202004,0.42958515283842796
3384,halleto01,11,1294,3935,461,1011,153,31,134,504.0,14.0,477,593.0,Tom,Haller,195.0,76.0,L,R,C,N,0.256925031766201,0.337262012692656,0.41372299872935203
366,bankser01,18,2528,9421,1305,2583,407,90,512,1636.0,50.0,763,1236.0,Ernie,Banks,180.0,73.0,R,R,1B,Player,0.27417471605986604,0.32855459544383303,0.49952234370024395
3687,herreod01,3,592,2154,282,602,112,15,59,217.0,54.0,160,511.0,Odubel,Herrera,200.0,71.0,L,R,OF,N,0.279480037140204,0.329299913569576,0.42757660167130895
8665,wagneho01,20,2794,10439,1739,3420,643,252,101,1733.0,723.0,963,735.0,Honus,Wagner,200.0,71.0,R,R,SS,Player,0.32761758789156004,0.384406244518506,0.46651978158827506
234,ariasal01,10,775,1773,203,470,84,6,18,196.0,10.0,181,211.0,Alex,Arias,185.0,75.0,R,R,SS,N,0.265087422447829,0.333162743091095,0.34968979131415695
8035,stirnsn01,9,1028,3695,604,989,157,68,29,281.0,134.0,541,447.0,Snuffy,Stirnweiss,175.0,68.0,R,R,2B,N,0.26765899864682,0.36118980169971704,0.37050067658998603
8190,tagucso01,7,672,1369,197,382,74,7,19,163.0,39.0,102,195.0,So,Taguchi,170.0,70.0,R,R,OF,N,0.27903579254930605,0.329027872195785,0.384952520087655
7301,samueju01,15,1720,6081,873,1578,287,102,161,703.0,396.0,440,1442.0,Juan,Samuel,170.0,71.0,R,R,2B,N,0.259496793290577,0.309461738997086,0.419667817793126
5910,murphda08,10,1280,4747,644,1421,333,28,122,641.0,67.0,325,614.0,Daniel,Murphy,221.0,73.0,L,R,2B,N,0.299346955972193,0.344242902208202,0.458394775647778
3395,hallme01,15,1276,4237,568,1171,229,25,134,620.0,31.0,267,575.0,Mel,Hall,185.0,72.0,L,L,OF,N,0.27637479348595695,0.319271758436945,0.43710172291715793
1798,crawfca02,14,1716,6655,998,1931,309,123,136,766.0,480.0,377,1067.0,Carl,Crawford,230.0,74.0,L,L,OF,N,0.290157776108189,0.328213879408419,0.434861006761833
1872,cruzju01,9,1156,3859,557,916,113,27,23,279.0,343.0,478,508.0,Julio,Cruz,165.0,69.0,B,R,2B,N,0.237367193573465,0.321420336638229,0.298522933402436
2957,gentrcr01,9,602,1242,180,325,47,14,7,104.0,94.0,102,250.0,Craig,Gentry,190.0,74.0,R,R,OF,N,0.261674718196457,0.31770833333333304,0.338969404186795
6302,owenma01,9,1011,3782,473,1040,167,44,31,497.0,30.0,338,283.0,Marv,Owen,175.0,73.0,R,R,3B,N,0.27498677948175604,0.334466019417476,0.36700158646218894
1769,covinwe01,10,1075,2978,355,832,128,17,131,499.0,7.0,247,414.0,Wes,Covington,205.0,73.0,L,R,OF,N,0.27938213566151804,0.33457364341085305,0.465748824714574
1870,cruzjo01,18,2353,7917,1036,2251,391,94,165,1077.0,317.0,898,1031.0,Jose,Cruz,170.0,72.0,L,L,OF,N,0.28432487053176697,0.35723199092456,0.419982316534041
7520,selkige01,8,846,2790,503,810,131,41,108,576.0,49.0,486,319.0,George,Selkirk,182.0,73.0,L,R,OF,N,0.29032258064516103,0.39560439560439603,0.482795698924731
1772,cowenal01,12,1584,5534,704,1494,276,68,108,717.0,120.0,389,659.0,Al,Cowens,197.0,73.0,R,R,OF,N,0.269967473798338,0.317913219652203,0.40296349837369
2577,fergujo01,13,1013,3001,407,719,121,11,122,445.0,22.0,562,607.0,Joe,Ferguson,200.0,74.0,R,R,C,N,0.239586804398534,0.3595284872298621,0.40919693435521504
1992,davisch01,18,2436,8673,1240,2380,424,30,350,1372.0,142.0,1194,1698.0,Chili,Davis,195.0,75.0,B,R,OF,N,0.274414850686037,0.36221749265227504,0.4512855989853571
2792,fribebe01,14,1299,4169,544,1170,181,44,38,471.0,51.0,471,498.0,Bernie,Friberg,178.0,71.0,R,R,2B,N,0.280642840009595,0.353663793103448,0.372511393619573
3536,hatchmi01,11,1130,3377,348,946,172,20,38,375.0,11.0,164,246.0,Mickey,Hatcher,200.0,74.0,R,R,OF,N,0.280130293159609,0.313470770968653,0.376665679597276
831,boudrlo01,14,1646,6029,861,1779,385,66,68,789.0,51.0,796,309.0,Lou,Boudreau,185.0,71.0,R,R,SS,Player,0.295073809918726,0.377289377289377,0.414662464753691
5652,milleot01,12,927,2836,229,695,97,33,5,231.0,40.0,104,301.0,Otto,Miller,196.0,72.0,R,R,C,N,0.245063469675599,0.27176870748299303,0.307827926657264
361,bancrda01,15,1913,7182,1048,2004,320,77,32,591.0,145.0,827,487.0,Dave,Bancroft,160.0,69.0,B,R,SS,Player,0.279030910609858,0.353477337994756,0.358395989974937
1509,clarkda05,12,905,1964,248,518,81,8,62,284.0,19.0,222,451.0,Dave,Clark,200.0,74.0,L,R,OF,N,0.263747454175153,0.338517840805124,0.4078411405295321
4335,kellge01,14,1795,6702,881,2054,385,50,78,870.0,51.0,621,287.0,George,Kell,175.0,69.0,R,R,3B,Player,0.30647567890182,0.36528745049843,0.413757087436586
7101,rodriiv01,20,2543,9592,1354,2844,572,51,311,1332.0,127.0,513,1474.0,Ivan,Rodriguez,205.0,69.0,R,R,C,Player,0.29649708090075105,0.332211776348342,0.464032527105922
8257,tejadmi01,16,2171,8434,1230,2407,468,23,307,1302.0,85.0,553,1079.0,Miguel,Tejada,220.0,69.0,R,R,SS,N,0.285392459094143,0.32936463781017,0.455537111690775
4092,jayjo02,8,1131,3609,513,1030,176,25,36,327.0,55.0,274,672.0,Jon,Jay,195.0,71.0,L,L,OF,N,0.28539761706844,0.33582281740922,0.3779440288168471
1675,connoro01,17,1998,7797,1620,2467,441,233,138,1323.0,,1002,455.0,Roger,Connor,220.0,75.0,B,L,1B,Player,0.31640374503014,0.39424934651665,0.485827882518918
7819,smootho01,4,680,2635,308,763,102,45,15,269.0,84.0,149,300.0,Homer,Smoot,180.0,70.0,L,R,OF,N,0.28956356736242894,0.327586206896552,0.379506641366224
7838,snydech02,9,715,2087,227,467,98,1,77,298.0,0.0,309,560.0,Chris,Snyder,235.0,76.0,R,R,C,N,0.22376617153809303,0.323873121869783,0.38236703402012495
4538,koyer01,4,558,1846,238,515,108,29,36,260.0,40.0,137,284.0,Ernie,Koy,200.0,72.0,R,R,OF,N,0.27898158179848304,0.328794755421079,0.4274106175514629
8905,whitnji01,9,550,2144,316,559,113,39,18,280.0,,161,,Jim,Whitney,172.0,74.0,L,R,OF,N,0.260727611940299,0.31236442516269,0.375
4641,landrke01,10,1264,4101,522,1099,180,45,91,479.0,145.0,299,421.0,Ken,Landreaux,165.0,70.0,L,R,OF,N,0.267983418678371,0.31772727272727297,0.400390148744209
4275,jurgebi01,16,1816,6253,721,1613,245,55,43,656.0,36.0,568,530.0,Billy,Jurges,175.0,71.0,R,R,SS,N,0.25795618103310397,0.319747837560475,0.33535902766672
3407,hamilbi02,5,690,2491,365,611,87,34,21,161.0,277.0,190,554.0,Billy,Hamilton,160.0,72.0,B,R,OF,N,0.245283018867925,0.298769116001492,0.33279807306302694
4613,lakeed01,11,835,2595,442,599,105,9,39,193.0,52.0,546,312.0,Eddie,Lake,159.0,67.0,R,R,SS,N,0.23082851637764898,0.36453358802929,0.323314065510597
4144,johnsdi01,7,746,2992,453,751,109,68,33,,,133,,Dick,Johnston,155.0,68.0,R,R,OF,N,0.25100267379679103,0.28288,0.365975935828877
1950,danniha01,9,890,2971,363,847,162,26,57,397.0,13.0,187,217.0,Harry,Danning,190.0,73.0,R,R,C,N,0.28508919555705103,0.327422419252692,0.41467519353752896
4201,jonesch06,19,2499,8984,1619,2726,549,38,468,1623.0,150.0,1512,1409.0,Chipper,Jones,210.0,76.0,B,R,3B,Player,0.303428317008014,0.403772865853659,0.5292742653606409
6955,richabo01,11,1412,5386,643,1432,196,37,34,390.0,73.0,262,243.0,Bobby,Richardson,170.0,69.0,R,R,2B,N,0.26587448941700703,0.29992917847025496,0.334942443371704
1271,cardele01,15,1941,6707,662,1725,285,49,118,689.0,39.0,522,1135.0,Leo,Cardenas,160.0,71.0,R,R,SS,N,0.257193976442523,0.310831373633974,0.3670791710153571
5484,mcneeea01,7,683,2254,369,614,107,33,4,213.0,69.0,183,187.0,Earl,McNeely,155.0,69.0,R,R,OF,N,0.27240461401952104,0.327041444398851,0.354480922803904
3774,hockide01,12,954,2358,294,591,112,17,25,226.0,36.0,205,442.0,Denny,Hocking,180.0,70.0,B,R,SS,N,0.250636132315522,0.310573546625049,0.34435962680237503
696,bladera01,10,767,2415,467,726,133,51,50,340.0,33.0,331,310.0,Ray,Blades,163.0,67.0,R,R,OF,N,0.300621118012422,0.384923525127458,0.460041407867495
4848,liriane01,11,823,2216,296,576,105,27,25,240.0,59.0,212,300.0,Nelson,Liriano,165.0,70.0,B,R,2B,N,0.259927797833935,0.324546952224053,0.36552346570397104
2593,fickro01,9,846,2373,287,613,116,12,69,324.0,6.0,235,386.0,Robert,Fick,189.0,73.0,L,R,1B,N,0.258322798145807,0.32515337423312896,0.40455120101137804
5336,mccarto01,12,1273,5120,1066,1493,191,53,44,,,536,,Tommy,McCarthy,170.0,67.0,R,R,OF,Player,0.2916015625,0.358734087694484,0.375390625
130,alomaro01,16,2379,9073,1508,2724,504,80,210,1134.0,474.0,1032,1140.0,Roberto,Alomar,184.0,72.0,B,R,2B,Player,0.300231455968257,0.371697179614052,0.442852419265954
2703,fonsele01,12,937,3404,518,1075,203,50,31,485.0,64.0,186,199.0,Lew,Fonseca,180.0,70.0,R,R,1B,N,0.31580493537015303,0.35125348189415,0.43213866039953003
977,brownbo03,8,548,1619,233,452,62,14,22,237.0,9.0,214,88.0,Bobby,Brown,180.0,73.0,L,R,3B,N,0.279184681902409,0.363338788870704,0.375540457072267
559,bellle01,8,896,3239,404,938,184,49,66,509.0,25.0,276,322.0,Les,Bell,165.0,71.0,R,R,3B,N,0.28959555418339,0.34537695590327194,0.4377894411855511
5691,mitchmi01,7,1124,4095,514,1138,130,104,27,514.0,202.0,368,403.0,Mike,Mitchell,185.0,73.0,R,R,OF,N,0.27789987789987797,0.337441183060721,0.38021978021978003
2262,downibr01,19,2344,7853,1188,2099,360,28,275,1073.0,50.0,1197,1127.0,Brian,Downing,170.0,70.0,R,R,OF,N,0.267286387367885,0.364198895027624,0.42531516617853
7848,snydepo01,18,930,3643,433,855,124,41,9,384.0,,83,,Pop,Snyder,184.0,71.0,R,R,C,N,0.234696678561625,0.25174449812131,0.298654954707659
7402,schanwa01,18,1842,5307,769,1506,264,90,59,710.0,121.0,849,573.0,Wally,Schang,180.0,70.0,B,R,C,N,0.283776144714528,0.38255360623781703,0.400791407574901
1998,davisge01,19,2372,9045,1545,2665,453,163,73,1440.0,619.0,874,613.0,George,Davis,180.0,69.0,B,R,SS,Player,0.294637921503593,0.356789998991834,0.40497512437810895
3085,goldspa01,7,1092,3975,709,1182,267,19,209,710.0,124.0,655,1059.0,Paul,Goldschmidt,225.0,75.0,R,R,1B,N,0.297358490566038,0.396760259179266,0.531823899371069
3165,gosligo01,17,2287,8656,1483,2735,500,173,248,1609.0,175.0,949,585.0,Goose,Goslin,185.0,71.0,L,R,OF,Player,0.315965804066543,0.383550234252993,0.499653419593346
5778,moranhe01,7,595,2177,300,527,60,26,2,135.0,103.0,264,179.0,Herbie,Moran,150.0,65.0,L,R,OF,N,0.24207625172255398,0.324047521507579,0.296279283417547
136,alouma01,14,1667,5789,780,1777,236,50,31,427.0,156.0,311,377.0,Matty,Alou,160.0,69.0,L,L,OF,N,0.306961478666436,0.342295081967213,0.38106754188979103
1975,davenji01,12,1501,4427,552,1142,177,37,77,456.0,16.0,382,673.0,Jim,Davenport,170.0,71.0,R,R,3B,N,0.257962502823583,0.31690580162195897,0.36683984639710904
2289,drewjd01,13,1566,5173,944,1437,273,48,242,795.0,87.0,862,1137.0,J. D.,Drew,200.0,73.0,L,R,OF,N,0.277788517301372,0.380944490472245,0.48946452735356705
219,applilu01,20,2422,8856,1319,2749,440,102,45,1116.0,179.0,1302,528.0,Luke,Appling,183.0,70.0,R,R,SS,Player,0.310411020776874,0.398798976176413,0.398373983739837
627,berrayo01,19,2120,7555,1175,2150,321,49,358,1430.0,30.0,704,414.0,Yogi,Berra,185.0,67.0,L,R,C,Player,0.28457974851092,0.345562416757477,0.48219722038385204
2167,dierich01,9,752,1648,217,411,76,14,14,141.0,16.0,237,250.0,Chuck,Diering,165.0,70.0,R,R,OF,N,0.249393203883495,0.343766578249337,0.337985436893204
6084,nixonru01,11,906,2504,215,670,115,19,27,266.0,0.0,154,279.0,Russ,Nixon,195.0,73.0,L,R,C,N,0.267571884984026,0.310007524454477,0.361022364217252
8645,vogtst01,5,521,1643,181,413,82,9,57,218.0,1.0,139,305.0,Stephen,Vogt,225.0,72.0,L,R,C,N,0.25136944613511897,0.30976430976431,0.41631162507608005
2550,farredu01,17,1565,5682,829,1572,211,123,52,916.0,150.0,480,369.0,Duke,Farrell,208.0,73.0,B,R,C,N,0.276663146779303,0.33300876338851,0.38454769447377707
6193,olearch01,30,955,3232,317,731,104,18,3,220.0,74.0,164,,Charley,O'Leary,165.0,67.0,R,R,SS,N,0.226175742574257,0.263545347467609,0.27227722772277196
8425,trammal01,19,2293,8288,1231,2365,412,55,185,1003.0,236.0,850,874.0,Alan,Trammell,165.0,72.0,R,R,SS,Player,0.285352316602317,0.351827533377107,0.415299227799228
2569,felixju01,5,585,2132,309,562,105,24,55,280.0,49.0,158,509.0,Junior,Felix,170.0,72.0,B,R,OF,N,0.263602251407129,0.314410480349345,0.4127579737335829
440,bartlja01,10,892,3141,435,849,156,26,31,286.0,123.0,275,526.0,Jason,Bartlett,190.0,72.0,R,R,SS,N,0.270296084049666,0.32903981264637,0.36612543775867606
5496,mcraebr01,9,1354,5114,734,1336,264,58,103,532.0,196.0,488,824.0,Brian,McRae,175.0,72.0,B,R,OF,N,0.26124364489636304,0.325598000714031,0.395971842002346
2237,doolami01,13,1728,5977,513,1376,244,81,15,554.0,173.0,370,663.0,Mickey,Doolin,170.0,70.0,R,R,SS,N,0.23021582733812998,0.275090593981409,0.305671741676426
4838,lindsfr01,12,1438,5611,895,1747,301,81,103,779.0,84.0,334,276.0,Freddie,Lindstrom,170.0,71.0,R,R,3B,Player,0.311352700053466,0.350042052144659,0.44893958296203906
1610,colesda01,14,957,2891,333,709,142,14,75,368.0,20.0,237,445.0,Darnell,Coles,185.0,73.0,R,R,OF,N,0.24524386025596698,0.302429667519182,0.38187478381183
4729,leecl01,7,521,1583,216,475,87,28,38,216.0,14.0,104,186.0,Cliff,Lee,175.0,73.0,R,R,OF,N,0.300063171193936,0.34321280379371694,0.462413139608339
2834,gainede01,13,548,1608,218,438,75,36,14,185.0,54.0,149,,Del,Gainer,180.0,72.0,R,R,1B,N,0.272388059701493,0.334092202618099,0.38992537313432796
7797,smithoz01,18,2573,9396,1257,2460,402,69,28,793.0,580.0,1072,589.0,Ozzie,Smith,150.0,71.0,B,R,SS,Player,0.261813537675607,0.33740924722965193,0.32822477650063897
2435,ellisru01,3,555,1985,279,517,66,30,13,199.0,58.0,216,246.0,Rube,Ellis,170.0,72.0,L,L,OF,N,0.260453400503778,0.33303044070876897,0.343576826196474
7542,seweljo01,13,1903,7132,1141,2226,436,68,49,1055.0,74.0,842,114.0,Joe,Sewell,155.0,66.0,L,R,SS,Player,0.31211441390914196,0.38475043892651095,0.41292765002804294
3791,hoffmgl01,9,766,2163,247,524,106,9,23,210.0,5.0,136,309.0,Glenn,Hoffman,175.0,73.0,R,R,SS,N,0.24225612575127103,0.287081339712919,0.33148404993065195
660,bicheda01,13,1704,6381,934,1906,401,27,274,1141.0,152.0,355,1078.0,Dante,Bichette,215.0,75.0,R,R,OF,N,0.29869926343833303,0.33565914489311205,0.49882463563704704
7898,spencsh01,6,538,1671,208,438,84,8,59,242.0,13.0,152,357.0,Shane,Spencer,210.0,71.0,R,R,OF,N,0.262118491921005,0.32364234777838696,0.427887492519449
7483,scottge02,13,2034,7433,957,1992,306,60,271,1051.0,69.0,699,1418.0,George,Scott,200.0,74.0,R,R,1B,N,0.267994080452038,0.33091490408263696,0.434683169648863
2592,fewstch01,10,644,1963,282,506,91,12,6,167.0,57.0,240,264.0,Chick,Fewster,160.0,71.0,R,R,2B,N,0.25776872134488,0.33862914207898304,0.32552215995924605
6874,reichri01,10,997,3307,391,864,109,24,116,445.0,40.0,263,672.0,Rick,Reichardt,210.0,75.0,R,R,OF,N,0.26126398548533397,0.31568627450980397,0.413970365890535
8250,tayloza02,15,918,2865,258,748,113,28,9,311.0,9.0,161,192.0,Zack,Taylor,180.0,71.0,R,R,C,N,0.26108202443281,0.30039656311963,0.329493891797557
5598,michaja01,10,1031,2332,332,613,140,10,59,299.0,22.0,243,496.0,Jason,Michaels,215.0,72.0,R,R,OF,N,0.26286449399656897,0.332427184466019,0.40737564322470005
6816,rawlijo01,12,1080,3719,409,928,122,28,14,303.0,92.0,257,275.0,Johnny,Rawlings,158.0,68.0,R,R,2B,N,0.249529443398763,0.298038229376258,0.308685130411401
1301,carrema01,9,738,2012,246,557,108,5,69,289.0,12.0,140,246.0,Mark,Carreon,170.0,72.0,R,L,OF,N,0.27683896620278303,0.323884758364312,0.43836978131212706
1436,chaseha01,14,1919,7417,980,2158,322,124,57,941.0,363.0,276,,Hal,Chase,175.0,72.0,R,L,1B,N,0.29095321558581605,0.316391524762771,0.39085883780504205
7713,skinnjo01,8,564,1441,119,329,62,3,17,136.0,3.0,80,387.0,Joel,Skinner,198.0,76.0,R,R,C,N,0.228313671061763,0.268902038132807,0.31089521165857004
4372,kendrho01,12,1475,5525,720,1607,327,37,108,648.0,124.0,315,1036.0,Howie,Kendrick,220.0,71.0,R,R,2B,N,0.290859728506787,0.329109589041096,0.42208144796380104
4478,knighjo02,8,767,2664,301,636,96,24,14,270.0,86.0,211,,John,Knight,180.0,74.0,R,R,3B,N,0.23873873873873896,0.294608695652174,0.30855855855855896
2098,dempsri01,23,1766,4692,525,1093,223,12,96,471.0,20.0,592,736.0,Rick,Dempsey,190.0,72.0,R,R,C,N,0.23294970161977802,0.31888720666162,0.346973572037511
6947,ricede01,16,1309,3826,342,908,177,20,79,441.0,2.0,382,522.0,Del,Rice,190.0,74.0,R,R,C,N,0.23732357553580802,0.306558935361217,0.35598536330371094
3477,harpeto01,14,1810,6269,972,1609,256,36,146,567.0,408.0,753,1080.0,Tommy,Harper,165.0,69.0,R,R,OF,N,0.256659754346786,0.33637140415835903,0.37884830116446006
7095,rodriel01,8,775,2173,220,533,76,6,16,203.0,17.0,332,291.0,Ellie,Rodriguez,185.0,71.0,R,R,C,N,0.245283018867925,0.345309381237525,0.30786930510814503
4692,lavando01,11,1163,3891,338,954,134,45,7,377.0,71.0,209,376.0,Doc,Lavan,151.0,68.0,R,R,SS,N,0.245181187355436,0.283658536585366,0.30814700591107697
1005,brownla01,11,1129,3449,331,803,108,13,47,254.0,22.0,317,414.0,Larry,Brown,160.0,70.0,R,R,SS,N,0.23282110756741103,0.297397769516729,0.31255436358364697
7702,sislege01,15,2055,8267,1284,2812,425,164,102,1175.0,375.0,472,327.0,George,Sisler,170.0,71.0,L,L,1B,Player,0.34014757469456897,0.375786703284129,0.46824724809483503
1409,chambch01,17,2175,7571,912,2109,392,42,185,972.0,40.0,632,926.0,Chris,Chambliss,195.0,73.0,L,R,1B,N,0.27856293752476596,0.33414604413019605,0.414740457007
64,ainsmed01,14,1078,3048,299,707,108,54,22,317.0,86.0,263,,Eddie,Ainsmith,180.0,71.0,R,R,C,N,0.231955380577428,0.29296285110238596,0.324475065616798
7378,saxst01,13,1769,6940,913,1949,278,47,54,550.0,444.0,556,584.0,Steve,Sax,185.0,71.0,R,R,2B,N,0.28083573487031704,0.334178228388474,0.357780979827089
